run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
1,1,complete,120,59,60,4.348,1775.255,7.415,3,3,11,12,12,12,0.713,20,10,10.93263,0.157,-0.098136,0.235837,0.33397299999999996,185.183,208.297,23.114000000000004,,0,1,88,176,88,91,83
1,2,complete,120,59,60,4.144,971.803,3.723,6,6,6,7,10,8,-1.594,8,4,10.92482,0.117221,-0.153994,0.940429,1.094423,194.404,214.83,20.426000000000016,,0,1,83,166,83,90,76
1,3,complete,121,60,60,6.218,2680.781,8.535,8,8,60,61,61,61,-10.188,18,9,11.04799,0.02047,-0.039415,0.02342,0.062835,191.641,195.029,3.3880000000000052,,0,1,89,178,89,93,68
1,4,complete,120,59,60,2.636,378.793,10.821,9,9,10,11,11,11,-3.944,14,7,10.92446,0.198391,-1.575922,0.187713,1.763635,195,225.758,30.75800000000001,,0,1,54,108,54,54,62
1,5,complete,120,59,60,4.202,918.333,0.519,9,9,11,12,16,9,8.374,4,2,10.92465,0.082197,-0.671372,0.022975,0.6943469999999999,167.246,195,27.75399999999999,,0,1,84,168,84,91,85
1,6,complete,120,59,60,4.956,1754.612,4.805,35,35,35,37,39,37,1.422,16,8,10.93146,0.06992,-0.217367,0.18613,0.403497,185.952,210.733,24.781000000000006,,0,1,63,126,63,66,67
1,7,complete,120,59,60,4.74,1831.832,2.853,4,4,5,7,12,9,-10.603,14,7,10.94669,0.055449,0,0.319312,0.319312,195,245.016,50.01599999999999,,0,1,102,204,102,107,84
1,8,complete,120,59,60,5.508,2566.696,2.475,5,5,6,10,22,6,-24.468,6,3,10.92545,0.073009,0,0.564523,0.564523,195,226.448,31.448000000000008,,0,0,68,136,68,69,57
1,9,complete,119,58,60,5.038,2670.843,2.201,5,5,7,9,37,8,-32.675,8,4,10.92619,0.043397,0,0.595868,0.595868,195,232.257,37.257000000000005,,0,1,78,156,78,82,79
1,10,complete,120,59,60,6.51,5147.624,3.157,50,50,52,53,55,8,23.177,2,1,10.96719,0.050966,-0.081626,0,0.081626,188.55,195,6.449999999999989,,0,1,97,194,97,102,84
