run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
1,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,47,2.504,24,12,11.03552,0.002441,-0.009549,0,0.009549,194.522,195,0.47800000000000864,,0,1,78,156,78,80,67
1,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04148,0.04362,0,0.355002,0.355002,195,207.848,12.848000000000013,,0,1,65,130,65,66,71
1,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,72,0.891,26,13,11.15522,0,0,0,0,194.729,195,0.2709999999999866,,0,1,57,114,57,60,65
1,14,complete,121,60,60,7.566,7101.376,6.276,25,25,30,43,64,64,-7.596,22,11,11.05581,0.003008,0,0.018365,0.018365,193.96,195.548,1.5879999999999939,,0,1,71,142,71,80,78
1,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,25,34,6.756,20,10,11.04216,0.037433,-0.440005,0,0.440005,184.48,195,10.52000000000001,,0,1,55,110,55,55,49
1,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,14,7,11.15556,0.009764,-0.216322,0,0.216322,189.218,195,5.782000000000011,,0,1,49,98,49,49,48
1,17,complete,121,60,60,5.48,5629.969,2.731,19,19,25,42,47,5,7.747,2,1,11.04779,0.028159,-0.113261,0,0.113261,191.05,195,3.9499999999999886,,0,1,58,116,58,59,60
1,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,20,-1.896,16,8,10.94669,0.110587,-0.045029,1.90916,1.954189,195,226.977,31.977000000000004,,0,1,86,172,86,97,82
1,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,10,9.332,8,4,10.93247,0.102818,-2.767431,0,2.767431,110.065,195,84.935,,0,0,72,144,72,73,59
1,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,27,-9.141,18,9,10.98774,0.132337,0,1.362128,1.362128,195,208.486,13.48599999999999,,0,1,122,244,122,127,82
1,21,complete,120,59,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,18,9,11.02185,0,0,0,0,194.998,195.001,0.0030000000000143245,,0,1,50,100,50,50,44
1,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,6,15,17,-3.468,16,8,11.04854,0.074701,-0.61012,0.07068,0.6808,195,209.974,14.97399999999999,,0,1,67,134,67,70,54
1,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.15506,0.007768,-0.018749,0.004233,0.022982,193.619,195.08,1.4610000000000127,,0,1,71,142,71,78,70
1,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04748,0.050859,-0.363293,0,0.363293,182.27,195,12.72999999999999,,0,1,66,132,66,67,62
1,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,18,9,10.93217,0.241228,0,2.819602,2.819602,164.403,214.439,50.036,,0,1,85,170,85,88,80
1,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,23,44,-3.004,28,14,11.04179,0.03652,0,0.318313,0.318313,193.853,219.977,26.123999999999995,,0,1,76,152,76,82,72
1,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.93175,0.033436,-0.350115,0,0.350115,159.845,195,35.155,,0,1,66,132,66,70,66
1,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,5,-8.773,8,4,10.96043,0.064872,0,0.440026,0.440026,195,224.638,29.638000000000005,,0,1,92,184,92,95,80
1,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,22,16,5.858,18,9,10.97408,0.063495,-1.02519,0,1.02519,162.141,195,32.85900000000001,,0,1,83,166,83,91,70
1,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,12,6.387,6,3,10.93153,0.055553,-0.961369,0.043243,1.004612,142.276,195,52.72399999999999,,0,1,61,122,61,63,64
1,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,7,-6.863,4,2,10.93217,0.126329,0,1.883212,1.883212,195,244.485,49.485000000000014,,0,1,58,116,58,65,67
1,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04134,0.189327,-1.334921,0.094962,1.429883,189.117,219.163,30.04600000000002,,0,1,65,130,65,69,61
1,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,22,-13.437,12,6,11.04748,0.0231,0,0.467635,0.467635,195,213.677,18.676999999999992,,0,1,60,120,60,61,58
1,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,38,-6.145,28,14,11.04078,0.03407,0,0.328515,0.328515,195,206.638,11.638000000000005,,0,1,74,148,74,79,73
1,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,14,6.288,4,2,11.15541,0.017192,-0.150067,0,0.150067,191.19,195,3.8100000000000023,,0,1,38,76,38,38,48
1,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.93302,0.028509,0,0.787257,0.787257,195,227.844,32.843999999999994,,0,1,63,126,63,63,48
1,37,complete,119,58,60,3.776,957.905,2.374,13,13,14,23,27,13,14.93,6,3,10.91234,0.071242,-1.025442,0,1.025442,161.774,195,33.226,,0,1,71,142,71,83,62
