run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,31,1,240,241,2,7783;7794;7800,195.000,195.105,0.105,482.111,481.559,-0.552,0.000000,0.066916,0.066916,0.411993,0.527996,0.116003,0.434704,0.503875,0.069171,0.263422,0.168831,-0.094591,0.236695,-0.067864,0.168831,0.263422,0,-0.094591,0.000000,-0.263422,0,0.000000,0.263422,0.000000,0.263422,0.500117,-0.067864,0.432253,0.263422,0,4.058,9.000,9.982,0.527996,241,4.058,9.982,0.069171,-0.527996,0.263422,240,0.527996,0.939990,2
2,31,2,283,536,254,7834;7830;7817,200.237,192.091,-8.146,501.329,503.517,2.188,1.708076,1.315037,-0.393040,0.474166,0.000000,-0.474166,-0.165152,0.000000,0.165152,0.024283,-0.000000,-0.024283,-0.024283,0.000000,-0.024283,0.000000,1,-0.024283,0.000000,0.000000,1,0.144674,-0.121636,0.001245,-0.120391,-0.145919,0.001245,-0.144674,-0.000000,1,0.959,24.738,16.531,0.192269,411,24.735,4.559,-0.491916,-0.192269,0.120391,283,0.192269,3.520210,8
2,32,1,241,241,1,7844,195.000,195.000,0.000,482.990,482.990,0.000,0.000000,0.000000,0.000000,-0.122340,-0.122340,0.000000,1.187455,1.187455,0.000000,-0.318333,-0.318333,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,-0.339592,0.021258,-0.318333,-0.339592,0.021258,-0.318333,0.000000,1,1.000,1.000,3.859,0.122340,241,1.000,3.859,-9.862388,0.122340,0.318333,241,0.122340,0.122340,1
2,32,2,250,250,1,7842,194.730,194.730,0.000,486.191,486.191,0.000,-0.702954,-0.702954,0.000000,-0.277073,-0.277073,0.000000,1.077795,1.077795,0.000000,-0.280016,-0.280016,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,-0.308931,0.031237,-0.002322,0.028915,0.031237,-0.002322,0.028915,0.000000,1,2.172,2.172,4.224,0.158346,250,2.172,4.224,-0.621553,0.158346,0.028915,250,0.158346,0.158346,1
2,32,3,271,468,198,7837;7838;7849;7854;7866,193.334,204.816,11.483,494.604,506.333,11.729,-2.113882,-1.756668,0.357214,-0.225689,-0.000013,0.225676,1.340603,-0.000002,-1.340605,-0.167669,-0.000000,0.167669,0.512425,-0.344756,0.167669,-0.000000,1,0.167669,-0.000000,0.000000,1,-0.259707,0.306794,-0.214755,0.092038,0.819218,-0.559511,0.259707,-0.000000,1,0.983,68.245,36.329,0.213088,273,2.212,26.995,-0.570276,-0.213088,0.092038,271,0.213088,3.035784,9
2,33,1,245,739,495,7908;7913;7912;7917;7963,195.000,206.768,11.768,489.997,495.692,5.694,0.000000,0.461011,0.461011,0.117490,0.000007,-0.117483,2.527618,0.000003,-2.527615,0.108469,0.000000,-0.108469,0.072580,-0.012761,0.059819,0.168288,0,-0.108469,-0.000000,-0.168288,0,0.000000,0.173551,-0.065082,0.108469,0.246130,-0.077842,0.168288,0.168288,0,0.422,32.178,27.236,1.868795,253,6.081,11.819,0.022752,-1.868795,0.108469,245,1.868795,10.133863,29
2,34,1,240,240,1,7968;7970;7971,195.000,195.000,0.000,485.562,485.562,0.000,0.000000,0.000000,0.000000,0.419841,0.419841,0.000000,0.214991,0.214991,0.000000,0.180911,0.180911,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,0.180911,0.000000,0.180911,0.180911,0.000000,0.180911,0.000000,1,18.000,18.000,10.145,0.419841,240,18.000,10.145,-10.860095,-0.419841,0.180911,240,0.419841,0.419841,1
2,34,2,263,266,4,8029;8032,197.306,198.114,0.808,490.923,489.103,-1.820,0.993862,1.091239,0.097377,0.634874,1.678860,1.043985,-1.488294,-1.684715,-0.196421,0.138700,0.102468,-0.036232,-0.059131,0.022900,-0.036232,0.000000,1,-0.036232,0.000000,0.000000,1,0.166584,-0.092948,0.065063,-0.027884,-0.152079,0.087963,-0.064116,0.000000,1,0.873,1.714,18.065,0.506527,264,1.714,17.003,-0.325723,-0.506527,0.027884,263,0.506527,1.292267,4
2,34,3,302,684,383,8033;7969;7976,212.220,220.610,8.389,485.928,487.894,1.966,1.952186,2.202794,0.250608,1.645500,0.000000,-1.645500,0.290605,-0.000000,-0.290605,0.083348,-0.000000,-0.083348,-0.083348,0.000000,-0.083348,0.000000,1,-0.083348,0.000000,0.000000,1,0.089849,-0.006501,0.000000,-0.006501,-0.089849,0.000000,-0.089849,0.000000,1,1.461,41.996,25.536,0.266362,318,41.996,7.108,-1.292663,0.266362,0.039175,318,0.266362,6.188870,15
2,35,1,247,248,2,8043;8047;8049,195.000,194.748,-0.252,504.260,503.357,-0.903,0.000000,-0.015156,-0.015156,-0.992695,-1.035169,-0.042474,-0.214678,-0.143023,0.071654,-0.059664,-0.058728,0.000936,0.000936,0.000000,0.000936,0.000000,1,0.000936,0.000000,0.000000,1,0.000000,-0.059664,0.000000,-0.059664,-0.058728,0.000000,-0.058728,0.000000,1,5.015,18.000,9.049,0.992695,247,18.000,4.288,-11.480243,0.992695,0.059664,247,0.992695,1.035169,2
