run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,16,1,1,247,START,6649;6654;6661,15.000,9.308,0.000000,-0.409607,-0.409607,11.229488,0.257979,-10.971510,0.000000,-0.107567,-0.107567,-0.107567,0.000000,-0.107567,-10.971510,0.409607,195.000,0.000000,0.000,0.000000,6,6
2,16,1,2,248,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,6649,6.024,13.338,-0.409607,-0.668487,-0.258880,0.257979,0.323717,0.065738,-0.107567,-0.102168,0.005400,0.005400,0.000000,0.005400,0.065738,0.258880,194.902,-0.025723,-0.098,-0.025723,2,2
2,16,2,1,257,START,6650;6662;6670,14.304,36.691,-0.648303,-0.559242,0.089061,0.873081,-1.213818,-2.086899,-0.099083,-0.027845,0.071238,0.071238,0.000000,0.071238,-2.086899,-0.089061,193.407,-0.254284,0.000,0.000000,3,6
2,16,2,2,258,PART_CHANGE+WIDTH_CHANGE,6650;6662,11.144,34.988,-0.559242,-0.562434,-0.003192,-1.213818,-1.142782,0.071036,-0.027845,-0.027647,0.000198,0.000198,0.000000,0.000198,0.071036,0.003192,193.273,-0.260943,-0.134,-0.006659,2,4
2,16,2,3,259,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6662,0.264,40.299,-0.562434,-0.558413,0.004020,-1.142782,-1.086442,0.056340,-0.027647,-0.027052,0.000595,0.000595,0.000000,0.000595,0.056340,-0.004020,193.138,-0.267554,-0.268,-0.013270,1,2
2,16,2,4,266,PART_CHANGE+WIDTH_CHANGE,6662;6670,3.467,40.988,-0.467568,-0.431532,0.036035,-0.832754,-0.820746,0.012009,-0.021150,-0.019354,0.001796,0.001796,0.000000,0.001796,0.012009,-0.036035,192.231,-0.310015,-1.175,-0.055730,2,4
2,16,2,5,276,PART_CHANGE+WIDTH_CHANGE,6670,0.341,41.717,-0.264984,-0.243910,0.021073,-0.462824,-0.424531,0.038293,-0.011132,-0.010219,0.000913,0.000913,0.000000,0.000913,0.038293,-0.021073,191.364,-0.347724,-2.042,-0.093439,1,2
2,16,2,6,305,PART_CHANGE+WIDTH_CHANGE,6662;6670,3.490,40.440,0.315685,0.344860,0.029176,0.562146,0.572973,0.010827,0.013456,0.014811,0.001355,0.001355,0.000000,0.001355,0.010827,-0.029176,191.676,-0.334596,-1.731,-0.080312,2,4
2,16,2,7,313,PART_CHANGE+WIDTH_CHANGE,6662,0.295,39.626,0.449919,0.463726,0.013808,0.801310,0.835789,0.034479,0.020350,0.021167,0.000817,0.000817,0.000000,0.000817,0.034479,-0.013808,192.463,-0.299888,-0.943,-0.045604,1,2
2,16,2,8,321,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6650;6662,11.152,35.166,0.543962,0.580434,0.036471,1.084621,1.057389,-0.027232,0.026871,0.029077,0.002206,0.002206,0.000000,0.002206,-0.027232,-0.036471,193.484,-0.251475,0.077,0.002810,2,4
2,16,2,9,324,PART_CHANGE+WIDTH_CHANGE,6650,7.044,33.495,0.594654,0.601209,0.006554,1.121563,1.153832,0.032269,0.030599,0.031362,0.000763,0.000763,0.000000,0.000763,0.032269,-0.006554,193.905,-0.230069,0.499,0.024215,1,2
2,16,2,10,326,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,6649;6650;6654,58.036,8.288,0.607399,0.327329,-0.280070,1.188495,-0.245784,-1.434279,0.032173,0.017398,-0.014775,-0.014775,0.000000,-0.014775,-1.434279,0.280070,194.212,-0.213930,0.806,0.040355,3,6
2,16,2,11,327,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6649;6654,11.946,14.685,0.327329,0.315241,-0.012088,-0.245784,-0.234650,0.011134,0.017398,0.016738,-0.000660,-0.000660,0.000000,-0.000660,0.011134,0.012088,194.295,-0.209510,0.889,0.044774,2,4
2,16,2,12,334,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6649,6.082,16.387,0.244922,0.234741,-0.010181,-0.174984,-0.166002,0.008982,0.012879,0.012271,-0.000608,-0.000608,0.000000,-0.000608,0.008982,0.010181,194.785,-0.183619,1.379,0.070665,1,2
