run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,16,1,247,248,2,6649;6654;6661,195.000,194.902,-0.098,500.745,500.005,-0.741,0.000000,-0.025723,-0.025723,-0.409607,-0.668487,-0.258880,0.257979,0.323717,0.065738,-0.107567,-0.102168,0.005400,0.005400,0.000000,0.005400,0.000000,1,0.005400,0.000000,0.000000,1,0.000000,-0.107567,0.000000,-0.107567,-0.102168,0.000000,-0.102168,0.000000,1,6.024,15.000,13.338,0.409607,247,15.000,9.308,-10.971510,0.409607,0.107567,247,0.409607,0.668487,2
2,16,2,257,480,224,6650;6662;6670;6649;6654,193.407,193.908,0.501,501.046,502.281,1.235,-0.254284,-0.218031,0.036253,-0.559242,0.000000,0.559242,-1.213818,-0.000000,1.213818,-0.027845,0.000000,0.027845,0.027845,0.000000,0.027845,0.000000,1,0.027845,0.000000,0.000000,1,-0.099083,0.071238,0.000000,0.071238,0.099083,0.000000,0.099083,0.000000,1,0.213,58.036,41.942,0.280070,326,58.036,8.288,-1.434279,0.280070,0.071238,257,0.280070,2.537205,18
2,17,1,244,245,2,6696;6704,195.000,194.922,-0.078,494.579,494.177,-0.401,0.000000,-0.017958,-0.017958,-0.307786,-0.626534,-0.318748,0.020345,0.091100,0.070756,-0.070692,-0.052006,0.018686,-0.062074,0.010069,-0.052006,-0.070692,0,0.018686,0.000000,0.070692,0,0.000000,-0.070692,0.000000,-0.070692,-0.132766,0.010069,-0.122698,-0.070692,0,5.017,19.000,9.747,0.318748,245,5.017,8.220,0.070756,0.318748,0.070692,244,0.318748,0.626534,2
2,17,2,252,792,541,6696;6697,193.857,193.594,-0.263,494.787,494.931,0.143,-0.106351,-0.126703,-0.020352,-0.716144,0.000006,0.716150,0.398245,0.000002,-0.398243,-0.049270,0.000000,0.049270,0.049270,0.000000,0.049270,-0.000000,1,0.049270,-0.000000,0.000000,1,-0.050858,0.001588,0.000000,0.001588,0.050858,0.000000,0.050858,-0.000000,1,0.361,29.274,12.166,0.112152,551,29.273,1.054,-0.395570,-0.112152,0.015794,254,0.112152,5.465748,16
2,18,1,237,237,1,6768;6782,195.000,195.000,0.000,478.438,478.438,0.000,0.000000,0.000000,0.000000,0.277050,0.277050,0.000000,-1.245930,-1.245930,0.000000,0.191756,0.191756,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,0.191756,0.000000,0.191756,0.191756,0.000000,0.191756,0.000000,1,18.000,18.000,2.896,0.277050,237,18.000,2.896,-12.248536,-0.277050,0.191756,237,0.277050,0.277050,1
2,18,2,293,694,402,6783;6795;6798;6802;6763;6766;6791;6759;6784;6792;6761;6775;6776;6782;6790;6799,198.500,178.888,-19.612,488.758,499.836,11.078,2.422621,1.651505,-0.771116,0.186450,0.122063,-0.064387,0.856992,-0.003843,-0.860835,0.097478,0.005001,-0.092476,-0.137476,0.045000,-0.092476,-0.000000,1,-0.092476,-0.000000,0.000000,1,0.155876,-0.194661,0.136263,-0.058398,-0.332137,0.181262,-0.150875,-0.000000,1,0.628,39.556,32.115,0.331331,367,21.527,18.351,-0.979332,0.331331,0.067991,294,0.331331,9.126800,36
2,19,1,239,240,2,6857;6864,195.000,194.939,-0.061,479.859,480.048,0.189,0.000000,-0.074851,-0.074851,-0.240705,-0.368444,-0.127739,1.932137,1.995580,0.063443,-0.294662,-0.275671,0.018992,0.021269,-0.002277,0.018992,0.000000,1,0.018992,0.000000,0.000000,1,0.000000,-0.294662,0.000000,-0.294662,-0.273393,-0.002277,-0.275671,0.000000,1,7.055,8.000,13.880,0.240705,239,8.000,10.332,-9.087341,0.240705,0.294662,239,0.240705,0.368444,2
2,19,2,267,580,314,6877;6884;6912;6913;6909;6904,192.588,194.857,2.269,498.589,501.902,3.313,-1.833591,-1.657836,0.175755,-0.265644,0.000758,0.266402,1.012935,0.001353,-1.011582,0.034732,-0.000055,-0.034787,-0.034787,0.000000,-0.034787,0.000000,1,-0.034787,0.000000,0.000000,1,-0.250091,0.285353,-0.000531,0.284822,0.250567,-0.000531,0.250036,-0.000000,1,0.990,29.274,27.305,0.184793,490,17.024,3.771,0.004468,-0.184793,0.284822,267,0.184793,6.142952,25
2,20,1,241,242,2,6950;6962,195.000,194.783,-0.217,479.465,478.907,-0.559,0.000000,0.020063,0.020063,-0.854879,-1.483625,-0.628746,-0.268228,-0.478622,-0.210394,0.078981,0.183091,0.104109,0.104109,0.000000,0.104109,0.000000,1,0.104109,0.000000,0.000000,1,0.000000,0.078981,0.000000,0.078981,0.183091,0.000000,0.183091,0.000000,1,4.019,5.000,1.859,0.854879,241,5.000,1.859,-11.284352,0.854879,0.104109,242,0.854879,1.483625,2
2,20,2,294,724,431,6989;6992;6997;7033;7037;7036;7034;7022;7014;6973;7025;7002,177.308,161.704,-15.604,493.892,497.667,3.775,2.176604,1.570205,-0.606399,-1.232199,0.006713,1.238912,1.017084,-0.006539,-1.023623,0.002267,0.002520,0.000253,-0.009745,0.009998,0.000253,0.000000,1,0.000253,0.000000,0.000000,1,0.151165,-0.196205,0.047307,-0.148898,-0.205950,0.057306,-0.148645,0.000000,1,0.884,28.174,26.468,0.253502,353,12.000,1.952,-0.368889,-0.253502,0.148898,294,0.253502,8.011194,33
