run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,31,1,1,240,START,7783;7794;7800,9.000,5.863,0.000000,0.411993,0.411993,11.048162,0.434704,-10.613458,0.000000,0.263422,0.263422,0.263422,0.000000,0.263422,-10.613458,-0.411993,195.000,0.000000,0.000,0.000000,6,6
2,31,1,2,241,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7783,4.058,9.982,0.000000,0.527996,0.527996,0.434704,0.503875,0.069171,0.000000,0.168831,0.168831,0.236695,-0.067864,0.168831,0.069171,-0.527996,195.105,0.066916,0.105,0.066916,2,2
2,31,2,1,283,START,7834,5.944,3.478,0.452448,0.474166,0.021718,3.081486,-0.165152,-3.246638,0.144674,0.024283,-0.120391,-0.121636,0.001245,-0.120391,-3.246638,-0.021718,200.237,1.708076,0.000,0.000000,1,2
2,31,2,2,385,PART_CHANGE+WIDTH_CHANGE,7830;7834,7.000,5.481,-0.660183,-0.702395,-0.042213,0.303854,0.115378,-0.188476,-0.036957,-0.036450,0.000507,0.000507,0.000000,0.000507,-0.188476,0.042213,197.738,1.576387,-2.499,-0.131689,3,4
2,31,2,3,393,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7830,0.997,3.928,-0.693794,-0.703597,-0.009802,0.124770,0.139550,0.014780,-0.041672,-0.041242,0.000430,0.000430,0.000000,0.000430,0.014780,0.009802,196.323,1.498322,-3.914,-0.209754,1,2
2,31,2,4,411,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7817;7830,24.735,4.559,-0.860790,-0.668521,0.192269,0.325961,-0.165955,-0.491916,-0.045265,-0.010664,0.034601,0.034601,0.000000,0.034601,-0.491916,-0.192269,192.834,1.308754,-7.403,-0.399323,2,4
2,31,2,5,412,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7817,0.965,16.396,-0.668521,-0.557768,0.110753,-0.165955,-0.195613,-0.029658,-0.010664,-0.011762,-0.001098,-0.001098,0.000000,-0.001098,-0.029658,-0.110753,192.664,1.306045,-7.573,-0.402032,1,2
2,31,2,6,437,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7817;7830,24.738,4.731,0.219544,0.156273,-0.063271,0.312545,-0.059475,-0.372020,0.019221,0.008861,-0.010360,-0.010360,0.000000,-0.010360,-0.372020,0.063271,191.996,1.318601,-8.241,-0.389475,2,4
2,31,2,7,438,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7830,0.969,7.115,0.156273,0.143826,-0.012446,-0.059475,-0.054396,0.005079,0.008861,0.007551,-0.001310,-0.001310,0.000000,-0.001310,0.005079,0.012446,192.035,1.320852,-8.202,-0.387224,1,2
2,31,2,8,457,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7817;7830,24.737,4.680,-0.118486,-0.037250,0.081236,0.040522,-0.043451,-0.083972,-0.008754,-0.001926,0.006828,0.006828,0.000000,0.006828,-0.083972,-0.081236,192.104,1.315688,-8.133,-0.392388,2,4
