run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
4,26,1,1,242,START,18354;18369;18377,14.000,17.004,0.000000,0.286080,0.286080,11.071702,3.473966,-7.597736,0.000000,0.332616,0.332616,-7.597736,-0.286080,195.000,0.000000,0.000,0.000000,6,6
4,26,1,2,243,PART_CHANGE+WIDTH_CHANGE,18354,4.070,18.070,0.286080,0.370797,0.084717,3.473966,3.531511,0.057545,0.332616,0.320611,-0.012005,0.057545,-0.084717,195.073,0.084493,0.073,0.084493,2,2
4,26,2,1,247,START,18345;18350;18353,4.845,4.950,0.366724,0.804727,0.438004,3.696137,-1.432673,-5.128810,0.317089,0.203056,-0.114033,-5.128810,-0.438004,195.431,0.394240,0.000,0.000000,4,6
4,26,2,2,248,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,18345;18350,3.568,2.708,0.804727,1.336314,0.531587,-1.432673,-1.360848,0.071824,0.203056,0.140352,-0.062704,0.071824,-0.531587,195.623,0.442798,0.192,0.048558,2,4
4,26,3,1,298,START,18375;18387;18400,11.167,22.005,1.111538,0.933414,-0.178124,1.982988,0.408010,-1.574978,0.116744,-0.018644,-0.135388,-1.574978,0.178124,210.835,2.040416,0.000,0.000000,3,6
4,26,3,2,299,RESPONSE,18375;18387;18400,11.178,22.135,0.933414,0.570984,-0.362430,0.408010,0.158130,-0.249881,-0.018644,-0.006638,0.012006,-0.249881,0.362430,211.072,2.035680,0.237,-0.004736,3,6
4,26,3,3,300,RESPONSE,18375;18387;18400,11.181,22.181,0.570984,0.341865,-0.229118,0.158130,0.006585,-0.151545,-0.006638,-0.000700,0.005939,-0.151545,0.229118,211.217,2.033994,0.382,-0.006422,3,6
4,26,3,4,301,RESPONSE,18375;18387;18400,11.182,22.186,0.341865,0.129135,-0.212731,0.006585,-0.111996,-0.118582,-0.000700,0.005050,0.005750,-0.118582,0.212731,211.304,2.033816,0.469,-0.006600,3,6
4,26,3,5,316,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,18387;18400,6.732,20.226,-0.268004,-0.293853,-0.025849,0.202126,0.223301,0.021175,-0.009492,-0.010449,-0.000957,0.021175,0.025849,211.014,2.023638,0.180,-0.016778,2,4
4,26,3,6,324,PART_CHANGE+WIDTH_CHANGE,18400,4.553,19.830,-0.466679,-0.491352,-0.024674,0.370591,0.393613,0.023022,-0.016843,-0.017802,-0.000960,0.023022,0.024674,210.262,1.996725,-0.572,-0.043691,1,2
4,26,3,7,361,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,18400;18417,42.190,8.703,-1.057458,-0.915318,0.142140,1.608561,-0.057342,-1.665904,-0.054443,-0.007121,0.047322,-1.665904,-0.142140,202.531,1.669786,-8.303,-0.370631,2,4
4,26,3,8,362,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,18417,2.986,10.867,-0.915318,-0.776768,0.138549,-0.057342,-0.113206,-0.055864,-0.007121,-0.012097,-0.004976,-0.055864,-0.138549,202.312,1.668083,-8.522,-0.372333,1,2
4,26,3,9,423,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,18400;18417,42.189,8.628,0.371659,0.274077,-0.097581,0.211884,0.000403,-0.211481,0.022591,0.000316,-0.022275,-0.211481,0.097581,201.162,1.673767,-9.673,-0.366649,2,4
