run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,1,complete,120,59,60,4.348,1775.255,7.415,3,2,1,0.002209,0,10.87954,0,0.15446,0.00493,0.002828,0.15446,-10.87461,0.002828,1.1863,0.42575,0.030019,30.688000000000017,4.8139999999999645,0.6115269999999999,0,,0,1,88,176,88,91,83,-1.394,-0.394,1.570796,-0.89434,90;90,-0.394:48.372;-1.394:48.370,-0.394342;-1.394339,1,
1,2,complete,120,59,60,4.144,971.803,3.723,6,2,1,-0.016148,0,10.94132,0,0,0,0,0.94835,-11.23011,-0.145809,0.96753,2.57207,0.149995,13.042999999999978,16.676999999999964,2.014879,0.1479999999999677,,0,1,83,166,83,90,76,-1.873,1.127,1.570796,-0.373119,175;175,-1.873:44.648;1.127:44.599,-1.872923;1.126685,1,
1,3,complete,121,60,60,6.218,2680.781,8.535,8,8,4,0,0,11.02288,0,0,0,0.014594,-1.18636,-11.84349,0.014594,3.42254,2.28685,0.114818,65.207,13.144999999999982,1.805035,12.086000000000013,,0,1,89,178,89,93,68,-39.688,20.312,1.570796,-9.688163,263;263;264;264;265;265;266;266,-33.688:31.303;-39.688:31.303;20.312:31.303;11.312:31.303;19.312:32.303;11.312:32.303;19.312:33.303;12.312:33.303,-33.688163;-39.688163;20.311837;11.311837;19.311837;11.311837;19.311837;12.311837,1,
1,4,complete,120,59,60,2.636,378.793,10.821,9,1,1,0.029058,0,10.94815,0,0.33147,0.00431,0,0.33147,-10.94383,0.021249,1.74921,2.66257,0.071893,43.86100000000002,22.834000000000003,1.085022,0,,0,1,54,108,54,54,62,-0.751,-0.751,1.570796,-0.75139,322,-0.751:44.993,-0.751390,1,
1,5,complete,120,59,60,4.202,918.333,0.519,9,2,1,-0.054241,0,10.98222,0,0,0.86072,0,-0.58273,-10.1215,-0.18384,1.95847,1.63914,0.181044,43.655,18.432999999999993,1.96127,0,,0,1,84,168,84,91,85,7.07,12.063,1.570796,9.566522,408;408,7.070:40.316;12.063:40.045,7.070199;12.062846,1,
1,6,complete,127,66,60,4.956,1754.612,4.805,35,1,1,-0.226869,-0.55117,0.82184,-0.027751,-0.48539,-0.06714,-0.014676,0.06578,-0.88898,0.013075,0.81369,0.22756,0.019166,19.113,1.6890000000000214,0.408621,0.4140000000000441,,0,1,63,126,63,66,67,-6.116,-6.116,1.570796,-6.116476,473,-6.116:44.986,-6.116476,1,
1,7,complete,123,62,60,4.74,1831.832,2.853,4,1,1,0.358655,0.80906,2.47293,0.150101,1.19953,-0.68807,0.04108,0.39047,-3.161,-0.109022,1.65074,1.06157,0.061046,61.903999999999996,15.376000000000033,1.64706,2.261000000000024,,0,1,102,204,102,107,84,13.676,13.676,1.570796,13.676141,567,13.676:40.144,13.676141,1,
1,8,complete,120,59,60,5.508,2566.696,2.475,5,3,2,0.041059,0,10.96179,0,0.296,4.90167,0,0.296,-6.06011,0.186915,0.99863,4.90167,0.034092,20.329999999999984,11.745999999999981,0.644599,0,,0,1,68,136,68,69,57,-28.136,-24.099,1.570796,-26.117532,646;647;647,-24.099:39.231;-26.138:40.148;-28.136:40.066,-24.098694;-26.138056;-28.136370,1,
1,9,complete,120,59,60,5.038,2670.843,2.201,5,2,1,0.055245,0,10.98222,0,0,5.16299,0,0.35149,-5.81923,0.155313,1.70012,5.16299,0.058041,25.802999999999997,11.531000000000006,0.8410690000000001,0,,0,1,78,156,78,82,79,-35.955,-32.96,1.570796,-34.457401,727;727,-32.960:40.472;-35.955:40.306,-32.959689;-35.955112,1,
1,10,complete,128,67,60,6.51,5147.624,3.157,50,1,1,-0.512404,-0.55222,0.31628,-0.061573,-0.76997,-0.62959,-0.02834,-0.21774,-0.94587,0.033233,1.22849,0.69639,0.037342,25.874000000000024,8.994000000000028,0.689829,2.2760000000000105,,0,1,97,194,97,102,84,-20.292,-20.292,1.570796,-20.292314,808,-20.292:41.072,-20.292314,1,
