run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,21,complete,120,59,60,8.592,8519.244,3.325,59,10,5,0,0,10.98902,0,-0.08358,0,-0.002177,-0.08358,-11.04385,-0.002177,0.08358,0.00071,0.002177,0.046999999999997044,0.7989999999999782,0.001225,0.7989999999999782,119,1,0,50,100,50,50,44,-27.308,31.692,1.570796,2.191574,1607;1607;1608;1608;1609;1609;1610;1610;1611;1611,31.692:35.681;-27.308:35.681;25.692:36.681;-27.308:36.681;31.692:36.681;26.692:36.681;26.692:37.681;-27.308:37.681;31.692:37.681;27.692:37.681,31.691574;-27.308426;25.691574;-27.308426;31.691574;26.691574;26.691574;-27.308426;31.691574;27.691574,1,
1,22,complete,121,60,60,3.966,1328.128,2.502,5,2,1,-0.003987,0,11.00916,0,-0.19489,0,-0.0114,-0.19489,-11.01615,-0.0114,1.43319,0.95887,0.062037,44.32400000000001,12.188999999999965,1.4827160000000001,0.009999999999990905,,0,1,67,134,67,70,54,-0.827,3.173,1.570796,1.17322,1680;1680,-0.827:35.542;3.173:35.526,-0.826764;3.173204,1,
1,23,complete,121,60,60,3.404,1817.289,0.999,56,6,3,0,0,11.07674,0,0.29739,0,0.011366,0.29739,-11.29036,0.011366,0.30745,0.11513,0.011561,0.8610000000000184,0.8930000000000291,0.033763,0.8930000000000291,,0,1,71,142,71,78,70,-36.098,19.902,1.570796,-8.09812,1751;1751;1752;1752;1753;1753,-32.098:26.071;-36.098:26.071;19.902:26.071;7.902:26.071;18.902:27.071;9.902:27.071,-32.098120;-36.098120;19.901880;7.901880;18.901880;9.901880,1,
1,24,complete,120,59,60,4.054,1448.135,12.846,7,4,2,0,0,10.99581,0,-0.22462,2.69001,0,-0.22462,-8.3058,-0.204498,1.38616,2.69001,0.083695,45.697,13.840999999999951,1.858649,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734,1,
1,25,complete,133,72,60,2.958,422.016,3.375,16,1,1,1.748639,0.27698,2.97999,0.119975,-0.02253,-0.13675,0.030847,-0.29951,-3.11675,-0.089127,0.95769,0.49349,0.048483,14.701000000000022,3.808999999999969,0.6265909999999999,0.07499999999998863,,0,1,85,170,85,88,80,2.698,2.698,1.570796,2.697854,1860,2.698:23.411,2.697854,1,
1,26,complete,133,72,60,4.034,1163.861,2.725,11,2,2,2.08106,0.56856,1.61167,0.142805,0.14409,-0.13171,0.004752,-0.42447,-1.74338,-0.138053,1.12265,1.58126,0.054846,12.701000000000022,10.756000000000029,0.488248,0.20600000000001728,,0,1,76,152,76,82,72,21.938,26.405,1.570796,24.171207,1915;1919,26.405:29.672;21.938:29.463,26.404846;21.937568,1,
1,27,complete,120,59,60,4.88,2744.433,3.428,6,2,1,-0.033366,0,10.97541,0,0,1.39091,0,-0.70031,-9.5845,-0.117039,1.42057,1.39091,0.040365,15.474999999999994,5.7690000000000055,0.395586,0,,0,1,66,132,66,70,66,11.63,12.629,1.570796,12.129382,2054;2054,11.630:39.848;12.629:39.815,11.629661;12.629104,1,
1,28,complete,121,60,60,3.352,665.675,2.082,3,1,1,0.241221,0.18094,3.09999,0.256446,0.74171,-0.44614,0.029788,0.56076,-3.54613,-0.226658,1.54865,1.38102,0.05181,36.792,10.085000000000036,0.9776239999999999,1.2230000000000132,,0,1,92,184,92,95,80,9.809,9.809,1.570796,9.808607,2145,9.809:38.523,9.808607,1,
1,29,complete,121,60,60,4.632,1624.548,2.816,3,1,1,-0.075931,0,11.00933,0,0,1.3863,0,-0.59743,-9.62303,-0.136604,2.00172,1.90358,0.134526,53.402000000000015,11.235000000000014,2.145133,0,,0,1,83,166,83,91,70,10.796,10.796,1.570796,10.795672,2233,10.796:38.317,10.795672,1,
1,30,complete,132,71,60,3.614,888.625,5.169,11,3,2,-1.547479,-0.4104,3.18375,-0.113472,-0.79617,1.7274,-0.13953,-0.38577,-1.45636,-0.026058,0.79617,1.7274,0.13953,3.406000000000006,1.586999999999989,0.1739790000000001,1.2690000000000055,,0,1,61,122,61,63,64,12.296,13.295,1.570796,12.795422,2276;2276;2275,13.295:18.928;12.296:18.905;12.296:18.905,13.295286;12.295558;12.295558,1,
