piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px,contact_min_y,contact_max_y,contact_mean_y,contact_left_offset_px,contact_right_offset_px,contact_span_from_com_px,contact_normal_angle_rad,contact_torque_proxy,contact_com_distance_px,contact_asymmetry_px
"25","falling","0","6.0","","195.000","96.616","0.00000","0.54390","0.54390","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","0.00000","0.000000","0.00000","0.54390","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","1","15.0","","195.000","97.048","0.00000","0.72119","0.72119","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","0.54390","0.000000","0.00000","0.17729","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","2","32.0","","195.000","97.893","0.00000","0.97609","0.97609","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","0.72119","0.000000","0.00000","0.25490","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","3","48.0","","195.000","99.059","0.00000","1.24296","1.24296","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","0.97609","0.000000","0.00000","0.26686","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","4","65.0","","195.000","100.495","0.00000","1.50576","1.50576","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","1.24296","0.000000","0.00000","0.26280","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","5","82.0","","195.000","102.087","0.00000","1.74943","1.74943","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","1.50576","0.000000","0.00000","0.24366","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","6","98.0","","195.000","104.034","0.00000","2.00452","2.00452","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","1.74943","0.000000","0.00000","0.25510","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","7","115.0","","195.000","106.240","0.00000","2.25574","2.25574","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","2.00452","0.000000","0.00000","0.25122","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","8","132.0","","195.000","108.545","0.00000","2.48866","2.48866","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","2.25574","0.000000","0.00000","0.23292","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","9","148.0","","195.000","111.239","0.00000","2.73252","2.73252","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","2.48866","0.000000","0.00000","0.24385","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","10","165.0","","195.000","114.180","0.00000","2.97266","2.97266","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","2.73252","0.000000","0.00000","0.24014","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","11","182.0","","195.000","117.363","0.00000","3.20915","3.20915","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","2.97266","0.000000","0.00000","0.23649","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","12","198.0","","195.000","120.576","0.00000","3.42842","3.42842","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","3.20915","0.000000","0.00000","0.21927","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","13","215.0","","195.000","124.219","0.00000","3.65798","3.65798","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","3.42842","0.000000","0.00000","0.22956","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","14","232.0","","195.000","128.095","0.00000","3.88404","3.88404","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","3.65798","0.000000","0.00000","0.22607","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","15","248.0","","195.000","131.949","0.00000","4.09364","4.09364","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","3.88404","0.000000","0.00000","0.20960","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","16","265.0","","195.000","136.265","0.00000","4.31308","4.31308","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","4.09364","0.000000","0.00000","0.21944","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","17","282.0","","195.000","140.802","0.00000","4.52918","4.52918","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","4.31308","0.000000","0.00000","0.21610","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","18","298.0","","195.000","145.271","0.00000","4.72954","4.72954","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","4.52918","0.000000","0.00000","0.20036","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","19","315.0","","195.000","150.229","0.00000","4.93930","4.93930","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","4.72954","0.000000","0.00000","0.20976","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","20","332.0","","195.000","155.399","0.00000","5.14588","5.14588","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","4.93930","0.000000","0.00000","0.20657","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","21","349.0","","195.000","160.454","0.00000","5.33741","5.33741","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","5.14588","0.000000","0.00000","0.19153","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"25","falling","22","365.0","","195.000","166.026","0.00000","5.53792","5.53792","0.000000","0.000000","0","0","2.95800","422.016","3.375","16.000","16.000","16.000","16.000","17.000","0.000","0.000","0","0","1.8319","85","170","85","88","80","0.00000","5.33741","0.000000","0.00000","0.20052","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
