run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx
3,36,1,238,480,243,13622;13618;13620;13611;13612;13610;13585;13587;13588;13589;13590;13591,195.000,214.694,19.694,481.016,501.944,20.928,0.000000,0.786328,0.786328,0.077735,0.000000,-0.077735,4.690766,0.000000,-4.690766,0.096819,0.000000,-0.096819,0.473,42.444,34.753,0.950149,249,3.127,25.978,0.027609,-0.950149,0.096819,238,0.950149,7.368514
3,37,1,239,240,2,13693;13694;13695,195.000,194.925,-0.075,479.240,479.830,0.590,0.000000,-0.081681,-0.081681,-0.294906,-0.404168,-0.109261,2.986837,3.046245,0.059409,-0.321548,-0.302386,0.019162,3.072,13.000,14.930,0.294906,239,13.000,14.930,-8.025873,0.294906,0.321548,239,0.294906,0.404168
3,37,2,258,260,3,13655;13657;13659;13662;13664,193.181,192.915,-0.266,495.410,494.705,-0.705,-1.386510,-1.425899,-0.039390,-0.410621,-0.781119,-0.370498,-0.950459,-0.801806,0.148653,-0.088878,-0.050693,0.038184,1.979,8.048,6.627,0.226007,259,3.948,6.135,0.074469,0.226007,0.194948,258,0.226007,0.401758
3,37,3,278,480,203,13654;13652;13626;13627;13628;13629,189.523,171.435,-18.087,494.011,496.178,2.167,-1.646063,-2.312415,-0.666352,-0.768403,-0.000000,0.768403,-0.161977,-0.000000,0.161977,-0.031338,0.000000,0.031338,0.739,37.531,22.745,0.282945,379,37.531,7.203,-0.520970,-0.282945,0.031726,379,0.282945,3.894072
