run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
2,11,complete,121,60,60,7.92,8547.864,7.191,25,1,1,-0.002276,0,11.07001,0,-0.08653,0,-0.002903,-0.08653,-11.08654,-0.002903,0.08653,0.01407,0.002903,0.1869999999999834,0.04199999999997317,0.006327,0.029999999999972715,119,1,0,78,156,78,80,67,-6.913,-6.913,1.570796,-6.913157,906,-6.913:36.388,-6.913157,1,
2,12,complete,122,61,60,3.718,2601.283,4.837,6,1,1,0.137625,0,11.13021,0,0,2.8792,0,1.58374,-8.25101,0.147099,1.22692,2.8792,0.036417,13.189999999999998,5.149000000000001,0.48781700000000006,0.4329999999999927,,0,1,65,130,65,66,71,-19.626,-19.626,1.570796,-19.625501,973,-19.626:27.064,-19.625501,1,
2,13,complete,122,61,60,4.536,3981.248,4.575,14,1,1,-0.018962,0,11.20315,0,0,0.0083,0,-0.57997,-11.19486,-0.024714,0.58635,0.35958,0.025403,4.6910000000000025,0.7160000000000082,0.200976,0.26600000000001955,,0,1,57,114,57,60,65,0.336,0.336,1.570796,0.336037,1031,0.336:23.486,0.336037,1,
2,14,complete,121,60,60,7.566,7101.376,6.276,25,1,1,0.010965,0,11.09016,0,0,0,0,0.48313,-11.15086,0.015097,0.49214,0.08361,0.013622,10.62700000000001,0.3439999999999941,0.28108299999999997,0.32200000000000273,,0,1,71,142,71,80,78,4.021,4.021,1.570796,4.021021,1105,4.021:34.977,4.021021,1,
2,15,complete,130,69,60,5.814,3593.304,4.465,13,1,1,-1.214206,-0.95134,0.73454,-0.088986,-1.46684,0.03693,-0.059153,-0.5155,-0.69761,0.029833,1.63671,0.86978,0.060429,33.46100000000001,5.574000000000012,1.159485,0,,0,1,55,110,55,55,49,0.624,0.624,1.570796,0.624146,1141,0.624:32.507,0.624146,1,
2,16,complete,122,61,60,3.306,3597.108,6.323,12,2,1,-0.017447,0,11.17008,0,0,0.41502,0,-1.83667,-10.75505,-0.061223,1.81036,0.82572,0.071379,7.259999999999991,3.079999999999984,0.280053,0.7210000000000036,,0,1,49,98,49,49,48,10.178,16.177,1.570796,13.177206,1213;1213,10.178:21.104;16.177:21.000,10.177662;16.176749,1,
2,17,complete,121,60,60,5.48,5629.969,2.731,19,2,1,0,0,11.07674,0,-0.20859,0.39989,0,-0.20859,-10.67685,-0.07429,1.12636,0.53117,0.056873,15.799000000000007,4.2830000000000155,0.619174,3.437000000000012,,0,1,58,116,58,59,60,5.247,10.247,1.570796,7.746715,1273;1273,10.247:26.947;5.247:26.947,10.246715;5.246715,1,
2,18,complete,137,76,60,3.562,630.087,1.933,18,1,1,1.439897,-0.80583,3.26409,0.081811,-0.58591,-0.01481,-0.020657,0.21992,-3.2789,-0.102467,0.58591,0.19851,0.028139,5.646000000000015,0.27499999999997726,0.23782999999999999,0.007000000000005002,,0,1,86,172,86,97,82,-0.802,-0.802,1.570796,-0.802342,1319,-0.802:21.391,-0.802342,1,
2,19,complete,120,59,60,4.006,1049.179,2.425,8,2,1,-0.052865,0,10.9686,0,0,1.39197,0,-0.83926,-9.57662,-0.167963,2.13402,3.09283,0.183506,19.432999999999993,22.134000000000015,1.89369,0,,0,1,72,144,72,73,59,9.523,16.513,1.570796,13.018276,1435;1435,9.523:41.221;16.513:40.851,9.523165;16.513386,1,
2,20,complete,121,60,60,4.246,1052.603,1.069,5,1,1,-0.016155,0,11.0161,0,0,0.00029,-0.013678,-0.4038,-11.01581,-0.013678,0.78548,0.21291,0.01716,13.848000000000013,1.447999999999979,0.38061900000000004,0,,0,1,122,244,122,127,82,0.039,0.039,1.570796,0.038687,1559,0.039:42.065,0.038687,1,
