run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
2,1,complete,132,71,60,4.348,1775.255,7.415,3,1,1,-1.127015,0.94055,2.62817,-0.093162,1.05052,0.88408,0.032669,0.10997,-1.74409,0.125831,1.16571,1.32059,0.043449,5.084000000000003,3.4739999999999895,0.1310730000000001,0,,0,1,88,176,88,91,83,-27.325,-27.325,1.570796,-27.324655,30,-27.325:32.725,-27.324655,1,
2,2,complete,132,71,60,4.144,971.803,3.723,6,1,1,-1.968344,0.90593,2.67656,-0.143981,0.6983,1.80686,-0.168064,-0.20763,-0.86969,-0.024083,0.6983,1.80686,0.168064,0.742999999999995,0.6329999999999814,0.0733109999999999,0,131,1,0,83,166,83,90,76,10.564,10.564,1.570796,10.564348,137,10.564:28.745,10.564348,1,
2,3,complete,121,60,60,6.218,2680.781,8.535,8,2,1,0,0,11.00934,0,-0.15973,3.25951,0,-0.15973,-7.74984,-0.260655,0.31873,3.25951,0.014532,0.8669999999999902,0.9230000000000018,0.062387,0.4119999999999777,,0,1,89,178,89,93,68,12.312,19.312,1.570796,15.811837,266;266,19.312:33.303;12.312:33.303,19.311837;12.311837,1,
2,4,complete,120,59,60,2.636,378.793,10.821,9,1,1,0.020513,0,10.94813,0,0,0.00469,0.002876,0.38951,-10.94344,0.002876,1.89269,2.40136,0.092879,38.09700000000001,22.770999999999958,1.302626,0,,0,1,54,108,54,54,62,-0.367,-0.367,1.570796,-0.366899,322,-0.367:44.997,-0.366899,1,
2,5,complete,120,59,60,4.202,918.333,0.519,9,2,1,-0.058787,0,10.96859,0,0,1.16239,0,-0.64331,-9.8062,-0.188526,1.57376,2.23289,0.185658,23.098000000000013,18.39500000000004,1.950792,0,,0,1,84,168,84,91,85,7.253,12.245,1.570796,9.74911,408;408,7.253:40.283;12.245:39.990,7.253429;12.244792,1,
2,6,complete,120,59,60,4.956,1754.612,4.805,35,2,1,-0.029591,0,10.99581,0,0,0,0,2.75119,-13.64545,-0.173301,2.70934,2.85505,0.170664,91.565,33.24000000000001,3.0385780000000002,13.007000000000005,,0,1,63,126,63,66,67,-14.815,-3.82,1.570796,-9.3175,473;473,-14.815:42.914;-3.820:42.589,-14.815093;-3.819908,1,
2,7,complete,124,63,60,4.74,1831.832,2.853,4,1,1,0.397651,0.68023,-0.46551,0.037241,0.80893,-0.251,0.019714,0.12871,0.21452,-0.017527,1.04229,0.44134,0.025448,17.723000000000013,3.366999999999962,0.35330200000000006,1.5790000000000077,,0,1,102,204,102,107,84,12.101,12.101,1.570796,12.100688,567,12.101:40.647,12.100688,1,
2,8,complete,122,61,60,5.508,2566.696,2.475,5,3,3,0.562047,0.29023,6.1352,0.241993,-0.06765,-1.09894,0.034958,-0.35788,-7.23414,-0.207034,0.68018,1.09894,0.034958,9.944999999999993,2.7840000000000487,0.359167,2.2000000000000455,,0,1,68,136,68,69,57,7.462,11.066,1.570796,9.263723,624;625;626,11.066:28.463;9.687:28.776;7.462:28.556,11.065891;9.686806;7.461554,1,
2,9,complete,120,59,60,5.038,2670.843,2.201,5,4,2,0,0,10.93447,0,0.16163,6.97371,0,0.16163,-3.96076,0.230987,1.82484,7.14933,0.278623,46.56299999999999,11.350999999999999,2.21034,0,,0,1,78,156,78,82,79,-34.675,-29.675,1.570796,-32.174672,726;726;727;727,-29.675:41.230;-34.675:41.230;-30.675:42.230;-33.675:42.230,-29.674672;-34.674672;-30.674672;-33.674672,1,
2,10,complete,127,66,60,6.51,5147.624,3.157,50,1,1,0.13115,0.71228,0.4594,0.020166,0.55978,-0.08171,0.00356,-0.1525,-0.54111,-0.016606,0.89788,0.6391,0.025465,7.697000000000003,3.9460000000000264,0.22785499999999997,0.20199999999999818,,0,1,97,194,97,102,84,22.387,22.387,1.570796,22.386777,826,22.387:38.103,22.386777,1,
