run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
2,21,complete,120,59,60,8.592,8519.244,3.325,59,8,4,0,0,10.98221,0,-0.17222,0,-0.004538,-0.17222,-11.09072,-0.004538,0.17222,0.07995,0.004538,0.23500000000001364,0.6260000000000332,0.005519,0.6260000000000332,119,1,0,50,100,50,50,44,-27.308,31.692,1.570796,2.191574,1608;1608;1609;1609;1610;1610;1611;1611,25.692:36.681;-27.308:36.681;31.692:36.681;26.692:36.681;26.692:37.681;-27.308:37.681;31.692:37.681;27.692:37.681,25.691574;-27.308426;31.691574;26.691574;26.691574;-27.308426;31.691574;27.691574,1,
2,22,complete,142,81,60,3.966,1328.128,2.502,5,1,1,-2.002274,0.908,2.0607,0.031873,0.80495,-0.05959,0.039345,-0.10305,-2.12029,0.007473,0.81826,0.32178,0.039345,9.857999999999976,0.9540000000000077,0.45820799999999995,0.8659999999999854,,0,1,67,134,67,70,54,1.574,1.574,1.570796,1.573743,1636,1.574:21.259,1.573743,1,
2,23,complete,121,60,60,3.404,1817.289,0.999,56,6,3,0,0,11.08345,0,0.30701,0,0.010748,0.30701,-11.29987,0.010748,0.36221,0.12886,0.010826,0.896000000000015,0.9010000000000105,0.034816,0.9010000000000105,,0,1,71,142,71,78,70,-36.098,19.902,1.570796,-8.09812,1751;1751;1752;1752;1753;1753,-32.098:26.071;-36.098:26.071;19.902:26.071;7.902:26.071;18.902:27.071;9.902:27.071,-32.098120;-36.098120;19.901880;7.901880;18.901880;9.901880,1,
2,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,11.00254,0,0,2.61901,0,-0.35298,-8.38353,-0.238848,1.60422,2.84673,0.235427,32.768,14.008000000000038,1.869529,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734,1,
2,25,complete,133,72,60,2.958,422.016,3.375,16,1,1,2.511988,0.41193,2.44402,0.176808,-0.11445,0.0304,-0.004719,-0.52637,-2.41362,-0.181527,1.24514,1.33542,0.063215,32.22500000000002,11.751000000000033,1.3683830000000001,0,,0,1,85,170,85,88,80,15.992,15.992,1.570796,15.991909,1826,15.992:31.401,15.991909,1,
2,26,complete,121,60,60,4.034,1163.861,2.725,11,2,1,0.073861,0,11.01612,0,0,3.42698,0,0.5198,-7.58914,0.292396,1.01786,3.42698,0.117569,13.65700000000001,17.27199999999999,1.7348810000000001,0,,0,1,76,152,76,82,72,-19.723,-15.734,1.570796,-17.728137,1986;1986,-15.734:36.405;-19.723:36.110,-15.733590;-19.722684,1,
2,27,complete,120,59,60,4.88,2744.433,3.428,6,1,1,-0.041596,0,10.96178,0,0,1.71322,0,-0.54001,-9.24856,-0.141264,1.09595,1.71322,0.026658,16.73400000000001,5.653999999999996,0.49110799999999993,0,,0,1,66,132,66,70,66,11.957,11.957,1.570796,11.957191,2054,11.957:39.751,11.957191,1,
2,28,complete,127,66,60,3.352,665.675,2.082,3,1,1,0.604429,0.59873,0.34985,0.065994,0.8485,0.12999,0.023061,0.24977,-0.21986,-0.042933,1.62681,2.04221,0.065274,29.320999999999998,16.369000000000028,0.8571380000000001,0,,0,1,92,184,92,95,80,-4.518,-4.518,1.570796,-4.517504,2145,-4.518:39.495,-4.517504,1,
2,29,complete,121,60,60,4.632,1624.548,2.816,3,1,1,-0.089579,0,11.0161,0,0,1.3222,0,-1.32026,-9.69391,-0.113976,2.17525,1.46077,0.075143,64.08699999999999,11.021000000000015,2.146657,0,,0,1,83,166,83,91,70,11.318,11.318,1.570796,11.317588,2233,11.318:38.166,11.317588,1,
2,30,complete,121,60,60,3.614,888.625,5.169,11,1,1,-0.115047,-0.86178,0.39617,-0.062952,-1.03849,0.43238,-0.039689,-0.17672,0.03621,0.023263,1.77739,2.1683,0.087118,47.752999999999986,23.144000000000005,1.715902,0,,0,1,61,122,61,63,64,10.257,10.257,1.570796,10.256946,2296,10.257:41.832,10.256946,1,
