run,piece,transition_index,previous_event_index,next_event_index,previous_end_substep,next_start_substep,gap_substeps,previous_duration_substeps,next_duration_substeps,previous_end_x,next_start_x,delta_x_during_gap,previous_end_y,next_start_y,delta_y_during_gap,previous_end_angle,next_start_angle,delta_angle_during_gap,previous_end_vx,next_start_vx,delta_vx_across_gap,previous_end_vy,next_start_vy,delta_vy_across_gap,previous_end_angular_velocity,next_start_angular_velocity,delta_angular_across_gap,next_start_contact_width_px,next_start_contact_offset_px,previous_max_abs_delta_vx,previous_max_abs_delta_angular,previous_max_delta_vt,loop_class,angular_persistence,linear_persistence
1,6,1,1,2,244,309,64,4,176,195.210,205.558,10.347,477.374,484.534,7.161,0.147346,2.319693,2.172347,0.718036,0.320257,-0.397780,-1.856317,-0.007167,1.849150,0.150749,0.000630,-0.150119,8.531,15.900,0.244195,0.225923,0.244195,MIXED_RECONTACT_LOOP,0,0
1,10,1,1,2,244,265,20,3,220,195.354,198.879,3.525,485.897,483.388,-2.509,0.010405,0.110827,0.100421,0.701485,0.583439,-0.118046,-0.975211,-0.096096,0.879114,0.019985,0.004119,-0.015865,8.062,19.236,0.691456,0.020828,0.691456,RECONTACT,1,0
