run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,1,1,241,243,3,6;13,195.000,195.452,0.452,473.151,472.613,-0.538,0.000000,-0.043129,-0.043129,0.643864,1.379551,0.735687,-0.138631,-0.018581,0.120050,-0.054572,-0.141880,-0.087308,-0.087308,0.000000,-0.087308,0.000000,1,-0.087308,0.000000,0.000000,1,0.000000,-0.054572,0.000000,-0.054572,-0.141880,0.000000,-0.141880,0.000000,1,1.013,3.000,1.277,0.643864,241,3.000,0.787,-11.086756,-0.643864,0.071209,242,0.643864,1.379551,2
1,1,2,281,283,3,9;14;54;90,207.689,208.162,0.473,484.487,483.818,-0.669,-1.301728,-1.313075,-0.011347,0.952818,0.840952,-0.111865,-0.026417,-0.301660,-0.275244,-0.031413,0.000457,0.031869,0.031869,0.000000,0.031869,0.000000,1,0.031869,0.000000,0.000000,1,-0.123373,0.144651,-0.052690,0.091961,0.176520,-0.052690,0.123830,0.000000,1,0.967,5.086,22.533,0.246790,281,5.086,22.533,-2.425748,0.246790,0.091961,281,0.246790,0.502929,3
1,1,3,295,536,242,14;4;7,210.625,221.848,11.223,483.843,491.794,7.951,-1.311738,-1.007595,0.304143,0.761291,0.000000,-0.761291,0.318644,0.000000,-0.318644,0.015006,0.000000,-0.015006,-0.015006,0.000000,-0.015006,-0.000000,1,-0.015006,-0.000000,0.000000,1,0.000438,0.014568,0.000000,0.014568,-0.000438,0.000000,-0.000438,-0.000000,1,0.846,68.796,36.164,0.150410,337,1.383,35.934,-0.037675,0.150410,0.045412,334,0.150410,2.286571,5
1,2,1,239,241,3,99;111,195.000,195.440,0.440,476.914,476.309,-0.605,0.000000,-0.056078,-0.056078,0.659950,0.900177,0.240227,-0.246209,-0.235333,0.010876,-0.070061,-0.115138,-0.045077,-0.205157,0.000000,-0.205157,-0.160081,0,-0.045077,0.000000,0.160081,0,0.000000,-0.070061,0.000000,-0.070061,-0.275218,0.000000,-0.275218,-0.160081,0,3.017,6.000,1.380,0.900177,241,3.051,1.380,-0.235333,-0.900177,0.115138,241,0.900177,2.037277,3
1,2,2,286,287,2,96;97,204.739,204.799,0.060,490.722,490.594,-0.127,-1.245559,-1.241107,0.004452,0.235197,0.167300,-0.067897,-0.151689,-0.080276,0.071414,0.017526,0.026156,0.008629,0.008629,0.000000,0.008629,0.000000,1,0.008629,0.000000,0.000000,1,-0.097601,0.139168,-0.024040,0.115128,0.147797,-0.024040,0.123757,0.000000,1,1.594,2.534,6.034,0.527878,286,2.534,6.034,-2.772674,0.527878,0.115128,286,0.527878,0.595775,2
1,2,3,295,480,186,96;111,205.132,212.479,7.347,490.912,493.241,2.329,-1.189041,-0.964532,0.224509,0.263826,-0.000029,-0.263855,0.166528,-0.000019,-0.166547,0.021765,0.000012,-0.021753,-0.021753,0.000000,-0.021753,-0.000000,1,-0.021753,-0.000000,0.000000,1,0.025452,-0.003686,0.000000,-0.003686,-0.025440,0.000000,-0.025440,-0.000000,1,1.673,48.256,32.531,0.198241,338,48.256,9.685,-0.074152,0.198241,0.029449,337,0.198241,1.902485,6
1,3,1,244,484,241,186;184;193,195.000,196.016,1.016,487.721,488.225,0.503,0.000000,-0.038082,-0.038082,-0.090038,0.000001,0.090039,3.292634,0.000003,-3.292631,-0.231763,-0.000000,0.231763,-0.000000,0.000000,-0.000000,-0.231763,0,0.231763,0.000000,0.231763,0,0.000000,-0.264872,0.033109,-0.231763,-0.264872,0.033109,-0.231763,-0.231763,0,6.035,60.131,35.422,0.120358,261,59.071,9.007,-0.062564,0.120358,0.231763,244,0.120358,1.128086,6
1,4,1,238,480,243,272;280;309;322,195.000,237.400,42.400,476.030,498.866,22.836,0.000000,1.078701,1.078701,0.149516,-0.000000,-0.149516,-0.044619,0.000000,0.044619,0.078756,-0.000000,-0.078756,-0.053957,0.000000,-0.053957,0.024799,0,-0.078756,0.000000,-0.024799,0,0.000000,0.078756,0.000000,0.078756,0.024799,0.000000,0.024799,0.024799,0,0.510,64.413,37.414,0.210842,418,0.886,25.705,-0.094332,0.210842,0.078756,238,0.210842,4.468264,11
1,5,1,239,240,2,327;340,195.000,194.933,-0.067,480.886,480.790,-0.095,0.000000,-0.065285,-0.065285,-0.263885,-0.388284,-0.124399,1.041733,1.108581,0.066849,-0.257003,-0.238147,0.018856,0.023992,-0.005136,0.018856,0.000000,1,0.018856,0.000000,0.000000,1,0.000000,-0.257003,0.000000,-0.257003,-0.233011,-0.005136,-0.238147,0.000000,1,5.055,9.000,9.977,0.263885,239,9.000,8.374,-9.991299,0.263885,0.257003,239,0.263885,0.388284,2
1,5,2,251,251,1,325,193.891,193.891,0.000,484.875,484.875,0.000,-0.704497,-0.704497,0.000000,-0.552313,-0.552313,0.000000,0.361234,0.361234,0.000000,-0.210014,-0.210014,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,-0.229400,0.019386,0.000000,0.019386,0.019386,0.000000,0.019386,0.000000,1,2.933,2.933,2.509,0.178290,251,2.933,2.509,-1.386789,0.178290,0.019386,251,0.178290,0.178290,1
