run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
4,1,complete,120,59,60,4.348,1775.255,7.415,3,12,0.713,20,10,-0.32144,0,-0.006562,-0.32144,-10.9328,-0.006562,1.74842,1.03554,0.106771,8.360000000000014,4.8349999999999795,0.82123,3.0190000000000055,,0,0,88,176,88,91,83
4,2,complete,119,58,60,4.144,971.803,3.723,6,7,-1.094,6,3,0,0,0,1.48326,-11.12431,-0.071794,1.37252,0.83158,0.052325,39.081999999999994,14.052000000000021,0.97634,1.7390000000000327,,0,1,83,166,83,90,76
4,3,complete,120,59,60,6.218,2680.781,8.535,8,61,-10.188,18,9,0.01291,0,0.002314,0.01291,-11.04235,0.002314,0.63539,0.26264,0.02034,3.7450000000000045,3.1089999999999804,0.064637,3.1089999999999804,,0,1,89,178,89,93,68
4,4,complete,120,59,60,2.636,378.793,10.821,9,11,-3.944,14,7,0,0,0,1.39651,-11.30525,0.037408,2.35615,1.70981,0.132961,34.900000000000006,23.079999999999984,1.204282,3.180999999999983,,0,1,54,108,54,54,62
4,5,complete,120,59,60,4.202,918.333,0.519,9,17,8.374,16,8,0,0.1011,0,-3.09186,-10.90026,0.083435,2.25112,1.57758,0.082432,60.331999999999994,6.507999999999981,0.98444,5.211000000000013,,0,1,84,168,84,91,85
4,6,complete,120,59,60,4.956,1754.612,4.805,35,38,0.922,32,16,0,0,0.012123,0.49379,-11.69609,0.012123,2.11589,2.18072,0.090028,49.399,13.705000000000041,0.309057,13.705000000000041,,0,1,63,126,63,66,67
4,7,complete,119,58,60,4.74,1831.832,2.853,4,7,-11.603,10,5,0,0.44901,0,1.78557,-10.47718,0.02238,1.42223,0.51954,0.026685,28.435000000000002,4.065999999999974,0.377357,1.1100000000000136,,0,1,102,204,102,107,84
4,8,complete,120,59,60,5.508,2566.696,2.475,5,6,-24.468,6,3,0,0.84509,0,3.67295,-10.07956,0.044692,3.04591,0.84509,0.081047,25.494,12.416999999999973,0.611403,0,,0,1,68,136,68,69,57
4,9,complete,120,59,60,5.038,2670.843,2.201,5,9,-32.175,10,5,0,1.27767,0,4.21655,-9.65526,0.039348,2.62838,1.39348,0.029538,35.13900000000001,11.398000000000025,0.611372,0,,0,1,78,156,78,82,79
4,10,complete,121,60,60,6.51,5147.624,3.157,50,69,-4.323,50,25,-0.31529,0,-0.003946,-0.31529,-11.48637,-0.003946,0.31529,0.0795,0.006267,0.7179999999999893,6.281999999999982,0.018497,6.281999999999982,,0,1,97,194,97,102,84
