run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
2,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,26,-8.641,14,7,10.96719,0.159312,-0.064295,1.790254,1.854549,193.466,208.781,15.314999999999998,,0,1,122,244,122,127,82
2,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.04134,0,0,0,0,194.997,195,0.002999999999985903,,0,1,50,100,50,50,44
2,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,6,15,17,-3.468,16,8,11.04075,0.064612,-0.017737,0.462521,0.480258,179.628,197.962,18.334000000000003,,0,1,67,134,67,70,54
2,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,67,-3.598,32,16,11.14833,0.004472,-0.017094,0,0.017094,194.35,195,0.6500000000000057,,0,1,71,142,71,78,70
2,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.039262,-0.463268,0,0.463268,170.84,195,24.159999999999997,,0,1,66,132,66,67,62
2,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.92454,0.144328,0,2.26592,2.26592,192.509,199.449,6.940000000000026,,0,1,85,170,85,88,80
2,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,41,43,-3.504,24,12,11.04065,0.043896,-0.014202,0.351224,0.365426,195,221.111,26.11099999999999,,0,1,76,152,76,82,72
2,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,1,10.794,2,1,10.92446,0.026098,-0.349531,0,0.349531,167.322,195,27.677999999999997,,0,1,66,132,66,70,66
2,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,3,-9.773,4,2,10.92503,0.106114,0,0.372334,0.372334,195,249.786,54.786,,0,1,92,184,92,95,80
2,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,22,2,8.858,2,1,10.9253,0.053557,-0.659991,0,0.659991,147.392,195,47.608000000000004,,0,1,83,166,83,91,70
2,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.92446,0.059388,-1.080786,0,1.080786,166.242,195,28.75800000000001,,0,1,61,122,61,63,64
2,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.92446,0.050731,-0.00969,1.097474,1.107164,195,253.096,58.096000000000004,,0,1,58,116,58,65,67
2,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04065,0.221896,0,2.910317,2.910317,168.246,195.389,27.143,,0,1,65,130,65,69,61
2,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,21,-12.937,10,5,11.04065,0.023058,0,0.46709,0.46709,195,213.505,18.504999999999995,,0,1,60,120,60,61,58
2,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,38,-6.145,28,14,11.04065,0.031297,0,0.320333,0.320333,195,204.069,9.068999999999988,,0,1,74,148,74,79,73
2,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,14,6.288,4,2,11.14833,0.017181,-0.150505,0,0.150505,191.172,195,3.828000000000003,,0,1,38,76,38,38,48
2,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.92492,0.032499,0,0.793118,0.793118,195,228.338,33.337999999999994,,0,1,63,126,63,63,48
2,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.92492,0.045692,-1.02878,0,1.02878,137.337,195,57.66300000000001,,0,1,71,142,71,83,62
