run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
2,1,complete,119,58,60,4.348,1775.255,7.415,3,3,11,12,12,1,-0.787,2,1,10.83576,0.036302,-0.173485,0.092385,0.26587,193.595,197.879,4.283999999999992,,0,1,88,176,88,91,83
2,2,complete,120,59,60,4.144,971.803,3.723,6,6,6,7,10,8,-1.594,8,4,10.9318,0.131889,-0.277521,0.300047,0.5775680000000001,195,207.62,12.620000000000005,,0,1,83,166,83,90,76
2,3,complete,121,60,60,6.218,2680.781,8.535,8,8,8,61,61,61,-10.188,18,9,11.04134,0.022088,-0.039841,0.009376,0.049217000000000004,194.978,195.904,0.9259999999999877,,0,1,89,178,89,93,68
2,4,complete,120,59,60,2.636,378.793,10.821,9,9,10,11,11,11,-3.944,14,7,10.9314,0.038428,-0.017778,1.101828,1.119606,195,249.164,54.16399999999999,,0,1,54,108,54,54,62
2,5,complete,120,59,60,4.202,918.333,0.519,9,9,11,12,16,9,8.374,4,2,10.92459,0.113818,-2.114898,0.093761,2.2086590000000004,171.947,195,23.052999999999997,,0,1,84,168,84,91,85
2,6,complete,120,59,60,4.956,1754.612,4.805,35,35,35,37,39,37,1.422,16,8,10.92465,0.05774,-0.086982,0.284166,0.371148,160.68,195,34.31999999999999,,0,0,63,126,63,66,67
2,7,complete,119,58,60,4.74,1831.832,2.853,4,4,5,7,12,5,-12.603,6,3,10.89843,0.044304,0,0.992776,0.992776,195,223.827,28.826999999999998,,0,1,102,204,102,107,84
2,8,complete,120,59,60,5.508,2566.696,2.475,5,5,6,10,22,6,-24.468,6,3,10.93146,0.058714,0,0.560451,0.560451,195,221.564,26.563999999999993,,0,1,68,136,68,69,57
2,9,complete,120,59,60,5.038,2670.843,2.201,5,5,7,9,37,8,-32.675,8,4,10.93171,0.043418,0,0.638519,0.638519,195,230.522,35.52199999999999,,0,1,78,156,78,82,79
2,10,complete,121,60,60,6.51,5147.624,3.157,50,50,52,53,55,55,2.677,26,13,11.03542,0.011555,-0.022888,0.0212,0.044088,195,196.894,1.8940000000000055,,0,1,97,194,97,102,84
2,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,44,2.004,20,10,11.0287,0.002521,-0.018166,0,0.018166,194.697,195.251,0.554000000000002,,0,1,78,156,78,80,67
2,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04075,0.043365,0,0.354858,0.354858,195,208.14,13.139999999999986,,0,1,65,130,65,66,71
2,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,48,12.891,22,11,11.14833,0.029197,-0.187939,0,0.187939,188.114,195,6.885999999999996,,0,1,57,114,57,60,65
2,14,complete,120,59,60,7.566,7101.376,6.276,25,25,30,43,64,45,-3.096,12,6,11.02184,0.002901,0,0.018417,0.018417,193.372,195.188,1.815999999999974,,0,1,71,142,71,80,78
2,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,27,30,8.756,18,9,11.03464,0.063232,-0.481315,0,0.481315,184.796,197.911,13.115000000000009,,0,1,55,110,55,55,49
2,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,10,5,11.14837,0.013261,-0.21314,0,0.21314,189.113,195,5.8870000000000005,,0,1,49,98,49,49,48
2,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.15506,0.005316,-0.113855,0,0.113855,191.276,195.001,3.7249999999999943,,0,1,58,116,58,59,60
2,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,19,-2.396,12,6,10.9253,0.106231,-0.167418,0.465394,0.6328119999999999,195,224.364,29.364000000000004,,0,1,86,172,86,97,82
2,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.93163,0.099072,-1.793239,0.053369,1.846608,137.696,195,57.304,,0,1,72,144,72,73,59
