run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_span_from_com_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_com_distance_px,landing_contact_asymmetry_px
3,21,complete,121,60,60,8.592,8519.244,3.325,59,0,-27.225,1,1,-0.11524,0,-0.003411,-0.11524,-11.1127,-0.003411,0.15087,0.10892,0.003999,0.25,0.11000000000001364,0.004834000000000001,0.038000000000010914,120,1,0,50,100,50,50,44,-27.225,-27.225,27.225,1.570796,-27.224623,27.225,27.225
3,22,complete,127,66,60,3.966,1328.128,2.502,5,0,3.403,1,1,0.08009,0.14931,-0.045098,-0.64075,-1.28533,0.0451,1.32193,0.91219,0.061748,36.643,9.062999999999988,1.455349,0,,0,1,67,134,67,70,54,3.403,3.403,3.403,1.570796,3.403454,3.403,3.403
3,23,complete,122,61,60,3.404,1817.289,0.999,56,56,-8.19,6,3,0,0,0.010967,0.39013,-11.39114,0.010967,0.3636,0.18791,0.01488,1.2139999999999986,1.1920000000000073,0.052591,1.1920000000000073,,0,1,71,142,71,78,70,-36.19,19.81,36.19,1.570796,-8.189715,8.19,8.19
3,24,complete,121,60,60,4.054,1448.135,12.846,7,7,14.057,6,3,0,2.52682,0,-0.51956,-8.48221,-0.226249,1.80637,2.52682,0.085298,48.28200000000001,13.673000000000002,1.897484,0,,0,1,66,132,66,67,62,10.557,17.557,17.557,1.570796,14.056734,14.057,14.057
3,25,complete,141,80,60,2.958,422.016,3.375,16,0,9.07,1,1,0.3782,1.08507,-0.116679,-0.51449,-1.4868,-0.02569,0.69657,1.08507,0.116679,2.3719999999999857,1.3290000000000077,0.17128699999999997,0,,0,1,85,170,85,88,80,9.07,9.07,9.07,1.570796,9.069578,9.07,9.07
3,26,complete,121,60,60,4.034,1163.861,2.725,11,0,-16.025,1,1,0,3.76595,0,0.44679,-7.2363,0.302054,1.89405,3.76595,0.095377,29.396000000000015,17.126999999999953,1.615238,0,,0,1,76,152,76,82,72,-16.025,-16.025,16.025,1.570796,-16.024905,16.025,16.025
3,27,complete,121,60,60,4.88,2744.433,3.428,6,0,12.951,1,1,0,1.13554,0,-1.61087,-9.86685,-0.086619,2.16407,1.35618,0.062089,18.82499999999999,5.340999999999951,0.48280400000000007,0,,0,1,66,132,66,70,66,12.951,12.951,12.951,1.570796,12.951156,12.951,12.951
3,28,complete,130,69,60,3.352,665.675,2.082,3,0,-13.461,1,1,0.98535,0.35281,0.022967,0.13028,-0.8621,0.04388,1.11112,0.44113,0.027331,10.417000000000002,1.63900000000001,0.259497,0.5840000000000032,,0,1,92,184,92,95,80,-13.461,-13.461,13.461,1.570796,-13.461442,13.461,13.461
3,29,complete,125,64,60,4.632,1624.548,2.816,3,23.31,1.036,5,4,-1.73096,-0.9094,0.003664,-1.53923,-3.6698,0.202031,1.78925,0.9094,0.037139,25.822000000000003,2.252999999999986,0.464226,2.252999999999986,,0,1,83,166,83,91,70,-10.619,12.691,12.691,1.570796,1.035931,1.036,1.036
3,30,complete,125,64,60,3.614,888.625,5.169,11,0,16.87,1,1,-0.83379,1.27466,-0.073277,-0.10706,0.00265,0.002569,1.7269,2.17412,0.085167,35.321,19.557000000000016,1.468114,0,,0,1,61,122,61,63,64,16.87,16.87,16.87,1.570796,16.869993,16.87,16.87
