run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_span_from_com_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_com_distance_px,landing_contact_asymmetry_px
3,11,complete,121,60,60,7.92,8547.864,7.191,25,16,1.053,2,1,-0.08189,0,-0.00318,-0.08189,-11.03059,-0.00318,0.08189,0.01376,0.00318,0.19200000000000728,0.038000000000010914,0.006111,0.029999999999972715,,0,1,78,156,78,80,67,-6.947,9.053,9.053,1.570796,1.052701,1.053,1.053
3,12,complete,121,60,60,3.718,2601.283,4.837,6,0,-17.164,1,1,0,3.14027,0,0.46606,-7.92975,0.181923,1.06701,3.14027,0.038148,13.549999999999983,6.341000000000008,0.5756600000000001,0,,0,1,65,130,65,66,71,-17.164,-17.164,17.164,1.570796,-17.164184,17.164,17.164
3,13,complete,122,61,60,4.536,3981.248,4.575,14,14,3.891,6,3,0,0.02192,0,-0.58841,-11.09485,-0.024894,0.58789,0.36034,0.025493,5.271999999999991,0.853999999999985,0.225153,0.7549999999999955,,0,1,57,114,57,60,65,-3.109,10.891,10.891,1.570796,3.890653,3.891,3.891
3,14,complete,121,60,60,7.566,7101.376,6.276,25,0,3.853,1,1,0,0,0,0.38348,-11.15069,0.026173,0.55644,0.11084,0.019628,11.768,0.6340000000000146,0.330438,0.6050000000000182,,0,1,71,142,71,80,78,3.853,3.853,3.853,1.570796,3.853049,3.853,3.853
3,15,complete,123,62,60,5.814,3593.304,4.465,13,2.235,-6.984,2,2,-0.63377,-1.16856,-0.120241,-0.46679,-3.77893,0.07938,1.64457,1.16856,0.120241,41.877999999999986,6.882999999999981,1.8626280000000002,2.2069999999999936,,0,1,55,110,55,55,49,-8.101,-5.867,8.101,1.570796,-6.984111,6.984,6.984
3,16,complete,122,61,60,3.306,3597.108,6.323,12,5.998,13.413,2,1,0,0.35402,0,-1.17967,-10.84914,-0.056421,1.16172,0.73179,0.060018,5.213000000000022,2.3290000000000077,0.25011000000000005,0.09100000000000819,,0,1,49,98,49,49,48,10.414,16.411,16.411,1.570796,13.412585,13.413,13.413
3,17,complete,122,61,60,5.48,5629.969,2.731,19,5,8.03,2,1,0,0.21641,0,-1.44243,-10.90045,-0.040922,1.29493,0.5546,0.046768,15.865999999999985,3.9729999999999563,0.552359,3.367999999999995,,0,1,58,116,58,59,60,5.531,10.53,10.53,1.570796,8.030399,8.03,8.03
3,18,complete,120,59,60,3.562,630.087,1.933,18,11.985,-3.739,3,2,0,0,0,1.70694,-13.19483,-0.076405,1.75943,3.84021,0.104976,37.616000000000014,34.48700000000002,1.497052,9.687000000000012,,0,1,86,172,86,97,82,-9.731,2.254,9.731,1.570796,-3.738538,3.739,3.739
3,19,complete,120,59,60,4.006,1049.179,2.425,8,7,10.832,2,1,-0.17401,2.26929,0,-0.17401,-8.6515,-0.300405,0.98151,3.67035,0.295835,8.64700000000002,22.543000000000006,1.845487,0,,0,1,72,144,72,73,59,7.332,14.332,14.332,1.570796,10.831752,10.832,10.832
3,20,complete,120,59,60,4.246,1052.603,1.069,5,0,-0.295,1,1,-0.28422,0,-0.007787,-0.28422,-10.98611,-0.007787,0.81751,0.24605,0.018871,18.453000000000003,1.3999999999999773,0.431531,0,,0,1,122,244,122,127,82,-0.295,-0.295,0.295,1.570796,-0.295493,0.295,0.295
