run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,31,1,240,242,3,2305;2316,195.000,195.164,0.164,481.611,481.886,0.275,0.000000,0.104420,0.104420,0.264885,0.534670,0.269785,1.073258,1.132036,0.058777,0.264822,0.129983,-0.134839,0.207810,-0.077827,0.129983,0.264822,0,-0.134839,0.000000,-0.264822,0,0.000000,0.305850,-0.041027,0.264822,0.513660,-0.118854,0.394806,0.264822,0,4.058,7.000,11.431,0.264885,240,7.000,6.863,-9.961404,-0.264885,0.264822,240,0.264885,0.534670,3
1,31,2,271,528,258,2313;2339;2352;2353;2356;2338,198.820,202.470,3.650,496.913,503.519,6.606,0.993277,1.315746,0.322469,0.525769,0.000000,-0.525769,2.760014,0.000000,-2.760014,0.129506,-0.000000,-0.129506,-0.128762,-0.000743,-0.129506,-0.000000,1,-0.129506,-0.000000,0.000000,1,0.117022,0.012484,0.000000,0.012484,-0.116278,-0.000743,-0.117022,-0.000000,1,0.941,30.575,24.939,0.471812,283,30.575,2.144,-2.394967,0.471812,0.048920,283,0.471812,6.434088,23
1,32,1,241,241,1,2366,195.000,195.000,0.000,482.990,482.990,0.000,0.000000,0.000000,0.000000,-0.122340,-0.122340,0.000000,1.187455,1.187455,0.000000,-0.317321,-0.317321,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,-0.339592,0.022271,-0.317321,-0.339592,0.022271,-0.317321,0.000000,1,1.000,1.000,3.859,0.122340,241,1.000,3.859,-9.862388,0.122340,0.317321,241,0.122340,0.122340,1
1,32,2,250,250,1,2364,194.730,194.730,0.000,486.183,486.183,0.000,-0.700718,-0.700718,0.000000,-0.277904,-0.277904,0.000000,1.052504,1.052504,0.000000,-0.279258,-0.279258,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,-0.307949,0.031131,-0.002441,0.028690,0.031131,-0.002441,0.028690,0.000000,1,2.174,2.174,4.149,0.159178,250,2.174,4.149,-0.646845,0.159178,0.028690,250,0.159178,0.159178,1
1,32,3,271,468,198,2359;2360;2376;2388,193.333,204.709,11.375,494.894,506.337,11.444,-2.103974,-1.755661,0.348313,-0.223681,0.000001,0.223682,1.328832,0.000000,-1.328832,-0.167739,0.000000,0.167739,0.496170,-0.328431,0.167739,-0.000000,1,0.167739,-0.000000,0.000000,1,-0.259122,0.304608,-0.213225,0.091382,0.800778,-0.541657,0.259122,0.000000,1,0.983,67.263,36.309,0.209577,273,2.214,27.197,-0.559903,-0.209577,0.091382,271,0.209577,2.914583,10
1,33,1,246,247,2,2430;2435;2442;2458,195.000,195.144,0.144,490.997,490.606,-0.391,0.000000,0.040423,0.040423,0.567872,0.812395,0.244523,0.446807,0.515932,0.069124,0.159129,0.149227,-0.009901,-0.009901,0.000000,-0.009901,0.000000,1,-0.009901,0.000000,0.000000,1,0.000000,0.159129,0.000000,0.159129,0.149227,0.000000,0.149227,0.000000,1,5.036,20.000,18.157,0.567872,246,20.000,12.437,-10.691479,-0.567872,0.159129,246,0.567872,0.812395,2
1,33,2,264,265,2,2434;2439,198.456,198.742,0.286,495.163,495.042,-0.121,0.648774,0.680088,0.031314,1.124999,1.466506,0.341507,-0.309729,-0.237711,0.072018,0.123271,0.111637,-0.011634,-0.011634,0.000000,-0.011634,0.000000,1,-0.011634,0.000000,0.000000,1,0.140606,-0.017334,0.000000,-0.017334,-0.028969,0.000000,-0.028969,0.000000,1,0.629,2.609,2.402,0.359540,264,2.609,2.402,-1.865751,-0.359540,0.017334,264,0.359540,0.701047,2
1,33,3,274,968,695,2482;2483;2484;2485;2481;2480;2476;2477;2474;2439;2434;2435,202.001,202.395,0.393,494.995,495.438,0.444,0.928221,0.901802,-0.026418,1.399914,-0.000000,-1.399914,-1.501299,0.000000,1.501299,0.078008,-0.000000,-0.078008,-0.078008,0.000000,-0.078008,-0.000000,1,-0.078008,-0.000000,0.000000,1,0.108291,-0.055051,0.024768,-0.030283,-0.133059,0.024768,-0.108291,0.000000,1,0.422,32.181,27.300,0.240188,579,22.804,4.985,-0.749812,-0.240188,0.030283,274,0.240188,7.425298,43
1,34,1,241,242,2,2490;2492;2493;2495;2502,195.000,195.185,0.185,486.096,485.791,-0.305,0.000000,0.042048,0.042048,0.727932,1.315564,0.587632,0.027228,0.097957,0.070729,0.165528,0.135087,-0.030441,-0.030441,0.000000,-0.030441,0.000000,1,-0.030441,0.000000,0.000000,1,0.000000,0.165528,0.000000,0.165528,0.135087,0.000000,0.135087,0.000000,1,17.069,20.000,11.113,0.727932,241,20.000,10.145,-11.056214,-0.727932,0.165528,241,0.727932,1.315564,2
1,34,2,269,604,336,2551;2554;2555;2491;2498,203.631,247.648,44.017,492.254,487.888,-4.365,0.909354,2.203725,1.294371,1.198885,0.000000,-1.198885,-0.870331,-0.000000,0.870331,0.098852,0.000000,-0.098852,-0.115319,0.016468,-0.098852,-0.000000,1,-0.098852,-0.000000,0.000000,1,0.122497,-0.078817,0.055172,-0.023645,-0.194136,0.071639,-0.122497,0.000000,1,0.789,41.993,24.282,0.259663,383,41.993,7.175,-0.879666,0.259663,0.023998,383,0.259663,5.261160,13
