piece,substep,stage,x_before,y_before,angle_before,vx_before,vy_before,angular_velocity_before,x_after_solver,y_after_solver,angle_after_solver,vx_after_solver,vy_after_solver,angular_velocity_after_solver,x_after,y_after,angle_after,vx_after,vy_after,angular_velocity_after,delta_x,delta_y,delta_vx,delta_vy,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,ground_pair_count,ground_contact_count,ground_support_count,ground_contact_part_count,contact_part_ids,contact_width_px,contact_center_offset_px,collision_normal_x,collision_normal_y,collision_depth,collision_separation

