run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,31,1,1,240,START,2305;2316,7.000,6.863,0.000000,0.264885,0.264885,11.034662,1.073258,-9.961404,0.000000,0.264822,0.264822,0.305850,-0.041027,0.264822,-9.961404,-0.264885,195.000,0.000000,0.000,0.000000,4,4
1,31,1,2,241,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2305,4.058,9.996,0.264885,0.381337,0.116452,1.073258,1.139987,0.066728,0.000000,0.146241,0.146241,0.238117,-0.091877,0.146241,0.066728,-0.116452,195.067,0.067271,0.067,0.067271,2,2
1,31,1,3,242,RESPONSE,2305,4.082,11.431,0.381337,0.534670,0.153333,1.139987,1.132036,-0.007951,0.146241,0.129983,-0.016257,-0.030307,0.014050,-0.016257,-0.007951,-0.153333,195.164,0.104420,0.164,0.104420,1,2
1,31,2,1,271,START,2313,2.513,19.929,0.481354,0.525769,0.044415,2.865777,2.760014,-0.105763,0.117022,0.129506,0.012484,0.012484,0.000000,0.012484,-0.105763,-0.044415,198.820,0.993277,0.000,0.000000,1,2
1,31,2,2,274,RESPONSE,2313,2.655,22.007,0.743640,0.918048,0.174408,2.721991,2.658864,-0.063128,0.119404,0.113256,-0.006148,-0.006148,0.000000,-0.006148,-0.063128,-0.174408,199.291,1.086311,0.471,0.093034,1,2
1,31,2,3,275,RESPONSE,2313,2.694,22.611,0.918048,1.135235,0.217187,2.658864,2.569463,-0.089401,0.113256,0.106602,-0.006653,-0.006653,0.000000,-0.006653,-0.089401,-0.217187,199.524,1.115080,0.704,0.121804,1,2
1,31,2,4,276,RESPONSE,2313,2.729,23.164,1.135235,1.351297,0.216061,2.569463,2.477951,-0.091511,0.106602,0.101623,-0.004979,-0.004979,0.000000,-0.004979,-0.091511,-0.216061,199.813,1.142160,0.992,0.148883,1,2
1,31,2,5,278,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2313;2339,11.700,19.696,1.488306,1.666565,0.178259,2.449167,1.902275,-0.546892,0.097931,0.126892,0.028961,0.029705,-0.000743,0.028961,-0.546892,-0.178259,200.534,1.192852,1.714,0.199575,2,4
1,31,2,6,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2339,0.941,14.924,1.666565,1.805123,0.138558,1.902275,1.855503,-0.046772,0.126892,0.120560,-0.006332,-0.006332,0.000000,-0.006332,-0.046772,-0.138558,200.957,1.225085,2.137,0.231809,1,2
1,31,2,7,283,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2339;2352;2353;2356,30.575,2.144,1.974520,1.502708,-0.471812,1.905065,-0.489902,-2.394967,0.112371,0.063452,-0.048920,-0.048920,0.000000,-0.048920,-2.394967,0.471812,202.798,1.337769,3.978,0.344492,5,8
1,31,2,8,284,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2352;2356,6.835,9.482,1.502708,1.324925,-0.177783,-0.489902,-0.529665,-0.039763,0.063452,0.075890,0.012439,0.012439,0.000000,0.012439,-0.039763,0.177783,203.158,1.352942,4.337,0.359666,3,4
1,31,2,9,285,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2352,0.980,6.211,1.324925,1.345499,0.020574,-0.529665,-0.456805,0.072859,0.075890,0.073055,-0.002836,-0.002836,0.000000,-0.002836,0.072859,-0.020574,203.494,1.372220,4.674,0.378944,1,2
1,31,2,10,294,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2352;2356,6.995,6.301,1.250605,1.218999,-0.031606,-0.210439,-0.256652,-0.046213,0.069049,0.069183,0.000134,0.000134,0.000000,0.000134,-0.046213,0.031606,206.427,1.532197,7.607,0.538921,3,4
1,31,2,11,297,RESPONSE,2352;2356,7.000,5.393,1.223979,1.052038,-0.171942,-0.204286,-0.502171,-0.297885,0.065725,0.064577,-0.001147,-0.001147,0.000000,-0.001147,-0.297885,0.171942,207.326,1.581116,8.506,0.587839,4,4
1,31,2,12,298,PART_CHANGE+WIDTH_CHANGE,2356,5.998,5.586,1.052038,1.067208,0.015170,-0.502171,-0.487676,0.014495,0.064577,0.059537,-0.005041,-0.005041,0.000000,-0.005041,0.014495,-0.015170,207.593,1.597520,8.773,0.604243,1,2
1,31,2,13,319,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2338;2356,27.610,11.663,0.804509,0.659515,-0.144994,-0.151338,-0.381851,-0.230513,0.041667,0.015489,-0.026178,-0.026178,0.000000,-0.026178,-0.230513,0.144994,212.516,1.848501,13.695,0.855224,2,4
1,31,2,14,320,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2338,0.961,24.913,0.659515,0.586941,-0.072574,-0.381851,-0.372369,0.009482,0.015489,0.015165,-0.000324,-0.000324,0.000000,-0.000324,0.009482,0.072574,212.673,1.852205,13.853,0.858928,1,2
1,31,2,15,346,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2338;2356,27.614,11.705,-0.251029,-0.339408,-0.088378,0.439838,0.061096,-0.378742,-0.017888,-0.016854,0.001035,0.001035,0.000000,0.001035,-0.378742,0.088378,213.451,1.846382,14.631,0.853105,2,4
1,31,2,16,347,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2356,5.781,0.869,-0.339408,-0.351681,-0.012274,0.061096,0.054408,-0.006688,-0.016854,-0.016866,-0.000012,-0.000012,0.000000,-0.000012,-0.006688,0.012274,213.365,1.842101,14.545,0.848824,1,2
1,31,2,17,387,PART_CHANGE+WIDTH_CHANGE,2352;2356,7.000,5.548,-0.739988,-0.750740,-0.010752,0.348720,0.102664,-0.246056,-0.041307,-0.043894,-0.002587,-0.002587,0.000000,-0.002587,-0.246056,0.010752,208.070,1.572809,9.249,0.579533,4,4
1,31,2,18,395,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2352,0.997,4.067,-0.790310,-0.810329,-0.020020,0.145621,0.157072,0.011451,-0.043296,-0.041940,0.001357,0.001357,0.000000,0.001357,0.011451,0.020020,206.513,1.490779,7.693,0.497503,1,2
1,31,2,19,410,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2339;2352,24.738,4.700,-0.897408,-0.730664,0.166745,0.331390,-0.168917,-0.500307,-0.048591,-0.010644,0.037946,0.037946,0.000000,0.037946,-0.500307,-0.166745,203.415,1.316848,4.594,0.323571,2,4
1,31,2,20,411,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2339,0.967,16.541,-0.730664,-0.608691,0.121972,-0.168917,-0.205319,-0.036401,-0.010644,-0.012423,-0.001779,-0.001779,0.000000,-0.001779,-0.036401,-0.121972,203.240,1.314303,4.420,0.321026,1,2
1,31,2,21,435,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2339;2352,24.737,4.668,0.176225,0.124801,-0.051424,0.267382,-0.047998,-0.315380,0.016515,0.007137,-0.009379,-0.009379,0.000000,-0.009379,-0.315380,0.051424,202.356,1.315013,3.535,0.321736,2,4
1,31,2,22,437,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2352,0.968,7.159,0.109809,0.094975,-0.014834,-0.042040,-0.044624,-0.002584,0.006258,0.004908,-0.001350,-0.001350,0.000000,-0.001350,-0.002584,0.014834,202.414,1.318309,3.593,0.325032,1,2
1,31,2,23,449,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2339;2352,24.737,4.685,-0.063516,-0.011048,0.052468,0.019420,-0.012956,-0.032376,-0.005551,-0.000837,0.004714,0.004714,0.000000,0.004714,-0.032376,-0.052468,202.473,1.315959,3.652,0.322682,2,4
1,32,1,1,241,START,2366,1.000,3.859,0.000000,-0.122340,-0.122340,11.049843,1.187455,-9.862388,0.000000,-0.317321,-0.317321,-0.339592,0.022271,-0.317321,-9.862388,0.122340,195.000,0.000000,0.000,0.000000,2,2
1,32,2,1,250,START,2364,2.174,4.149,-0.118727,-0.277904,-0.159178,1.699349,1.052504,-0.646845,-0.307949,-0.279258,0.028690,0.031131,-0.002441,0.028690,-0.646845,0.159178,194.730,-0.700718,0.000,0.000000,1,2
1,32,3,1,271,START,2359;2360,2.231,29.066,-0.257865,-0.223681,0.034184,2.311944,1.328832,-0.983112,-0.259122,-0.167739,0.091382,0.304608,-0.213225,0.091382,-0.983112,-0.034184,193.333,-2.103974,0.000,0.000000,3,4
1,32,3,2,272,RESPONSE,2359;2360,2.222,27.956,-0.223681,-0.153406,0.070275,1.328832,0.662719,-0.666113,-0.167739,-0.110341,0.057398,0.191326,-0.133928,0.057398,-0.666113,-0.070275,193.277,-2.146584,-0.057,-0.042610,4,4
1,32,3,3,273,RESPONSE,2359;2360,2.214,27.197,-0.153406,0.056171,0.209577,0.662719,0.102815,-0.559903,-0.110341,-0.076044,0.034298,0.114325,-0.080028,0.034298,-0.559903,-0.209577,193.238,-2.174614,-0.096,-0.070639,4,4
1,32,3,4,276,PART_CHANGE,2359,1.400,26.430,0.016977,-0.045038,-0.062015,-0.196912,-0.168787,0.028125,-0.036180,-0.026983,0.009197,0.030656,-0.021459,0.009197,0.028125,0.062015,193.289,-2.216301,-0.044,-0.112326,1,2
