run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,1,complete,80,19,60,4.348,1775.255,7.415,3,12,0.713,20,10,1.45576,-0.17476,-0.074409,1.45576,-10.95958,-0.074409,2.30575,1.08829,0.119402,30.98599999999999,19.13900000000001,1.097365,2.5930000000000177,52,1,0,88,176,88,91,83
3,2,complete,80,19,60,4.144,971.803,3.723,6,8,-1.594,8,4,1.87831,-0.71271,-0.144808,1.87831,-11.51822,-0.144808,2.62593,2.17441,0.150611,54.90299999999999,18.497000000000014,2.110805,3.687000000000012,61,1,0,83,166,83,90,76
3,3,complete,81,20,60,6.218,2680.781,8.535,8,61,-10.188,16,8,0.00022,0,0,0.01213,0,0,0.81803,0.30339,0.016809,4.790999999999997,2.670000000000016,0.050903,2.670000000000016,40,1,0,89,178,89,93,68
3,4,complete,80,19,60,2.636,378.793,10.821,9,11,-3.944,14,7,0.78248,-0.58078,0.164027,0.78248,-11.38529,0.164027,1.08756,2.12237,0.164027,13.707999999999998,23.216999999999985,1.300597,3.069999999999993,47,1,0,54,108,54,54,62
3,5,complete,80,19,60,4.202,918.333,0.519,9,11,8.374,6,3,-0.77605,-0.27891,-0.103724,-0.77605,-11.08427,-0.103724,1.67931,1.90415,0.106515,33.004999999999995,18.286999999999978,2.028133,0,58,1,0,84,168,84,91,85
3,6,complete,80,19,60,4.956,1754.612,4.805,35,37,1.422,20,10,-0.32943,-0.97231,-0.055691,-0.32943,-11.77683,-0.055691,2.05188,2.30247,0.165971,67.958,24.372000000000014,2.1249569999999998,4.906999999999982,,0,1,63,126,63,66,67
3,7,complete,80,19,60,4.74,1831.832,2.853,4,42,5.897,26,13,1.2884,-0.46481,-0.040411,1.2884,-11.33354,-0.040411,2.10335,0.77399,0.119447,44.271000000000015,7.895000000000039,0.822161,7.895000000000039,,0,1,102,204,102,107,84
3,8,complete,80,19,60,5.508,2566.696,2.475,5,8,-24.468,8,4,3.27044,0.68436,0.063221,3.27044,-10.12021,0.063221,3.27044,0.68436,0.063221,30.186000000000007,12.524999999999977,0.621344,0,61,1,0,68,136,68,69,57
3,9,complete,80,19,60,5.038,2670.843,2.201,5,9,-32.175,10,5,3.84059,1.19272,0.057766,3.84059,-9.61243,0.057766,3.84059,1.19272,0.057766,42.92400000000001,11.63900000000001,0.627742,0,46,1,0,78,156,78,82,79
3,10,complete,80,19,60,6.51,5147.624,3.157,50,53,3.677,14,7,0.78899,-0.5265,0.009813,0.78899,-11.39518,0.009813,0.78899,0.5265,0.010033,1.813999999999993,2.190999999999974,0.034495,2.190999999999974,36,1,0,97,194,97,102,84
3,11,complete,81,20,60,7.92,8547.864,7.191,25,42,2.117,16,8,-0.04128,0,0,0.12138,0.05074,0.001937,0.6537,0.15538,0.009837,2.0010000000000048,3.365000000000009,0.017075,3.365000000000009,37,1,0,78,156,78,80,67
3,12,complete,81,20,60,3.718,2601.283,4.837,6,8.053,-18.821,5,3,1.80047,0.37674,0.028123,-0.96245,-0.16526,-0.01176,1.80047,0.39199,0.028123,11.527000000000015,5.63900000000001,0.27301600000000004,0,42,1,0,65,130,65,66,71
3,13,complete,81,20,60,4.536,3981.248,4.575,14,81,-4.609,30,28,0,0,0,0,-11.14813,0,0.02787,0,0.000963,0.5,15.782999999999959,0.006218,15.782999999999959,37,1,0,57,114,57,60,65
3,14,complete,81,20,60,7.566,7101.376,6.276,25,44.009,-2.941,11,6,0.17514,-0.05471,0.002274,-0.28655,0.12733,-0.003631,0.17514,0.05471,0.002274,0.568000000000012,2.4189999999999827,0.005046,2.4189999999999827,37,1,0,71,142,71,80,78
