piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px
"32","falling","0","5.0","","195.000","97.998","0.00000","0.85726","0.85726","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","0.31667","0.000000","0.00000","0.54060","0.000000","","","","","0","0","0","0","","","",""
"32","falling","1","19.0","","195.000","102.069","0.00000","1.59772","1.59772","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","1.07979","0.000000","0.00000","0.51793","0.000000","","","","","0","0","0","0","","","",""
"32","falling","2","36.0","","195.000","108.619","0.00000","2.35147","2.35147","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","1.85661","0.000000","0.00000","0.49486","0.000000","","","","","0","0","0","0","","","",""
"32","falling","3","53.0","","195.000","117.153","0.00000","3.05752","3.05752","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","2.58428","0.000000","0.00000","0.47325","0.000000","","","","","0","0","0","0","","","",""
"32","falling","4","69.0","","195.000","127.931","0.00000","3.74624","3.74624","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","3.29408","0.000000","0.00000","0.45217","0.000000","","","","","0","0","0","0","","","",""
"32","falling","5","86.0","","195.000","140.703","0.00000","4.40428","4.40428","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","3.97226","0.000000","0.00000","0.43202","0.000000","","","","","0","0","0","0","","","",""
"32","falling","6","103.0","","195.000","155.067","0.00000","5.02068","5.02068","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","4.60753","0.000000","0.00000","0.41316","0.000000","","","","","0","0","0","0","","","",""
"32","falling","7","119.0","","195.000","171.530","0.00000","5.62195","5.62195","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","5.22720","0.000000","0.00000","0.39475","0.000000","","","","","0","0","0","0","","","",""
"32","falling","8","136.0","","195.000","189.735","0.00000","6.19644","6.19644","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","5.81927","0.000000","0.00000","0.37717","0.000000","","","","","0","0","0","0","","","",""
"32","falling","9","153.0","","195.000","209.188","0.00000","6.73457","6.73457","0.000000","0.000000","0","0","2.09200","204.507","2.907","1.000","1.000","2.000","3.000","4.000","0.000","0.000","0","0","2.0219","65","130","65","69","61","0.00000","6.37388","0.000000","0.00000","0.36070","0.000000","","","","","0","0","0","0","","","",""
