run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
2,1,complete,119,58,60,4.348,1775.255,7.415,3,3,11,12,12,3,-0.787,4,2,10.84285,0.038163,-0.017958,0.368967,0.38692499999999996,193.173,201.576,8.402999999999992,,0,1,88,176,88,91,83
2,2,complete,120,59,60,4.144,971.803,3.723,6,6,6,7,10,8,-1.594,8,4,10.92589,0.058989,-0.279821,0.296745,0.5765659999999999,186.235,196.517,10.281999999999982,,0,1,83,166,83,90,76
2,3,complete,121,60,60,6.218,2680.781,8.535,8,8,60,61,61,61,-10.188,18,9,11.04148,0.026888,-0.049055,0.084184,0.133239,184.598,195.037,10.438999999999993,,0,1,89,178,89,93,68
2,4,complete,120,59,60,2.636,378.793,10.821,9,9,10,11,11,11,-3.944,14,7,10.92448,0.087295,-1.022041,0.033655,1.055696,176.458,209.522,33.06399999999999,,0,1,54,108,54,54,62
2,5,complete,120,59,60,4.202,918.333,0.519,9,9,11,12,16,9,8.374,4,2,10.93163,0.093296,-0.420445,0.153387,0.573832,165.865,195,29.13499999999999,,0,0,84,168,84,91,85
2,6,complete,120,59,60,4.956,1754.612,4.805,35,35,35,37,39,37,1.422,16,8,10.92492,0.091397,-0.065436,0.334284,0.39972,185.504,196.489,10.985000000000014,,0,1,63,126,63,66,67
2,7,complete,120,59,60,4.74,1831.832,2.853,4,4,5,7,12,42,5.897,24,12,10.98769,0.043027,-0.035479,0.190858,0.226337,195,236.051,41.05099999999999,,0,1,102,204,102,107,84
2,8,complete,120,59,60,5.508,2566.696,2.475,5,5,6,10,22,6,-24.468,6,3,10.92473,0.06073,0,0.576596,0.576596,195,208.487,13.486999999999995,,0,1,68,136,68,69,57
2,9,complete,120,59,60,5.038,2670.843,2.201,5,5,7,9,37,7,-33.175,6,3,10.9253,0.023121,0,0.60084,0.60084,195,215.047,20.046999999999997,,0,1,78,156,78,82,79
2,10,complete,120,59,60,6.51,5147.624,3.157,50,50,52,53,55,53,3.677,18,9,11.02185,0.008799,-0.026425,0.007825,0.03425,194.934,195.712,0.7779999999999916,,0,1,97,194,97,102,84
2,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,31,-1.496,10,5,10.99452,0.002274,-0.007915,0.002347,0.010262,194.847,195.195,0.34799999999998477,,0,1,78,156,78,80,67
2,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04092,0.02399,0,0.349439,0.349439,195,208.488,13.488,,0,1,65,130,65,66,71
2,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,48,12.891,22,11,11.15507,0.016047,-0.026307,0,0.026307,192.982,195,2.0180000000000007,,0,1,57,114,57,60,65
2,14,complete,120,59,60,7.566,7101.376,6.276,25,25,30,43,64,20,-5.596,2,1,10.96719,0.004117,0,0.018589,0.018589,194.27,195.676,1.4059999999999775,,0,1,71,142,71,80,78
2,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,25,34,6.756,20,10,11.04196,0.019901,-0.434828,0,0.434828,188.94,195,6.060000000000002,,0,1,55,110,55,55,49
2,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,10,5,11.14852,0.007938,-0.210907,0,0.210907,189.423,195,5.576999999999998,,0,1,49,98,49,49,48
2,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.14846,0.005364,-0.116392,0,0.116392,191.203,195,3.796999999999997,,0,1,58,116,58,59,60
2,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,22,-0.896,26,13,10.99452,0.098748,-0.098006,0.414318,0.512324,194.041,209.842,15.801000000000016,,0,1,86,172,86,97,82
2,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.92516,0.046153,-0.966805,0,0.966805,174.028,195,20.97200000000001,,0,1,72,144,72,73,59
2,20,complete,119,58,60,4.246,1052.603,1.069,5,5,5,6,27,5,1.859,4,2,10.91925,0.059807,-0.5981,0.012868,0.610968,194.484,208.442,13.957999999999998,,0,1,122,244,122,127,82
2,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.04155,0,0,0,0,195,195.001,0.0010000000000047748,,0,1,50,100,50,50,44
2,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,7,15,15,-2.468,14,7,11.04092,0.046327,-0.028505,0.409534,0.438039,186.894,196.395,9.501000000000005,,0,1,67,134,67,70,54
2,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.15506,0.005825,-0.015924,0.0006,0.016524,194.242,195.054,0.8120000000000118,,0,1,71,142,71,78,70
2,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.140627,-0.596822,0,0.596822,172.547,195,22.453000000000003,,0,1,66,132,66,67,62
2,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.92469,0.110938,-0.053355,0.856503,0.9098580000000001,195,220.155,25.155,,0,1,85,170,85,88,80
2,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,23,43,-3.504,24,12,11.04092,0.056866,-0.010281,0.365644,0.375925,195,210.961,15.961000000000013,,0,1,76,152,76,82,72
2,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.92448,0.024027,-0.285054,0,0.285054,165.518,195,29.482,,0,1,66,132,66,70,66
