run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,36,1,1,238,START,2605,3.000,19.524,0.000000,0.087756,0.087756,11.024588,4.682768,-6.341820,0.000000,0.096561,0.096561,0.257496,-0.160935,0.096561,-6.341820,-0.087756,195.000,0.000000,0.000,0.000000,2,2
1,36,1,2,240,RESPONSE,2605,3.051,21.670,0.183306,0.369211,0.185905,3.068970,2.605168,-0.463803,0.120311,0.126959,0.006648,0.006648,0.000000,0.006648,-0.463803,-0.185905,195.069,0.055091,0.069,0.055091,2,2
1,36,1,3,241,RESPONSE,2605,3.074,22.825,0.000000,0.555266,0.555266,2.605168,2.525881,-0.079287,0.000000,0.045094,0.045094,0.117342,-0.072247,0.045094,-0.079287,-0.555266,195.157,0.085451,0.157,0.085451,1,2
1,36,1,4,242,RESPONSE,2605,3.082,23.230,0.555266,0.723010,0.167745,2.525881,1.710962,-0.814919,0.045094,0.055808,0.010713,0.027806,-0.017093,0.010713,-0.814919,-0.167745,195.290,0.096235,0.290,0.096235,2,2
1,36,1,5,243,RESPONSE,2605,3.091,23.728,0.723010,0.886384,0.163374,1.710962,1.377453,-0.333509,0.055808,0.061000,0.005193,0.005193,0.000000,0.005193,-0.333509,-0.163374,195.463,0.109580,0.463,0.109580,1,2
1,36,1,6,244,RESPONSE,2605,3.101,24.267,0.886384,1.085597,0.199212,1.377453,1.243036,-0.134417,0.061000,0.054110,-0.006890,-0.006890,0.000000,-0.006890,-0.134417,-0.199212,195.675,0.124168,0.675,0.124168,1,2
1,36,1,7,245,RESPONSE,2605,3.109,24.770,0.000000,1.219751,1.219751,1.243036,1.171985,-0.071050,0.000000,0.019331,0.019331,0.049743,-0.030412,0.019331,-0.071050,-1.219751,195.951,0.137913,0.951,0.137913,1,2
1,36,1,8,249,RESPONSE,2605,3.127,25.982,0.000000,1.273115,1.273115,0.908289,0.935922,0.027633,0.000000,0.015178,0.015178,0.038835,-0.023657,0.015178,0.027633,-1.273115,197.211,0.171544,2.211,0.171544,1,2
1,36,1,9,278,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2604;2605;2611,12.075,30.624,1.443177,1.613765,0.170588,1.721880,1.455059,-0.266821,0.051200,0.058132,0.006932,0.006932,0.000000,0.006932,-0.266821,-0.170588,206.917,0.462294,11.917,0.462294,3,6
1,36,1,10,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2604;2611,3.583,26.749,1.613765,1.612067,-0.001698,1.455059,1.495769,0.040710,0.058132,0.058813,0.000680,0.000680,0.000000,0.000680,0.040710,0.001698,207.303,0.476195,12.303,0.476195,2,4
1,36,1,11,280,PART_CHANGE+WIDTH_CHANGE,2611,0.471,25.563,1.612067,1.610206,-0.001861,1.495769,1.535929,0.040160,0.058813,0.059543,0.000730,0.000730,0.000000,0.000730,0.040160,0.001861,207.688,0.490260,12.688,0.490260,1,2
1,36,1,12,294,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2611;2624;2626,11.287,25.566,1.482300,1.711679,0.229379,2.163994,1.702761,-0.461233,0.070175,0.082665,0.012490,0.012490,0.000000,0.012490,-0.461233,-0.229379,213.152,0.716567,18.152,0.716567,3,6
1,36,1,13,295,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624;2626,2.085,21.376,1.711679,1.687120,-0.024559,1.702761,1.756389,0.053629,0.082665,0.083612,0.000947,0.000947,0.000000,0.000947,0.053629,0.024559,213.587,0.737566,18.587,0.737566,2,4
1,36,1,14,297,PART_CHANGE+WIDTH_CHANGE,2624;2626;2628,3.532,21.494,1.662115,1.675785,0.013670,1.810368,1.784281,-0.026088,0.084544,0.087345,0.002802,0.002802,0.000000,0.002802,-0.026088,-0.013670,214.437,0.780282,19.437,0.780282,3,6
1,36,1,15,298,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2626;2628;2658;2660;2662;2663;2665;2666,42.444,1.044,1.675785,0.863156,-0.812629,1.784281,-0.850425,-2.634705,0.087345,0.044509,-0.042837,-0.042837,0.000000,-0.042837,-2.634705,0.812629,214.863,0.802470,19.863,0.802470,8,16
1,36,1,16,299,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2658;2660;2662;2665;2666,6.381,14.642,0.863156,0.864228,0.001072,-0.850425,-0.776338,0.074086,0.044509,0.044142,-0.000366,-0.000366,0.000000,-0.000366,0.074086,-0.001072,215.082,0.813776,20.082,0.813776,5,10
1,36,1,17,300,PART_CHANGE+WIDTH_CHANGE,2662;2665;2666,3.561,15.840,0.864228,0.854498,-0.009730,-0.776338,-0.730551,0.045788,0.044142,0.043223,-0.000919,-0.000919,0.000000,-0.000919,0.045788,0.009730,215.302,0.824989,20.302,0.824989,3,6
1,36,1,18,301,PART_CHANGE+WIDTH_CHANGE,2665;2666,2.154,16.332,0.854498,0.838418,-0.016080,-0.730551,-0.701717,0.028834,0.043223,0.041998,-0.001225,-0.001225,0.000000,-0.001225,0.028834,0.016080,215.519,0.835969,20.519,0.835969,2,4
1,36,1,19,302,PART_CHANGE+WIDTH_CHANGE,2666,0.749,16.828,0.838418,0.822085,-0.016333,-0.701717,-0.672079,0.029637,0.041998,0.040853,-0.001145,-0.001145,0.000000,-0.001145,0.029637,0.016333,215.732,0.846637,20.732,0.846637,1,2
1,36,1,20,403,PART_CHANGE+WIDTH_CHANGE,2665;2666,2.140,16.779,-0.783911,-0.808216,-0.024305,0.673226,0.649923,-0.023302,-0.039751,-0.041422,-0.001672,-0.001672,0.000000,-0.001672,-0.023302,0.024305,215.039,0.812905,20.039,0.812905,2,4
1,36,1,21,405,PART_CHANGE+WIDTH_CHANGE,2660;2662;2665;2666,4.954,15.758,-0.817606,-0.855434,-0.037828,0.671106,0.592079,-0.079027,-0.042234,-0.044588,-0.002353,-0.002353,0.000000,-0.002353,-0.079027,0.037828,214.638,0.792271,19.638,0.792271,4,8
1,36,1,22,406,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2624;2626;2628;2658;2660;2662;2665;2666,41.716,2.415,-0.855434,-0.468248,0.387186,0.592079,-0.291746,-0.883825,-0.044588,-0.012522,0.032066,0.032066,0.000000,0.032066,-0.883825,-0.387186,214.421,0.780945,19.421,0.780945,8,16
1,36,1,23,407,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624;2626;2628,3.530,21.446,-0.468248,-0.379381,0.088868,-0.291746,-0.290928,0.000818,-0.012522,-0.012528,-0.000006,-0.000006,0.000000,-0.000006,0.000818,-0.088868,214.302,0.777764,19.302,0.777764,3,6
1,36,1,24,417,PART_CHANGE+WIDTH_CHANGE,2624;2626,2.099,21.729,-0.069061,-0.047074,0.021987,-0.079866,-0.054349,0.025517,-0.003504,-0.002386,0.001118,0.001118,0.000000,0.001118,0.025517,-0.021987,213.836,0.755578,18.836,0.755578,2,4
1,36,1,25,429,PART_CHANGE+WIDTH_CHANGE,2624;2626;2628,3.522,21.246,0.197222,0.222193,0.024970,0.217454,0.229285,0.011831,0.010098,0.011329,0.001231,0.001231,0.000000,0.001231,0.011831,-0.024970,214.064,0.767211,19.064,0.767211,3,6
1,36,1,26,435,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2624;2626;2628;2658;2660;2662;2665;2666,41.721,2.546,0.318802,0.148790,-0.170012,0.341845,-0.130274,-0.472119,0.016678,0.007555,-0.009123,-0.009123,0.000000,-0.009123,-0.472119,0.170012,214.464,0.787973,19.464,0.787973,8,16
1,36,1,27,436,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2658;2660;2662;2665;2666,6.367,15.095,0.148790,0.123862,-0.024928,-0.130274,-0.113589,0.016685,0.007555,0.006465,-0.001090,-0.001090,0.000000,-0.001090,0.016685,0.024928,214.502,0.789893,19.502,0.789893,5,10
1,36,1,28,452,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624;2626;2628;2658;2660;2662;2665;2666,41.720,2.513,-0.143794,-0.035636,0.108157,0.089827,-0.043654,-0.133481,-0.007518,-0.001869,0.005649,0.005649,0.000000,0.005649,-0.133481,-0.108157,214.431,0.786189,19.431,0.786189,8,16
1,37,1,1,238,START,2671;2675,9.000,13.930,0.000000,-0.172106,-0.172106,11.002568,3.871887,-7.130681,0.000000,-0.400276,-0.400276,-0.400276,0.000000,-0.400276,-7.130681,0.172106,195.000,0.000000,0.000,0.000000,4,4
1,37,2,1,253,START,2684;2687,3.971,5.040,-0.163337,-0.498765,-0.335428,4.618186,-1.259940,-5.878127,-0.379880,-0.259156,0.120724,0.132027,-0.011303,0.120724,-5.878127,0.335428,194.376,-1.451125,0.000,0.000000,3,4
1,37,3,1,270,START,2683;2693;2697;2701;2702,6.160,18.683,-0.469525,-0.921053,-0.451528,-0.100423,-1.870912,-1.770489,-0.243963,-0.082963,0.161000,0.209100,-0.048100,0.161000,-1.770489,0.451528,192.315,-2.522149,0.000,0.000000,6,10
1,37,3,2,271,PART_CHANGE+WIDTH_CHANGE,2683;2693,1.953,20.154,-0.921053,-1.070164,-0.149110,-1.870912,-1.792922,0.077990,-0.082963,-0.064388,0.018575,0.018575,0.000000,0.018575,0.077990,0.149110,192.081,-2.543224,-0.234,-0.021075,2,4
1,37,3,3,272,PART_CHANGE+WIDTH_CHANGE+RESPONSE,2683,0.550,20.358,-1.070164,-1.259830,-0.189666,-1.792922,-1.715231,0.077691,-0.064388,-0.057309,0.007079,0.023598,-0.016518,0.007079,0.077691,0.189666,191.809,-2.559580,-0.506,-0.037431,1,2
1,37,4,1,296,START,2683,7.027,12.939,-1.155623,-1.166155,-0.010532,-0.041598,-0.318862,-0.277264,-0.052568,-0.036985,0.015584,0.015584,0.000000,0.015584,-0.277264,0.010532,184.594,-2.887768,0.000,0.000000,1,2
1,37,4,2,447,WIDTH_CHANGE+OFFSET_CHANGE,2683,0.363,6.279,-0.590856,-0.597863,-0.007007,0.110175,0.114248,0.004073,-0.014550,-0.014830,-0.000280,-0.000280,0.000000,-0.000280,0.004073,0.007007,161.431,-3.512940,-23.164,-0.625172,1,2
1,37,4,3,464,PART_CHANGE+WIDTH_CHANGE,2683;2693,2.665,7.794,-0.752930,-0.740612,0.012318,0.186152,0.130939,-0.055213,-0.016829,-0.021441,-0.004612,-0.004612,0.000000,-0.004612,-0.055213,-0.012318,158.654,-3.585415,-25.941,-0.697647,2,4
1,37,4,4,474,PART_CHANGE+WIDTH_CHANGE,2693,0.477,8.604,-0.845660,-0.828221,0.017439,0.163031,0.195662,0.032630,-0.021035,-0.024170,-0.003135,-0.003135,0.000000,-0.003135,0.032630,-0.017439,156.686,-3.639252,-27.909,-0.751484,1,2
1,37,4,5,509,PART_CHANGE+WIDTH_CHANGE,2693;2697,2.102,16.785,-1.241773,-1.270963,-0.029190,0.675806,0.644970,-0.030836,-0.038519,-0.040219,-0.001700,-0.001700,0.000000,-0.001700,-0.030836,0.029190,147.710,-3.900107,-36.885,-1.012339,2,4
1,37,4,6,511,PART_CHANGE+WIDTH_CHANGE,2693;2697;2701,3.530,16.695,-1.271432,-1.320026,-0.048594,0.695533,0.649415,-0.046117,-0.040342,-0.040244,0.000098,0.000098,0.000000,0.000098,-0.046117,0.048594,147.102,-3.919372,-37.493,-1.031604,3,6
