piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px
"8","falling","0","5.0","","195.000","99.175","0.00000","1.08367","1.08367","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","0.55000","0.000000","0.00000","0.53367","0.000000","","","","","0","0","0","0","","","",""
"8","falling","1","12.0","","195.000","103.167","0.00000","1.72328","1.72328","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","1.20920","0.000000","0.00000","0.51409","0.000000","","","","","0","0","0","0","","","",""
"8","falling","2","29.0","","195.000","110.080","0.00000","2.47144","2.47144","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","1.98025","0.000000","0.00000","0.49119","0.000000","","","","","0","0","0","0","","","",""
"8","falling","3","46.0","","195.000","119.161","0.00000","3.18626","3.18626","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","2.71696","0.000000","0.00000","0.46931","0.000000","","","","","0","0","0","0","","","",""
"8","falling","4","62.0","","195.000","130.066","0.00000","3.85586","3.85586","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","3.40705","0.000000","0.00000","0.44881","0.000000","","","","","0","0","0","0","","","",""
"8","falling","5","79.0","","195.000","143.156","0.00000","4.50902","4.50902","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","4.08020","0.000000","0.00000","0.42882","0.000000","","","","","0","0","0","0","","","",""
"8","falling","6","96.0","","195.000","158.137","0.00000","5.13308","5.13308","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","4.72336","0.000000","0.00000","0.40972","0.000000","","","","","0","0","0","0","","","",""
"8","falling","7","113.0","","195.000","174.571","0.00000","5.71765","5.71765","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","5.32583","0.000000","0.00000","0.39182","0.000000","","","","","0","0","0","0","","","",""
"8","falling","8","129.0","","195.000","193.052","0.00000","6.28787","6.28787","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","5.91350","0.000000","0.00000","0.37437","0.000000","","","","","0","0","0","0","","","",""
"8","falling","9","146.0","","195.000","213.186","0.00000","6.83269","6.83269","0.000000","0.000000","0","0","5.50800","2566.696","2.475","5.000","5.000","6.000","10.000","22.000","0.000","0.000","0","0","1.4251","68","136","68","69","57","0.00000","6.47500","0.000000","0.00000","0.35769","0.000000","","","","","0","0","0","0","","","",""
