run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
7,6,1,1,238,START,16848;16850;16862;16866;16868,35.000,0.422,0.000000,-0.613681,-0.613681,11.017813,-1.148391,-12.166204,0.000000,-0.059618,-0.059618,-12.166204,0.613681,195.000,0.000000,0.000,0.000000,10,10
7,6,1,2,239,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,16862;16866,12.029,10.449,-0.613681,-1.258133,-0.644452,-1.148391,-1.073165,0.075226,-0.059618,0.018337,0.077956,0.075226,0.644452,194.844,-0.015145,-0.156,-0.015145,4,4
7,6,1,3,240,PART_CHANGE+WIDTH_CHANGE+RESPONSE,16862,11.010,10.138,-1.258133,-1.729021,-0.470888,-1.073165,-0.998226,0.074938,0.018337,0.075444,0.057106,0.074938,0.470888,194.525,-0.010486,-0.475,-0.010486,2,2
7,6,2,1,256,START,16850,2.479,4.940,-1.633907,-1.460503,0.173404,0.075403,-0.258991,-0.334394,0.071293,0.043434,-0.027860,-0.334394,-0.173404,187.792,0.283262,0.000,0.000000,1,2
7,6,2,2,257,RESPONSE,16850,2.493,4.487,-1.460503,-1.166492,0.294011,-0.258991,-0.191392,0.067599,0.043434,0.006681,-0.036752,0.067599,-0.294011,187.443,0.293649,-0.349,0.010387,1,2
7,6,3,1,261,START,16850,2.487,4.678,-1.037687,-0.983901,0.053786,0.009948,0.080743,0.070795,-0.008127,-0.014406,-0.006279,0.070795,-0.053786,186.402,0.289274,0.000,0.000000,1,2
7,6,3,2,304,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,16850;16862,34.092,0.705,-1.277893,-1.109226,0.168667,0.475926,-0.230967,-0.706894,-0.027187,-0.031765,-0.004578,-0.706894,-0.168667,174.903,0.039704,-11.498,-0.249570,2,4
7,6,3,3,305,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,16862,11.026,11.920,-1.109226,-0.956034,0.153191,-0.230967,-0.314658,-0.083691,-0.031765,-0.046715,-0.014950,-0.083691,-0.153191,174.638,0.032108,-11.763,-0.257166,1,2
7,6,3,4,464,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,16850;16862,34.097,0.826,0.947808,0.839808,-0.108000,0.154362,-0.217386,-0.371748,0.020996,0.013428,-0.007569,-0.371748,0.108000,175.811,0.042673,-10.591,-0.246601,2,4
7,6,3,5,465,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,16850,2.090,15.040,0.839808,0.794771,-0.045037,-0.217386,-0.217013,0.000373,0.013428,0.015146,0.001718,0.000373,0.045037,176.024,0.046084,-10.377,-0.243190,1,2
7,7,1,1,240,START,16911,2.000,13.103,0.000000,0.110352,0.110352,10.987297,3.115857,-7.871440,0.000000,0.125232,0.125232,-7.871440,-0.110352,195.000,0.000000,0.000,0.000000,2,2
7,7,1,2,241,RESPONSE,16911,2.031,14.473,0.110352,0.227991,0.117639,3.115857,2.122628,-0.993229,0.000000,0.060919,0.060919,-0.993229,-0.117639,195.028,0.031812,0.028,0.031812,2,2
7,7,1,3,242,RESPONSE,16911,2.045,15.135,0.227991,0.459453,0.231462,2.122628,1.099915,-1.022713,0.060919,0.074530,0.013610,-1.022713,-0.231462,195.086,0.047287,0.086,0.047287,2,2
