run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
7,31,1,240,241,2,18739;18750,195.000,195.067,0.067,481.611,481.654,0.043,0.000000,0.076240,0.076240,0.264885,0.394755,0.129871,1.074000,1.140725,0.066725,0.300128,0.211103,-0.089026,4.065,7.000,10.344,0.264885,240,7.000,6.863,-9.967411,-0.264885,0.300128,240,0.264885,0.394755,2
7,31,2,276,480,205,18790;18772;18786;18773,198.296,188.592,-9.704,500.844,503.523,2.679,1.802922,1.316137,-0.486785,0.509386,-0.000000,-0.509386,-0.416716,-0.000000,0.416716,0.073138,0.000000,-0.073138,0.949,27.611,24.883,0.181014,371,24.734,4.528,-0.534355,-0.181014,0.112678,276,0.181014,4.273489,13
7,32,1,242,243,2,18799;18800,195.000,194.936,-0.064,483.990,483.253,-0.737,0.000000,-0.058865,-0.058865,-0.265658,-0.416604,-0.150946,0.647063,0.711400,0.064337,-0.246156,-0.191021,0.055134,1.116,2.000,6.031,0.265658,242,2.000,3.359,-10.416242,0.265658,0.246156,242,0.265658,0.416604,2
7,32,2,254,359,106,18798;18805;18810;18822,193.800,162.981,-30.820,486.002,505.476,19.475,-0.579801,-1.725534,-1.145733,-0.581056,-1.496248,-0.915192,-0.061999,2.505395,2.567394,-0.110003,-0.096222,0.013781,0.988,4.000,28.257,0.198591,255,2.213,0.990,0.071070,0.198591,0.073877,254,0.198591,1.659665,8
7,32,3,361,496,136,18793;18794;18822,162.244,159.365,-2.879,505.817,506.335,0.518,-1.772899,-1.756323,0.016576,-1.462109,0.000003,1.462112,2.186823,0.000000,-2.186823,-0.048388,0.000000,0.048388,1.175,66.283,36.352,0.225924,373,66.282,3.933,-0.018462,-0.225924,0.047906,368,0.225924,1.544263,6
7,33,1,245,488,244,18864;18869;18868;18873;18917;18919,195.000,205.386,10.386,489.996,494.911,4.915,0.000000,0.413623,0.413623,0.104074,-0.130851,-0.234926,2.531510,-0.076243,-2.607753,0.109073,-0.005011,-0.114084,0.422,33.577,27.314,1.845636,253,6.081,11.799,0.023600,-1.845636,0.109073,245,1.845636,7.847055,21
7,34,1,241,242,2,18924;18926;18927,195.000,195.089,0.089,485.561,485.636,0.075,0.000000,0.043844,0.043844,0.371901,0.533068,0.161167,0.217165,0.283049,0.065885,0.183345,0.174423,-0.008921,2.042,18.000,18.690,0.371901,241,18.000,10.145,-10.859572,-0.371901,0.183345,241,0.371901,0.533068,2
7,34,2,264,267,4,18985,197.907,198.600,0.693,491.164,489.564,-1.600,0.966065,1.060529,0.094464,0.614590,1.513214,0.898623,-1.420740,-1.729550,-0.308810,0.134806,0.097029,-0.037777,0.823,0.873,18.476,0.382128,266,0.859,16.465,0.078045,-0.382128,0.026348,264,0.382128,1.020699,4
7,34,3,302,504,203,18989;18932;18925,210.977,218.339,7.362,485.770,486.693,0.923,1.854164,2.084926,0.230762,1.508928,0.110834,-1.398094,-0.000856,0.038581,0.039437,0.075844,0.004790,-0.071054,1.461,38.816,24.147,0.214915,327,38.811,5.629,-1.157943,0.214915,0.034416,327,0.214915,4.534586,7
7,35,1,247,248,2,18999;19003,195.000,194.726,-0.274,503.760,503.362,-0.399,0.000000,-0.015784,-0.015784,-1.080144,-1.087558,-0.007414,-0.041324,0.029667,0.070991,-0.062138,-0.061721,0.000416,5.015,14.000,9.060,1.080144,247,14.000,6.288,-11.293784,1.080144,0.062138,247,1.080144,1.087558,2
7,35,2,258,488,231,19003;19005;19011;19029;19031;18999,192.073,194.028,1.955,504.374,503.618,-0.755,-0.166348,-0.052803,0.113545,-1.015179,-0.315853,0.699327,0.126457,0.130945,0.004488,-0.060965,-0.018143,0.042822,0.181,33.513,29.374,0.243981,266,22.122,18.400,-0.744508,-0.243981,0.017301,266,0.243981,2.597016,14
