run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,1,complete,120,59,60,4.348,1775.255,7.415,3,12,0.713,20,10,0,0,0,-0.99099,-10.9328,0.037548,0.61511,0.15699,0.050762,3.38900000000001,3.018000000000029,0.206756,3.018000000000029,,0,1,88,176,88,91,83
3,2,complete,120,59,60,4.144,971.803,3.723,6,10,-2.594,12,6,-0.18321,0,0,-0.18321,-10.95352,0.121626,1.72722,2.38266,0.069983,16.211000000000013,20.495000000000005,1.295898,4.253000000000043,,0,1,83,166,83,90,76
3,3,complete,121,60,60,6.218,2680.781,8.535,8,61,-10.188,22,11,0.04109,0,0,0.04109,-11.04209,0,0.55647,0.26667,0.02178,2.055000000000007,3.6219999999999573,0.056557,3.6219999999999573,,0,1,89,178,89,93,68
3,4,complete,119,58,60,2.636,378.793,10.821,9,11,-3.944,12,6,0,0,0,1.34443,-10.95228,-0.027557,2.81033,2.46812,0.20589,43.696,34.249000000000024,2.415029,3.132000000000005,,0,1,54,108,54,54,62
3,5,complete,120,59,60,4.202,918.333,0.519,9,16,8.874,14,7,0,0,0,-2.2461,-11.64016,0.038507,3.24857,0.81429,0.079998,64.21600000000001,7.194000000000017,0.7439549999999999,4.911999999999978,,0,1,84,168,84,91,85
3,6,complete,120,59,60,4.956,1754.612,4.805,35,37,1.422,28,14,0,0,0,0.86774,-11.78724,0.029605,2.22473,0.93805,0.086006,39.58699999999999,4.743999999999971,0.23603000000000002,4.743999999999971,,0,1,63,126,63,66,67
3,7,complete,119,58,60,4.74,1831.832,2.853,4,5,-12.603,6,3,0,0.15878,0,1.58912,-10.74661,0.064269,2.12757,1.23496,0.110829,44.94200000000001,11.948999999999955,1.3874009999999999,2.266999999999996,,0,1,102,204,102,107,84
3,8,complete,120,59,60,5.508,2566.696,2.475,5,22,-20.468,18,9,0,0.3116,0,2.67328,-10.67608,0.031176,2.16005,0.62041,0.040779,19.63900000000001,11.149000000000001,0.551797,1.725999999999999,,0,1,68,136,68,69,57
3,9,complete,120,59,60,5.038,2670.843,2.201,5,36,-18.675,18,9,0,0.02474,0,2.68579,-10.94244,0.028193,2.13124,0.46589,0.02409,23.528999999999996,11.34899999999999,0.630517,1.8389999999999986,,0,1,78,156,78,82,79
3,10,complete,120,59,60,6.51,5147.624,3.157,50,8,23.177,2,1,0,1.10628,0,-2.25834,-9.86774,-0.051017,0.78043,1.10628,0.011443,9.610000000000014,2.774000000000001,0.083717,2.113999999999976,,0,1,97,194,97,102,84
3,11,complete,121,60,60,7.92,8547.864,7.191,25,49,2.504,28,14,-0.16297,0,-0.001941,-0.16297,-11.10664,-0.001941,0.16297,0,0.002389,0.5529999999999973,5.466000000000008,0.016224,5.466000000000008,,0,1,78,156,78,80,67
