run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,16,1,247,248,2,1171;1176,195.000,194.937,-0.063,500.245,500.016,-0.229,0.000000,-0.026836,-0.026836,-0.265190,-0.524525,-0.259334,0.548137,0.612830,0.064693,-0.112221,-0.106810,0.005411,6.025,12.000,13.361,0.265190,247,12.000,10.808,-10.674752,0.265190,0.112221,247,0.265190,0.524525,2
2,16,2,256,488,233,1172;1184;1192;1176;1171,193.885,194.325,0.441,501.570,502.271,0.701,-0.241011,-0.218871,0.022140,-0.508464,0.000000,0.508464,-1.139672,0.000000,1.139672,-0.025989,0.000000,0.025989,0.211,50.439,41.197,0.228773,390,50.439,16.077,-0.399245,-0.228773,0.077994,256,0.228773,2.764963,22
2,17,1,244,245,2,1218;1226,195.000,194.922,-0.078,494.579,494.177,-0.401,0.000000,-0.017957,-0.017957,-0.307786,-0.626534,-0.318748,0.020344,0.091100,0.070756,-0.070692,-0.062074,0.008618,5.017,19.000,9.747,0.318748,245,5.017,8.220,0.070756,0.318748,0.070692,244,0.318748,0.626534,2
2,17,2,253,484,232,1219;1218,193.702,196.485,2.783,494.731,494.354,-0.377,-0.138829,-0.046769,0.092060,-0.676965,0.564127,1.241092,-0.611061,-0.137495,0.473566,-0.040040,0.021151,0.061191,0.362,29.272,12.055,0.102756,471,29.272,1.145,-0.684711,0.102756,0.020446,253,0.102756,2.070950,5
2,18,1,241,242,2,1289;1290;1304,195.000,195.104,0.104,478.771,478.238,-0.534,0.000000,0.037831,0.037831,0.410694,0.705401,0.294707,-1.006470,-0.931787,0.074683,0.148925,0.076892,-0.072033,5.996,18.000,2.896,0.410694,241,18.000,2.896,-12.015814,-0.410694,0.148925,241,0.410694,0.705401,2
2,18,2,306,548,243,1304;1312;1283;1306;1314;1281;1313;1285;1288;1324,205.129,211.800,6.671,497.355,499.797,2.442,1.130515,1.531433,0.400918,0.576417,-0.007622,-0.584039,3.091145,-0.000997,-3.092142,0.085678,0.003227,-0.082450,0.951,36.054,35.061,0.295403,373,17.393,3.351,-0.596343,0.295403,0.025787,310,0.295403,5.139554,27
2,19,1,239,240,2,1379;1385;1386,195.000,194.904,-0.096,480.359,479.975,-0.384,0.000000,-0.070071,-0.070071,-0.377058,-0.483368,-0.106310,1.583603,1.648379,0.064776,-0.275844,-0.257980,0.017864,7.053,9.000,13.687,0.377058,239,9.000,9.832,-9.442639,0.377058,0.275844,239,0.377058,0.483368,2
2,19,2,269,480,212,1406;1434;1431;1426,191.605,193.707,2.102,498.294,501.889,3.595,-1.830739,-1.649266,0.181473,-0.400305,0.057512,0.457817,0.927938,-0.021558,-0.949496,0.032140,0.002961,-0.029179,0.990,28.284,27.318,0.165178,272,6.806,25.584,-0.043556,-0.165178,0.264500,269,0.165178,4.853044,21
2,20,1,241,242,2,1472;1484,195.000,194.782,-0.218,479.465,478.906,-0.559,0.000000,0.020111,0.020111,-0.856291,-1.486443,-0.630152,-0.269119,-0.479324,-0.210204,0.079169,0.183521,0.104352,4.019,5.000,1.859,0.856291,241,5.000,1.859,-11.291976,0.856291,0.104352,242,0.856291,1.486443,2
2,20,2,294,536,243,1501;1506;1511;1514;1519;1530;1555;1558;1559;1556;1544;1495;1536;1547;1524,177.238,157.632,-19.606,493.831,497.316,3.485,2.186234,1.404628,-0.781607,-1.311365,0.144138,1.455503,1.061000,0.000854,-1.060146,-0.047561,0.004872,0.052433,0.905,32.647,26.558,0.156013,304,32.647,11.447,-1.654533,-0.156013,0.199047,294,0.156013,4.587185,19
