run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,21,1,240,480,241,1562;1563;1589;1590,195.000,195.316,0.316,483.845,483.342,-0.503,0.000000,0.000058,0.000058,-0.378360,-0.000005,0.378355,-0.272806,0.000002,0.272808,-0.010025,-0.000000,0.010025,-0.000000,0.000000,-0.000000,54.001,59.003,2.281,0.378360,240,59.000,2.192,-11.334439,0.378360,0.010025,240,0.378360,1.977815,4
1,22,1,243,245,3,1616;1618;1620,195.000,195.563,0.563,486.487,485.513,-0.974,0.000000,-0.075084,-0.075084,0.930850,1.819460,0.888610,0.011343,-0.080125,-0.091469,-0.130033,-0.217571,-0.087538,-0.399445,0.006023,-0.393422,4.064,6.000,3.657,1.819460,245,4.064,3.657,-0.080125,-1.819460,0.217571,245,1.819460,3.185696,3
1,22,2,286,288,3,1629;1633;1635;1642;1643;1645;1650,212.784,213.321,0.538,497.655,497.494,-0.161,-2.134319,-2.111478,0.022842,1.060179,1.051871,-0.008308,0.279866,0.419125,0.139259,0.045069,0.044684,-0.000385,0.231967,0.000000,0.231967,0.857,10.279,23.564,0.505993,286,10.279,23.564,-2.229143,0.505993,0.232352,286,0.505993,0.514300,3
1,22,3,299,484,186,1665;1668;1676;1663;1669;1643;1664,216.145,215.797,-0.347,499.751,499.786,0.035,-1.991541,-2.018959,-0.027418,0.977449,0.110942,-0.866507,-0.053854,-0.010076,0.043778,0.040066,0.005229,-0.034838,-0.037814,0.000000,-0.037814,0.899,28.632,25.323,0.120068,474,28.632,11.473,-0.018677,-0.120068,0.014428,335,0.120068,3.468758,16
1,23,1,244,482,239,1691;1714;1721,195.000,194.531,-0.469,494.620,494.172,-0.448,0.000000,-0.022173,-0.022173,0.214358,0.000000,-0.214358,-0.152820,0.000000,0.152820,0.007711,0.000000,-0.007711,0.000000,0.000000,0.000000,4.022,56.000,33.506,0.214358,244,56.000,8.098,-11.316278,-0.214358,0.009387,274,0.214358,1.187691,5
1,24,1,241,243,3,1758;1759;1761;1762;1765,195.000,194.591,-0.409,487.737,487.946,0.209,0.000000,-0.098480,-0.098480,-0.575074,-1.281858,-0.706784,2.137358,2.167967,0.030608,-0.209692,-0.171050,0.038642,-0.144970,-0.026080,-0.171050,2.187,9.000,15.310,0.575074,241,9.000,14.057,-8.966198,0.575074,0.209692,241,0.575074,1.281858,3
1,24,2,251,253,3,1815;1817;1818;1819,192.077,191.173,-0.903,492.412,491.867,-0.545,-0.434030,-0.471972,-0.037941,-1.780586,-1.900829,-0.120243,-0.836995,-0.693546,0.143448,-0.081487,-0.070037,0.011450,0.098439,-0.001879,0.096560,0.455,7.546,8.302,0.532094,251,7.546,7.570,-3.430564,0.532094,0.085110,251,0.532094,0.652337,3
1,24,3,258,492,235,1818;1819;1820;1821;1804;1808;1810;1811;1812;1813;1814;1816;1784;1799,188.833,152.328,-36.505,491.289,500.742,9.453,-0.558196,-1.834618,-1.276422,-1.888438,-0.000000,1.888438,-0.368278,-0.000000,0.368278,-0.066360,-0.000000,0.066360,0.068988,0.000000,0.068988,0.530,44.375,27.330,0.228168,336,44.375,8.190,-1.029105,-0.228168,0.080937,336,0.228168,3.627115,16
1,25,1,239,239,1,1825;1829;1832,195.000,195.000,0.000,478.489,478.489,0.000,0.000000,0.000000,0.000000,0.358630,0.358630,0.000000,-0.982793,-0.982793,0.000000,0.253215,0.253215,0.000000,0.253215,0.000000,0.253215,16.000,16.000,4.436,0.358630,239,16.000,4.436,-11.988730,-0.358630,0.253215,239,0.358630,0.358630,1
1,25,2,287,290,4,1878,198.930,199.368,0.437,486.576,486.239,-0.337,2.775120,2.822109,0.046989,0.432267,0.773691,0.341424,-0.517205,-0.308106,0.209099,0.095471,0.024606,-0.070865,-0.258549,0.070911,-0.187637,0.314,0.358,7.095,0.224880,288,0.336,6.268,0.072812,-0.224880,0.116772,287,0.224880,0.473090,2
1,25,3,294,528,235,1878;1830;1863;1869;1906;1908,200.126,162.875,-37.252,486.115,498.771,12.656,2.846243,1.503103,-1.343141,0.756374,-1.368339,-2.124713,-0.090590,0.324030,0.414620,0.023646,-0.061338,-0.084984,-0.085673,0.000000,-0.085673,0.222,28.299,25.432,0.086189,484,28.299,12.061,-1.723897,-0.086189,0.009922,502,0.086189,3.615488,13
