run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,26,1,242,243,2,1920;1935;1943,195.000,195.073,0.073,484.559,484.790,0.231,0.000000,0.084493,0.084493,0.286080,0.370797,0.084717,3.473966,3.531511,0.057545,0.332616,0.320611,-0.012005,0.320611,0.000000,0.320611,4.070,14.000,18.070,0.286080,242,14.000,17.004,-7.597736,-0.286080,0.332616,242,0.286080,0.370797,2
1,26,2,247,248,2,1911;1916;1919,195.431,195.623,0.192,487.957,487.568,-0.388,0.394240,0.444545,0.050305,0.804727,1.336665,0.531938,-1.432673,-1.360848,0.071824,0.210362,0.147581,-0.062780,-0.176814,0.007306,-0.169508,3.569,4.845,4.950,0.531938,248,3.569,2.650,0.071824,-0.531938,0.106727,247,0.531938,0.969942,2
1,26,3,297,488,192,1941;1944;1947;1949;1953;1954;1966;1983;1925;1979,210.556,199.523,-11.033,491.540,501.893,10.353,2.093270,1.673396,-0.419874,0.321321,0.000000,-0.321321,-0.203123,-0.000000,0.203123,0.016250,0.000000,-0.016250,-0.123228,0.000000,-0.123228,0.860,42.189,27.223,0.794778,297,11.030,20.526,-2.122620,0.794778,0.106978,297,0.794778,4.346263,15
1,27,1,239,480,242,1990;1991;2000;1992,195.000,182.844,-12.156,481.478,486.927,5.449,0.000000,-0.355522,-0.355522,-0.409529,0.000001,0.409530,2.213169,-0.000000,-2.213169,-0.163377,0.000000,0.163377,-0.362386,0.167568,-0.194817,1.041,47.167,23.902,1.441808,245,1.117,15.652,-0.010119,1.441808,0.163377,239,1.441808,6.575379,10
1,28,1,238,240,3,2059,195.000,195.079,0.079,480.961,482.153,1.192,0.000000,0.104853,0.104853,0.104162,0.357474,0.253312,3.463975,2.584716,-0.879259,0.200341,0.205772,0.005432,0.373627,-0.167855,0.205772,2.000,2.094,14.357,0.150135,240,2.094,14.357,-0.061666,-0.150135,0.200341,238,0.150135,0.357474,2
1,28,2,242,245,4,2058,195.250,195.711,0.461,482.903,482.322,-0.581,0.203091,0.259904,0.056813,0.460222,0.901787,0.441565,-0.427593,-0.500070,-0.072476,0.104589,0.022436,-0.082153,-0.232631,0.102470,-0.130160,2.161,2.190,10.391,0.901787,245,2.190,8.249,-0.500070,-0.901787,0.100443,242,0.901787,1.351162,4
1,28,3,253,480,228,2058;2076;2077;2148,197.506,240.638,43.132,481.958,497.897,15.940,0.304568,1.440508,1.135941,0.841153,0.000006,-0.841147,-0.130967,-0.000000,0.130967,0.020936,0.000000,-0.020936,-0.021842,0.000000,-0.021842,0.992,64.747,31.944,0.172172,440,64.747,0.340,-2.119450,0.172172,0.064973,440,0.172172,3.749489,10
1,29,1,242,484,243,2156;2158;2153;2192;2221;2223;2159;2169;2176;2226;2231;2184,195.000,129.985,-65.015,482.500,493.303,10.803,0.000000,-2.207299,-2.207299,-0.275644,-0.202519,0.073125,1.647519,-0.076413,-1.723932,-0.137553,-0.003518,0.134035,-0.274368,0.124522,-0.149846,0.616,33.833,25.260,1.314788,249,2.111,13.713,-0.004090,1.314788,0.137553,242,1.314788,7.458472,23
1,30,1,238,239,2,2243;2261,195.000,194.931,-0.069,478.793,478.703,-0.089,0.000000,-0.059542,-0.059542,-0.272992,-0.417008,-0.144016,0.345432,0.414944,0.069512,-0.234396,-0.214394,0.020002,-0.208522,-0.005871,-0.214394,5.051,11.000,10.386,0.272992,238,11.000,6.887,-10.672383,0.272992,0.234396,238,0.272992,0.417008,2
1,30,2,280,520,241,2259;2262;2268;2272;2292;2291;2289;2290;2280;2285;2287;2288,190.968,201.303,10.335,496.694,502.412,5.718,-2.096938,-1.570532,0.526406,-0.194208,0.000000,0.194208,0.660453,-0.000000,-0.660454,-0.017761,0.000000,0.017761,0.238313,-0.053890,0.184423,0.863,28.000,23.557,0.490067,347,28.000,0.357,-1.096087,0.490067,0.166661,280,0.490067,6.317739,29
