run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,36,1,1,238,START,2605,3.000,19.524,0.000000,0.087756,0.087756,11.024586,4.682767,-6.341819,0.000000,0.096561,0.096561,0.257496,-0.160935,0.096561,-6.341819,-0.087756,195.000,0.000000,0.000,0.000000,2,2
1,36,1,2,240,RESPONSE,2605,3.051,21.670,0.183306,0.369211,0.185905,3.068970,2.605167,-0.463803,0.120311,0.126959,0.006648,0.006648,0.000000,0.006648,-0.463803,-0.185905,195.069,0.055091,0.069,0.055091,2,2
1,36,1,3,241,RESPONSE,2605,3.074,22.825,0.000000,0.555266,0.555266,2.605167,2.525880,-0.079287,0.000000,0.045094,0.045094,0.117342,-0.072247,0.045094,-0.079287,-0.555266,195.157,0.085451,0.157,0.085451,1,2
1,36,1,4,242,RESPONSE,2605,3.082,23.230,0.555266,0.723010,0.167745,2.525880,1.710962,-0.814918,0.045094,0.055808,0.010713,0.027806,-0.017093,0.010713,-0.814918,-0.167745,195.290,0.096235,0.290,0.096235,2,2
1,36,1,5,243,RESPONSE,2605,3.091,23.728,0.723010,0.886384,0.163374,1.710962,1.377453,-0.333509,0.055808,0.061000,0.005193,0.005193,0.000000,0.005193,-0.333509,-0.163374,195.463,0.109580,0.463,0.109580,1,2
1,36,1,6,244,RESPONSE,2605,3.101,24.267,0.886384,1.085596,0.199212,1.377453,1.243036,-0.134417,0.061000,0.054110,-0.006890,-0.006890,0.000000,-0.006890,-0.134417,-0.199212,195.675,0.124168,0.675,0.124168,1,2
1,36,1,7,245,RESPONSE,2605,3.109,24.770,0.000000,1.219751,1.219751,1.243036,1.171985,-0.071050,0.000000,0.019331,0.019331,0.049743,-0.030412,0.019331,-0.071050,-1.219751,195.951,0.137913,0.951,0.137913,1,2
1,36,1,8,249,RESPONSE,2605,3.127,25.982,0.000000,1.273115,1.273115,0.908289,0.935922,0.027633,0.000000,0.015178,0.015178,0.038835,-0.023657,0.015178,0.027633,-1.273115,197.211,0.171544,2.211,0.171544,1,2
1,36,1,9,278,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2604;2605;2611,12.075,30.624,1.443180,1.613768,0.170588,1.721883,1.455061,-0.266821,0.051200,0.058132,0.006932,0.006932,0.000000,0.006932,-0.266821,-0.170588,206.917,0.462294,11.917,0.462294,3,6
1,36,1,10,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2604;2611,3.583,26.749,1.613768,1.612070,-0.001698,1.455061,1.495771,0.040710,0.058132,0.058813,0.000680,0.000680,0.000000,0.000680,0.040710,0.001698,207.303,0.476195,12.303,0.476195,2,4
