run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,31,1,240,241,2,2305;2316,195.000,195.063,0.063,481.611,481.585,-0.027,0.000000,0.070247,0.070247,0.264885,0.367141,0.102256,1.074001,1.136801,0.062800,0.293752,0.191298,-0.102454,0.576207,-0.091156,0.485051,4.060,7.000,10.112,0.264885,240,7.000,6.863,-9.967419,-0.264885,0.293752,240,0.264885,0.367141,2
1,31,2,277,279,3,2352;2356,198.148,198.492,0.344,501.845,501.245,-0.600,1.677552,1.717220,0.039668,0.624241,0.986248,0.362007,-0.693878,-0.555797,0.138080,0.093502,0.052978,-0.040524,-0.115474,0.000750,-0.114724,5.936,6.960,3.635,0.302387,277,6.960,3.568,-3.974714,-0.302387,0.074200,277,0.302387,0.664394,3
1,31,3,287,480,194,2356;2338;2352;2339,200.413,190.632,-9.781,500.720,503.518,2.798,1.820379,1.315471,-0.504908,0.946015,0.000000,-0.946015,-0.209241,0.000000,0.209241,0.047737,-0.000000,-0.047737,-0.051611,0.000000,-0.051611,0.947,27.611,24.887,0.165649,290,27.600,11.540,-0.253331,0.165649,0.040958,381,0.165649,3.966180,12
1,32,1,241,241,1,2366,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.173630,1.173630,0.000000,-0.312844,-0.312844,0.000000,-0.333736,0.020892,-0.312844,1.000,1.000,3.859,0.138110,241,1.000,3.859,-9.869463,0.138110,0.312844,241,0.138110,0.138110,1
1,32,2,249,249,1,2364,194.725,194.725,0.000,485.982,485.982,0.000,-0.622780,-0.622780,0.000000,-0.293676,-0.293676,0.000000,0.262832,0.262832,0.000000,-0.260588,-0.260588,0.000000,0.043975,0.000000,0.043975,2.208,2.208,1.502,0.159222,249,2.208,1.502,-1.369912,0.159222,0.043975,249,0.159222,0.159222,1
1,32,3,274,283,10,2359;2360,192.971,193.775,0.804,492.772,488.545,-4.227,-2.179114,-2.334979,-0.155865,-0.229491,0.522843,0.752334,0.895047,-0.810646,-1.705693,-0.156856,-0.016301,0.140556,0.641476,-0.419711,0.221765,1.410,2.213,27.074,0.252959,275,2.198,25.954,-0.825546,-0.252959,0.081209,274,0.252959,0.940151,5
1,32,4,295,516,222,2359;2364;2371;2376;2388,195.305,212.249,16.943,487.495,506.339,18.844,-2.382705,-1.755330,0.627375,0.467439,0.000051,-0.467387,0.011894,0.000009,-0.011886,0.001947,-0.000000,-0.001947,0.015642,0.000000,0.015642,0.983,69.223,36.408,0.185947,368,66.282,3.940,-0.021302,0.185947,0.082331,359,0.185947,2.320654,9
1,33,1,246,247,2,2430;2435;2442;2458,195.000,195.144,0.144,490.997,490.606,-0.391,0.000000,0.040423,0.040423,0.567872,0.812395,0.244523,0.446810,0.515934,0.069124,0.159129,0.149228,-0.009901,0.149228,0.000000,0.149228,5.036,20.000,18.157,0.567872,246,20.000,12.437,-10.691533,-0.567872,0.159129,246,0.567872,0.812395,2
1,33,2,264,265,2,2434;2439,198.502,198.771,0.269,495.157,495.039,-0.118,0.657145,0.686713,0.029568,1.124638,1.471899,0.347261,-0.283817,-0.216129,0.067688,0.123644,0.111858,-0.011786,-0.028621,0.000000,-0.028621,0.634,2.624,2.192,0.359870,264,2.624,2.192,-1.855158,-0.359870,0.016836,264,0.359870,0.707131,2
1,33,3,274,504,231,2482;2483;2484;2485,202.021,204.204,2.183,494.868,493.541,-1.327,0.933722,0.975488,0.041766,1.409985,-1.239677,-2.649663,-1.496531,1.110440,2.606971,0.062942,-0.045103,-0.108045,-0.163270,0.009612,-0.153658,1.643,6.608,26.253,0.127485,275,3.022,25.436,0.045286,-0.127485,0.045613,274,0.127485,3.217381,7
1,34,1,241,484,244,2490;2492;2508;2515;2551,195.000,224.484,29.484,484.896,492.820,7.924,0.000000,0.877996,0.877996,0.112030,0.000000,-0.112030,3.101229,0.000000,-3.101229,0.057102,0.000000,-0.057102,0.243249,-0.188462,0.054787,0.298,38.416,20.928,1.020457,245,2.056,19.229,-0.047324,-1.020457,0.057102,241,1.020457,6.332776,18
1,35,1,247,248,2,2565;2569,195.000,194.725,-0.275,503.760,503.362,-0.398,0.000000,-0.015794,-0.015794,-1.080780,-1.088184,-0.007403,-0.041348,0.029643,0.070991,-0.062173,-0.061757,0.000416,-0.061757,0.000000,-0.061757,5.015,14.000,9.060,1.080780,247,14.000,6.288,-11.300358,1.080780,0.062173,247,1.080780,1.088184,2
1,35,2,258,488,231,2569;2571;2577;2595;2597;2565,192.071,193.524,1.453,504.374,503.831,-0.542,-0.166445,-0.081355,0.085090,-1.015755,-0.352126,0.663629,0.126628,0.157910,0.031281,-0.061001,-0.020478,0.040523,0.039240,0.000000,0.039240,0.181,29.402,29.353,0.340509,266,29.402,14.777,-1.067776,-0.340509,0.022877,266,0.340509,2.549309,13
