run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,26,1,1,242,START,1920;1935;1943,14.000,17.004,0.000000,0.286080,0.286080,11.071702,3.473966,-7.597736,0.000000,0.332616,0.332616,0.332616,0.000000,0.332616,-7.597736,-0.286080,195.000,0.000000,0.000,0.000000,6,6
1,26,1,2,243,PART_CHANGE+WIDTH_CHANGE,1920,4.070,18.070,0.286080,0.370797,0.084717,3.473966,3.531511,0.057545,0.332616,0.320611,-0.012005,-0.012005,0.000000,-0.012005,0.057545,-0.084717,195.073,0.084493,0.073,0.084493,2,2
1,26,2,1,247,START,1911;1916;1919,4.845,4.950,0.366724,0.804727,0.438004,3.696137,-1.432673,-5.128810,0.317089,0.210362,-0.106727,-0.114033,0.007306,-0.106727,-5.128810,-0.438004,195.431,0.394240,0.000,0.000000,4,6
1,26,2,2,248,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1911;1916,3.569,2.650,0.804727,1.336665,0.531938,-1.432673,-1.360848,0.071824,0.210362,0.147581,-0.062780,-0.062780,0.000000,-0.062780,0.071824,-0.531938,195.623,0.444545,0.192,0.050305,2,4
1,26,3,1,297,START,1941;1944;1947;1949;1953;1954;1966,11.030,20.526,1.116099,0.321321,-0.794778,1.919497,-0.203123,-2.122620,0.123228,0.016250,-0.106978,-0.106978,0.000000,-0.106978,-2.122620,0.794778,210.556,2.093270,0.000,0.000000,11,14
1,26,3,2,298,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941;1944;1953;1966,5.328,23.253,0.321321,0.260647,-0.060673,-0.203123,-0.399417,-0.196294,0.016250,-0.001269,-0.017519,-0.017519,0.000000,-0.017519,-0.196294,0.060673,210.638,2.097397,0.082,0.004128,5,8
1,26,3,3,299,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941,0.865,25.494,0.260647,0.187715,-0.072932,-0.399417,-0.327056,0.072361,-0.001269,0.006238,0.007507,0.007507,0.000000,0.007507,0.072361,0.072932,210.704,2.097075,0.148,0.003805,1,2
1,26,3,4,332,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941;1953;1966,11.167,22.006,-0.624970,-0.706785,-0.081815,0.596701,0.513676,-0.083024,-0.021763,-0.024308,-0.002545,-0.002545,0.000000,-0.002545,-0.083024,0.081815,209.046,2.040393,-1.510,-0.052877,3,6
1,26,3,5,334,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1953;1966,6.723,20.115,-0.724555,-0.745981,-0.021427,0.537180,0.560732,0.023553,-0.025510,-0.026373,-0.000862,-0.000862,0.000000,-0.000862,0.023553,0.021427,208.683,2.027738,-1.873,-0.065532,2,4
1,26,3,6,338,PART_CHANGE+WIDTH_CHANGE,1966,4.546,19.731,-0.807010,-0.827667,-0.020657,0.633656,0.657975,0.024319,-0.028966,-0.029657,-0.000691,-0.000691,0.000000,-0.000691,0.024319,0.020657,207.917,2.000461,-2.639,-0.092808,1,2
1,26,3,7,368,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1966;1983,42.189,8.624,-1.149217,-0.984841,0.164376,1.725375,-0.065248,-1.790623,-0.058630,-0.008028,0.050602,0.050602,0.000000,0.050602,-1.790623,-0.164376,200.148,1.673942,-10.408,-0.419328,2,4
1,26,3,8,369,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1983,2.985,10.939,-0.984841,-0.836551,0.148290,-0.065248,-0.125356,-0.060108,-0.008028,-0.013289,-0.005261,-0.005261,0.000000,-0.005261,-0.060108,-0.148290,199.897,1.671903,-10.659,-0.421367,1,2
1,26,3,9,392,PART_CHANGE,1925;1983,4.000,9.754,-0.214634,-0.157134,0.057500,-0.061433,-0.086860,-0.025427,-0.007881,-0.008158,-0.000277,-0.000277,0.000000,-0.000277,-0.025427,-0.057500,197.475,1.585234,-13.081,-0.508035,3,4
1,26,3,10,393,PART_CHANGE+WIDTH_CHANGE,1925;1979;1983,5.000,10.213,-0.157134,-0.138866,0.018268,-0.086860,-0.081060,0.005800,-0.008158,-0.006841,0.001317,0.001317,0.000000,0.001317,0.005800,-0.018268,197.435,1.583162,-13.121,-0.510108,5,6
1,26,3,11,414,PART_CHANGE,1925;1983,3.999,9.939,0.192258,0.206863,0.014605,0.077264,0.083026,0.005762,0.009769,0.010459,0.000691,0.000691,0.000000,0.000691,0.005762,-0.014605,197.659,1.594546,-12.897,-0.498723,3,4
1,26,3,12,415,PART_CHANGE,1983,2.999,9.492,0.206863,0.227928,0.021065,0.083026,0.092040,0.009014,0.010459,0.010624,0.000164,0.000164,0.000000,0.000164,0.009014,-0.021065,197.712,1.597203,-12.844,-0.496066,1,2
1,26,3,13,433,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1966;1983,42.188,8.592,0.458682,0.344117,-0.114566,0.225284,-0.006652,-0.231936,0.023794,0.000555,-0.023239,-0.023239,0.000000,-0.023239,-0.231936,0.114566,199.233,1.675649,-11.323,-0.417621,2,4
1,26,3,14,434,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1966,4.972,27.197,0.344117,0.273544,-0.070573,-0.006652,0.009659,0.016311,0.000555,-0.000013,-0.000568,-0.000568,0.000000,-0.000568,0.016311,0.070573,199.316,1.675781,-11.241,-0.417488,1,2
1,26,3,15,439,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1966;1983,42.189,8.635,0.077921,0.000121,-0.077799,0.120949,-0.000019,-0.120968,-0.003942,0.000010,0.003952,0.003952,0.000000,0.003952,-0.120968,0.077799,199.523,1.673400,-11.033,-0.419869,2,4
1,27,1,1,239,START,1990;1991;2000,6.000,13.294,0.000000,-0.409529,-0.409529,11.033015,2.213169,-8.819846,0.000000,-0.163377,-0.163377,-0.207980,0.044602,-0.163377,-8.819846,0.409529,195.000,0.000000,0.000,0.000000,6,6
1,27,1,2,240,PART_CHANGE+WIDTH_CHANGE+RESPONSE,1991,1.041,12.432,-0.409529,-0.701479,-0.291950,2.213169,1.837147,-0.376022,-0.163377,-0.151334,0.012044,0.012044,0.000000,0.012044,-0.376022,0.291950,194.896,-0.041502,-0.104,-0.041502,2,2
1,27,1,3,241,RESPONSE,1991,1.077,13.931,0.000000,-0.985634,-0.985634,1.837147,1.807562,-0.029585,0.000000,-0.039890,-0.039890,-0.132966,0.093076,-0.039890,-0.029585,0.985634,194.718,-0.079944,-0.282,-0.079944,1,2
