run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,1,1,1,238,START,5484;5491,3.000,0.787,0.000000,0.643863,0.643863,10.948118,-0.138631,-11.086748,0.000000,-0.054572,-0.054572,-11.086748,-0.643863,195.000,0.000000,0.000,0.000000,4,4
2,1,1,2,239,PART_CHANGE+WIDTH_CHANGE+RESPONSE,5484,1.013,0.163,0.643863,1.244356,0.600493,-0.138631,-0.085556,0.053075,-0.054572,-0.125781,-0.071209,0.053075,-0.600493,195.154,-0.013050,0.154,-0.013050,2,2
2,1,2,1,278,START,5492;5568,2.889,22.801,1.200419,1.029809,-0.170610,2.388407,0.081110,-2.307297,-0.123457,-0.072151,0.051305,-2.307297,0.170610,207.654,-1.298052,0.000,0.000000,3,4
2,1,2,2,279,RESPONSE,5492;5568,2.903,22.128,1.029809,0.688198,-0.341610,0.081110,-0.355702,-0.436811,-0.072151,-0.051360,0.020791,-0.436811,0.341610,207.915,-1.316380,0.262,-0.018328,3,4
2,1,2,3,280,RESPONSE,5492;5568,2.913,21.644,0.688198,0.245091,-0.443108,-0.355702,-0.283508,0.072194,-0.051360,-0.036600,0.014760,0.072194,0.443108,208.090,-1.329427,0.436,-0.031375,3,4
2,1,2,4,281,RESPONSE,5492;5568,2.920,21.298,0.245091,-0.023316,-0.268406,-0.283508,-0.231351,0.052156,-0.036600,-0.027197,0.009404,0.052156,0.268406,208.152,-1.338724,0.499,-0.040672,3,4
2,1,2,5,282,RESPONSE,5492;5568,2.924,21.039,-0.023316,-0.286238,-0.262923,-0.231351,-0.183053,0.048298,-0.027197,-0.017846,0.009351,0.048298,0.262923,208.146,-1.345633,0.493,-0.047581,3,4
2,1,2,6,283,PART_CHANGE+WIDTH_CHANGE,5492,0.976,19.893,-0.286238,-0.312456,-0.026218,-0.183053,-0.218441,-0.035388,-0.017846,-0.010156,0.007689,-0.035388,0.026218,208.074,-1.350166,0.420,-0.052114,1,2
2,1,2,7,364,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482;5485;5492,68.796,2.291,1.199115,1.091818,-0.107297,1.355193,-0.007347,-1.362540,0.044291,0.000607,-0.043685,-1.362540,0.107297,217.768,-0.999451,10.114,0.298601,4,6
2,1,2,8,365,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482,1.382,35.994,1.091818,1.032214,-0.059604,-0.007347,0.008346,0.015693,0.000607,0.000116,-0.000490,0.015693,0.059604,218.029,-0.999306,10.375,0.298746,1,2
2,1,2,9,386,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482;5492,68.796,2.519,-0.155549,-0.116139,0.039409,0.334552,-0.004776,-0.339328,-0.008826,-0.000188,0.008638,-0.339328,-0.039409,219.393,-1.007440,11.740,0.290612,2,4
2,2,1,1,238,START,5577;5589,6.000,0.594,0.000000,0.660906,0.660906,10.997482,-0.246699,-11.244180,0.000000,-0.070212,-0.070212,-11.244180,-0.660906,195.000,0.000000,0.000,0.000000,4,4
2,2,1,2,239,PART_CHANGE+WIDTH_CHANGE+RESPONSE,5577,3.017,0.307,0.660906,1.139008,0.478102,-0.246699,-0.303404,-0.056705,-0.070212,-0.160415,-0.090203,-0.056705,-0.478102,195.168,-0.017835,0.168,-0.017835,2,2
2,2,1,3,240,RESPONSE,5577,3.053,1.491,1.139008,0.885234,-0.253775,-0.303404,-0.231410,0.071994,-0.160415,-0.112273,0.048141,0.071994,0.253775,195.457,-0.058585,0.457,-0.058585,1,2
2,2,2,1,285,START,5574,1.624,6.270,0.749899,0.608276,-0.141624,2.635074,-0.128275,-2.763349,-0.095109,-0.010696,0.084413,-2.763349,0.141624,204.625,-1.221308,0.000,0.000000,1,2
2,2,2,2,333,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5574;5577;5589,49.645,10.235,0.958606,0.831056,-0.127550,0.468023,-0.010233,-0.478256,0.032996,0.000769,-0.032227,-0.478256,0.127550,212.397,-0.959998,7.772,0.261310,3,6
2,2,2,3,334,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5589,2.457,32.431,0.831056,0.765439,-0.065617,-0.010233,0.005529,0.015762,0.000769,0.000301,-0.000468,0.015762,0.065617,212.608,-0.959802,7.983,0.261505,1,2
2,2,2,4,348,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5574;5589,48.256,9.680,-0.025451,-0.029087,-0.003637,0.213207,-0.007992,-0.221199,-0.006768,-0.002311,0.004457,-0.221199,0.003637,213.569,-0.965123,8.944,0.256184,2,4
2,3,1,1,244,START,5662;5664;5667;5668,60.000,9.688,0.000000,-0.051536,-0.051536,11.115232,0.007422,-11.107810,0.000000,0.001231,0.001231,-11.107810,0.051536,195.000,0.000000,0.000,0.000000,8,8
2,3,1,2,245,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5664;5667,8.000,15.302,-0.051536,-0.048519,0.003017,0.007422,-0.014580,-0.022002,0.001231,-0.002367,-0.003598,-0.022002,-0.003017,194.987,0.000313,-0.013,0.000313,4,4
2,3,1,3,246,PART_CHANGE+WIDTH_CHANGE,5664,7.000,15.821,-0.048519,-0.066383,-0.017864,-0.014580,0.032891,0.047471,-0.002367,-0.001651,0.000715,0.047471,0.017864,194.975,-0.000288,-0.025,-0.000288,2,2
2,3,1,4,266,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5662;5664,59.072,8.947,-0.339703,-0.268966,0.070737,0.183310,0.000665,-0.182645,-0.013596,-0.000329,0.013267,-0.182645,-0.070737,193.957,-0.038783,-1.043,-0.038783,2,4
2,4,1,1,240,START,5750;5758,9.000,2.944,0.000000,0.304743,0.304743,10.980343,-0.046003,-11.026346,0.000000,0.026515,0.026515,-11.026346,-0.304743,195.000,0.000000,0.000,0.000000,4,4
2,4,1,2,241,PART_CHANGE+WIDTH_CHANGE,5750,5.007,2.244,0.304743,0.351426,0.046683,0.000000,0.003087,0.003087,0.000000,0.011397,0.011397,0.003087,-0.046683,195.077,0.006735,0.077,0.006735,2,2
2,4,1,3,375,WIDTH_CHANGE,5750,0.509,22.147,1.413985,1.428930,0.014944,0.783752,0.807986,0.024235,0.034239,0.034850,0.000611,0.024235,-0.014944,217.438,0.533448,22.438,0.533448,1,2
2,4,1,4,396,PART_CHANGE+WIDTH_CHANGE,5750;5758,2.097,29.315,1.681629,1.714981,0.033352,1.497320,1.501812,0.004492,0.049177,0.052006,0.002829,0.004492,-0.033352,225.688,0.753014,30.688,0.753014,2,4
2,4,1,5,402,PART_CHANGE+WIDTH_CHANGE,5758,0.739,31.099,1.738346,1.739694,0.001348,1.729517,1.779955,0.050437,0.055670,0.056761,0.001092,0.050437,-0.001348,228.222,0.831726,33.222,0.831726,1,2
2,4,1,6,418,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,5758;5787;5800,64.413,5.992,1.610663,1.525728,-0.084935,2.644508,0.002953,-2.641555,0.071352,0.000530,-0.070822,-2.641555,0.084935,235.023,1.085895,40.023,1.085895,3,6
