run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
3,1,complete,120,59,60,4.348,1775.255,7.415,3,2,1,0.002299,0,10.91391,0,0.13917,0.00043,0.004699,0.13917,-10.91348,0.004699,1.11947,0.32035,0.025171,24.63900000000001,3.251000000000033,0.382732,0,,0,1,88,176,88,91,83,-1.399,-0.399,1.570796,-0.898699,5568;5568,-0.399:48.372;-1.399:48.370,-0.398700;-1.398698
3,2,complete,120,59,60,4.144,971.803,3.723,6,4,2,0,0,10.90707,0,0,0,0,0.58766,-11.08021,-0.079393,1.04958,2.73874,0.166371,12.358000000000004,17.976999999999975,2.024377,1.9879999999999995,,0,1,83,166,83,90,76,-3.594,2.406,1.570796,-0.593629,5652;5652;5653;5653,2.406:43.611;-3.594:43.611;0.406:44.611;-2.594:44.611,2.406371;-3.593629;0.406371;-2.593629
3,3,complete,122,61,60,6.218,2680.781,8.535,8,1,1,0.004526,0,11.11021,0,0,0,0.014422,-1.02235,-11.41522,0.014422,0.76985,0.31206,0.023259,3.6810000000000116,0.73599999999999,0.050947,0.13299999999998136,,0,1,89,178,89,93,68,19.161,19.161,1.570796,19.160926,5744,19.161:33.390,19.160926
3,4,complete,136,75,60,2.636,378.793,10.821,9,1,1,-1.808966,0.91735,3.56984,-0.100304,1.54771,2.41712,0.087242,0.63036,-1.15272,0.187546,1.54771,2.88917,0.093054,5.227000000000004,6.257999999999981,0.3332630000000001,0,,0,1,54,108,54,54,62,-28.637,-28.637,1.570796,-28.637151,5752,-28.637:17.700,-28.637151
3,5,complete,120,59,60,4.202,918.333,0.519,9,2,1,-0.058787,0,10.9686,0,0,1.16239,0,-0.64331,-9.80621,-0.188526,1.57378,2.23289,0.185658,23.12300000000002,18.401999999999987,1.9520950000000001,0,,0,1,84,168,84,91,85,7.253,12.245,1.570796,9.749112,5886;5886,7.253:40.283;12.245:39.990,7.253431;12.244793
3,6,complete,120,59,60,4.956,1754.612,4.805,35,2,1,0.052731,0,10.94815,0,0.32425,0,0,0.32425,-12.4854,0.08619,1.41882,2.75396,0.084879,10.491000000000014,24.928999999999974,1.5138989999999999,3.829999999999984,,0,1,63,126,63,66,67,13.715,15.712,1.570796,14.713122,5949;5949,15.712:42.344;13.715:42.239,15.711732;13.714512
3,7,complete,120,59,60,4.74,1831.832,2.853,4,2,1,0,0,10.90711,0,0.15361,3.08504,0,0.15361,-7.82207,0.249794,1.87771,3.31982,0.245994,25.016999999999996,4.935000000000002,0.354148,0,,0,1,102,204,102,107,84,-14.103,-12.103,1.570796,-13.102954,6055;6055,-12.103:43.789;-14.103:43.789,-12.102954;-14.102954
3,8,complete,120,59,60,5.508,2566.696,2.475,5,4,2,0,0,10.94815,0,0.20164,5.85652,0,0.20164,-5.09163,0.255753,0.70366,6.23883,0.242961,10.299000000000007,12.698000000000036,0.761657,0,,0,1,68,136,68,69,57,-27.468,-22.468,1.570796,-24.968046,6124;6124;6125;6125,-22.468:40.187;-27.468:40.187;-24.468:41.187;-26.468:41.187,-22.468046;-27.468046;-24.468046;-26.468046
3,9,complete,120,59,60,5.038,2670.843,2.201,5,4,2,0,0,10.92763,0,0.18247,6.96112,0,0.18247,-3.96651,0.230051,1.83071,7.13694,0.283622,46.227000000000004,11.262999999999977,2.233582,0,,0,1,78,156,78,82,79,-34.675,-29.675,1.570796,-32.174672,6204;6204;6205;6205,-29.675:41.230;-34.675:41.230;-30.675:42.230;-33.675:42.230,-29.674672;-34.674672;-30.674672;-33.674672
3,10,complete,121,60,60,6.51,5147.624,3.157,50,4,2,0.005903,0,11.04309,0,0,0,0,0.80862,-11.99737,0.023331,0.84572,0.65805,0.026034,7.469999999999999,3.9080000000000155,0.225009,3.751000000000033,,0,1,97,194,97,102,84,15.977,28.977,1.570796,22.477234,6303;6303;6304;6304,28.977:34.020;15.977:33.943;26.971:35.008;18.971:34.961,28.977121;15.977347;26.971253;18.971392
