run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
3,11,complete,121,60,60,7.92,8547.864,7.191,25,2,1,-0.000968,0,11.01612,0,-0.0966,0,-0.003522,-0.0966,-11.03885,-0.003522,0.0966,0.01669,0.003522,0.242999999999995,0.04599999999999227,0.007086,0.03899999999998727,,0,1,78,156,78,80,67,-6.961,9.039,1.570796,1.039243,6384;6384,-6.961:36.379;9.039:36.363,-6.960753;9.039239
3,12,complete,121,60,60,3.718,2601.283,4.837,6,1,1,0.049387,0,11.07002,0,0,3.14027,0,0.46606,-7.92975,0.181923,1.06681,3.14027,0.038429,13.561999999999983,6.339999999999975,0.57187,0,,0,1,65,130,65,66,71,-17.164,-17.164,1.570796,-17.164184,6451,-17.164:28.688,-17.164184
3,13,complete,122,61,60,4.536,3981.248,4.575,14,4,2,0,0,11.11016,0,-0.09428,0,-0.008813,-0.09428,-11.1109,-0.008813,0.29167,0.12417,0.012636,4.704000000000008,0.44299999999998363,0.202767,0,121,1,0,57,114,57,60,65,-0.109,6.891,1.570796,3.390653,6509;6509;6510;6510,1.891:23.489;-0.109:23.489;6.891:23.489;4.891:23.489,1.890653;-0.109347;6.890653;4.890653
3,14,complete,121,60,60,7.566,7101.376,6.276,25,1,1,0.008097,0,11.02288,0,0.29495,0,0,0.29495,-11.14589,0.029843,0.57037,0.10861,0.02093,11.62899999999999,0.6299999999999955,0.336796,0.6299999999999955,,0,1,71,142,71,80,78,4.121,4.121,1.570796,4.121321,6583,4.121:34.965,4.121321
3,15,complete,123,62,60,5.814,3593.304,4.465,13,2,2,-0.49797,-0.16713,2.59462,-0.199675,-0.69414,-1.1686,-0.116983,-0.52701,-3.76322,0.082692,1.60272,1.1686,0.116983,42.377999999999986,6.930999999999983,1.8580199999999998,2.201999999999998,,0,1,55,110,55,55,49,-8.111,-5.877,1.570796,-6.994083,6627;6628,-8.111:31.651;-5.877:31.574,-8.111459;-5.876708
3,16,complete,124,63,60,3.306,3597.108,6.323,12,1,1,-0.153956,-1.80318,0.74251,-0.060107,-1.50046,0.8551,-0.066007,0.30272,0.11258,-0.0059,1.50046,0.85774,0.066007,3.3160000000000025,3.0950000000000273,0.14408200000000002,2.3240000000000123,,0,1,49,98,49,49,48,12.955,12.955,1.570796,12.95495,6691,12.955:19.523,12.954950
3,17,complete,122,61,60,5.48,5629.969,2.731,19,2,1,-0.010544,0,11.11683,0,0,0.21641,0,-1.44242,-10.90042,-0.040921,1.29493,0.5546,0.046768,15.86499999999998,3.9729999999999563,0.552342,3.367999999999995,,0,1,58,116,58,59,60,5.531,10.53,1.570796,8.030398,6751;6751,5.531:26.890;10.530:26.837,5.530537;10.530259
3,18,complete,120,59,60,3.562,630.087,1.933,18,1,1,0.035831,0,10.98222,0,0,0,0,-1.00924,-11.64108,0.102074,0.99389,3.21155,0.100521,14.072000000000003,22.52000000000004,1.674736,0.8330000000000268,,0,1,86,172,86,97,82,4.574,4.574,1.570796,4.574061,6837,4.574:42.779,4.574061
3,19,complete,129,68,60,4.006,1049.179,2.425,8,1,1,-1.487517,-0.68423,3.25643,-0.159382,-1.65201,1.60001,-0.145401,-0.96778,-1.65642,0.013981,2.328,1.60001,0.145401,11.605999999999995,7.7620000000000005,0.5861020000000001,6.237000000000023,,0,1,72,144,72,73,59,10.986,10.986,1.570796,10.986296,6879,10.986:20.654,10.986296
3,20,complete,120,59,60,4.246,1052.603,1.069,5,2,1,-0.004998,0,10.97541,0,-0.31032,0,-0.003259,-0.31032,-10.97815,-0.003259,0.77011,0.22536,0.018656,18.512,1.3940000000000055,0.386299,0.0020000000000095497,,0,1,122,244,122,127,82,-0.431,3.569,1.570796,1.569353,7037;7037,-0.431:42.063;3.569:42.043,-0.430622;3.569328
