run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,21,complete,121,60,60,8.592,8519.244,3.325,59,0,-27.264,1,1,-0.16398,0,-0.002943,-0.16398,-11.07966,-0.002943,0.16398,0.08372,0.003072,0.25,0.06800000000004047,0.003113,0.04600000000004911,120,1,0,50,100,50,50,44
5,22,complete,121,60,60,3.966,1328.128,2.502,5,4,1.28,2,1,-0.21295,0,-0.008929,-0.21295,-11.07464,-0.008929,1.43507,0.90543,0.061698,45.26600000000002,11.77800000000002,1.4530120000000002,0.006000000000028649,,0,1,67,134,67,70,54
5,23,complete,122,61,60,3.404,1817.289,0.999,56,9,14.332,2,1,0,0,0.002806,0.46185,-11.26577,0.002806,0.32268,0.13412,0.011763,1.0220000000000198,0.4420000000000073,0.036342,0.17599999999998772,,0,1,71,142,71,78,70
5,24,complete,121,60,60,4.054,1448.135,12.846,7,6,13.557,4,2,-0.31267,2.64006,0,-0.31267,-8.36219,-0.241875,1.56713,2.88161,0.238195,32.92400000000001,14.010999999999967,1.871287,0,,0,1,66,132,66,67,62
5,25,complete,120,59,60,2.958,422.016,3.375,16,16.019,-5.417,4,2,0,0,0,1.80696,-11.3238,-0.152596,2.22602,2.93835,0.142491,68.304,36.18300000000005,2.416941,10.994000000000028,,0,1,85,170,85,88,80
5,26,complete,121,60,60,4.034,1163.861,2.725,11,0,-16.025,1,1,0,3.76595,0,0.44679,-7.23629,0.302053,0.88877,3.76595,0.126468,11.404000000000025,17.125,1.803142,0,,0,1,76,152,76,82,72
5,27,complete,121,60,60,4.88,2744.433,3.428,6,0,13.248,1,1,0,1.70549,0,-0.76076,-9.2967,-0.127045,1.23534,1.70549,0.025656,16.105000000000018,5.245999999999981,0.45496299999999995,0,,0,1,66,132,66,70,66
5,28,complete,120,59,60,3.352,665.675,2.082,3,1.993,-13.519,2,1,0,2.89198,0,0.50448,-8.08343,0.29207,1.64128,2.89198,0.065976,39.359999999999985,16.649,1.3852520000000001,0.5790000000000077,,0,1,92,184,92,95,80
5,29,complete,120,59,60,4.632,1624.548,2.816,3,3,9.358,4,2,0,1.61804,0,-0.43377,-9.33692,-0.19951,2.22344,1.61804,0.075962,64.578,11.34899999999999,2.235723,0,,0,1,83,166,83,91,70
5,30,complete,129,68,60,3.614,888.625,5.169,11,0,-4.952,1,1,-0.2293,-0.33219,-0.028133,-0.07241,-3.64737,0.201012,0.98715,0.71002,0.05188,13.107,4.870999999999981,0.6134199999999999,0.5600000000000023,,0,1,61,122,61,63,64
