run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,1,1,238,480,243,5484;5483;5481;5521,195.000,226.178,31.178,472.652,475.735,3.083,0.000000,0.616165,0.616165,0.104208,0.126346,0.022138,0.002633,-0.031557,-0.034190,0.008760,0.001358,-0.007401,,,,0.562,33.118,17.737,0.164547,434,33.118,1.156,-0.700802,0.164547,0.011025,434,0.164547,3.228180,7
2,2,1,239,241,3,5577;5589,195.000,195.456,0.456,476.914,476.310,-0.604,0.000000,-0.058298,-0.058298,0.658678,0.880810,0.222131,-0.245558,-0.230681,0.014877,-0.069861,-0.111499,-0.041638,,,,3.017,6.000,1.478,0.880810,241,3.053,1.478,-0.230681,-0.880810,0.111499,241,0.880810,2.015373,3
2,2,2,286,480,195,5574;5577;5589,204.544,213.407,8.863,490.789,493.239,2.450,-1.208779,-0.964355,0.244423,0.602969,0.000002,-0.602967,-0.108081,0.000002,0.108083,-0.021534,-0.000000,0.021534,,,,1.634,51.368,32.506,0.150279,287,1.635,6.476,0.071247,0.150279,0.073004,286,0.150279,2.185062,5
2,3,1,243,246,4,5664;5667;5662;5671,195.000,194.869,-0.131,488.223,487.032,-1.191,0.000000,-0.068565,-0.068565,-0.220656,-0.110234,0.110422,3.005729,-0.120238,-3.125968,-0.261263,-0.003176,0.258087,,,,6.054,60.133,34.524,0.220656,243,8.000,15.312,-8.094441,0.220656,0.261263,243,0.220656,0.331078,3
2,3,2,250,484,235,5662;5664,194.761,195.614,0.854,486.963,488.225,1.262,-0.071680,-0.038150,0.033530,-0.084483,0.000000,0.084483,0.073957,0.000000,-0.073957,0.001985,-0.000000,-0.001985,,,,6.036,59.072,35.410,0.050647,266,59.070,9.015,-0.583414,0.050647,0.014935,266,0.050647,0.765037,4
2,4,1,241,242,2,5750;5758;5759,195.000,195.349,0.349,477.030,475.873,-1.157,0.000000,-0.046278,-0.046278,1.373623,1.193891,-0.179732,-1.486426,-1.409908,0.076519,-0.182177,-0.126796,0.055381,,,,5.041,10.000,3.444,1.373623,241,10.000,3.444,-12.481907,-1.373623,0.182177,241,1.373623,1.553355,2
2,4,2,318,341,24,5763;5765;5768;5777,215.063,223.757,8.695,495.435,506.375,10.939,-2.139950,-1.705590,0.434360,1.042521,1.369524,0.327003,2.239139,2.661467,0.422328,0.049798,0.093464,0.043666,,,,1.734,5.829,29.320,0.219264,320,3.088,21.931,-0.216113,-0.219264,0.145437,318,0.219264,1.043518,4
2,4,3,345,345,1,5777;5796;5797;5798;5799;5800,225.121,225.121,0.000,509.151,509.151,0.000,-1.612541,-1.612541,0.000000,1.803897,1.803897,0.000000,1.149266,1.149266,0.000000,0.150894,0.150894,0.000000,,,,24.021,24.021,19.530,0.450028,345,24.021,19.530,-1.693465,-0.450028,0.058498,345,0.450028,0.450028,1
2,4,4,347,560,214,5774;5782;5783;5786;5757;5762;5796;5797;5798;5799;5800,225.982,226.800,0.818,509.101,509.579,0.478,-1.540502,-1.570123,-0.029621,1.538062,0.000000,-1.538062,-0.268464,0.000000,0.268464,0.049861,-0.000000,-0.049861,,,,0.993,32.000,40.455,0.517847,348,5.995,15.498,-0.383457,0.517847,0.100490,347,0.517847,3.373020,15
2,5,1,239,240,2,5805;5818,195.000,194.944,-0.056,480.884,480.769,-0.115,0.000000,-0.062681,-0.062681,-0.233753,-0.344693,-0.110941,1.057120,1.119981,0.062861,-0.262113,-0.245177,0.016935,,,,5.053,9.000,9.874,0.233753,239,9.000,8.374,-9.972500,0.233753,0.262113,239,0.233753,0.344693,2
2,5,2,251,251,1,5803,194.014,194.014,0.000,484.914,484.914,0.000,-0.724278,-0.724278,0.000000,-0.487811,-0.487811,0.000000,0.544958,0.544958,0.000000,-0.223360,-0.223360,0.000000,,,,2.910,2.910,3.197,0.155927,251,2.910,3.197,-1.221614,0.155927,0.012705,251,0.155927,0.155927,1
2,5,3,279,480,202,5827;5834;5841;5850;5855;5860;5870;5886,190.770,197.409,6.639,494.427,499.140,4.713,-2.209587,-1.988868,0.220718,0.193356,-0.000000,-0.193356,0.167026,-0.000000,-0.167026,0.002128,-0.000000,-0.002128,,,,0.000,40.309,26.319,0.633911,279,7.798,25.836,-2.119085,-0.633911,0.203851,279,0.633911,3.177405,11
