run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,16,1,1,247,START,6649;6654,12.000,10.808,0.000000,-0.265190,-0.265190,11.222901,0.548137,-10.674764,0.000000,-0.112222,-0.112222,,,,-10.674764,0.265190,195.000,0.000000,0.000,0.000000,4,4
2,16,1,2,248,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,6649,6.025,13.361,-0.265190,-0.524525,-0.259334,0.548137,0.612831,0.064693,-0.112222,-0.106810,0.005411,,,,0.064693,0.259334,194.937,-0.026836,-0.063,-0.026836,2,2
2,16,2,1,256,START,6650;6662;6670,14.311,36.935,-0.510641,-0.508465,0.002175,1.086789,-1.139674,-2.226463,-0.103983,-0.025989,0.077994,,,,-2.226463,-0.002175,193.885,-0.241011,0.000,0.000000,3,6
2,16,2,2,257,PART_CHANGE+WIDTH_CHANGE,6650;6662,11.155,35.245,-0.508465,-0.511262,-0.002797,-1.139674,-1.068905,0.070769,-0.025989,-0.025811,0.000178,,,,0.070769,0.002797,193.763,-0.247226,-0.122,-0.006215,2,4
2,16,2,3,259,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6662,0.257,40.462,-0.503883,-0.491356,0.012527,-1.016894,-0.975147,0.041747,-0.025132,-0.024182,0.000950,,,,0.041747,-0.012527,193.520,-0.259409,-0.364,-0.018397,1,2
2,16,2,4,269,PART_CHANGE+WIDTH_CHANGE,6662;6670,3.466,41.008,-0.341677,-0.310252,0.031424,-0.607444,-0.591368,0.016076,-0.015434,-0.013939,0.001496,,,,0.016076,-0.031424,192.467,-0.309102,-1.418,-0.068090,2,4
2,16,2,5,305,PART_CHANGE+WIDTH_CHANGE,6662,0.293,39.683,0.350806,0.366818,0.016012,0.630991,0.665323,0.034333,0.015995,0.016825,0.000830,,,,0.034333,-0.016012,192.732,-0.297222,-1.152,-0.056211,1,2
2,16,2,6,314,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6650;6662,11.151,35.159,0.473689,0.508408,0.034719,0.945436,0.925326,-0.020110,0.023418,0.025451,0.002033,,,,-0.020110,-0.034719,193.686,-0.251854,-0.199,-0.010843,2,4
2,16,2,7,318,PART_CHANGE+WIDTH_CHANGE,6650,7.046,33.575,0.535664,0.544365,0.008702,1.022376,1.056304,0.033928,0.027820,0.028644,0.000824,,,,0.033928,-0.008702,194.201,-0.225572,0.316,0.015440,1,2
2,16,2,8,319,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,6650;6654,46.314,14.072,0.544365,0.382111,-0.162254,1.056304,-0.185101,-1.241405,0.028644,0.020370,-0.008274,,,,-1.241405,0.162254,194.339,-0.218295,0.455,0.022716,2,4
2,16,2,9,320,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6654,0.212,8.883,0.382111,0.373728,-0.008383,-0.185101,-0.178652,0.006449,0.020370,0.019874,-0.000496,,,,0.006449,0.008383,194.436,-0.213121,0.552,0.027891,1,2
