run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,21,1,1,240,START,7040;7068,59.000,2.192,0.000000,-0.167790,-0.167790,11.049841,-0.395050,-11.444891,0.000000,-0.014626,-0.014626,,,,-11.444891,0.167790,195.000,0.000000,0.000,0.000000,4,4
2,21,1,2,241,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7068,54.003,0.170,-0.167790,-0.179321,-0.011531,0.000000,-0.365151,-0.365151,-0.014626,-0.012943,0.001683,,,,-0.365151,0.011531,194.957,-0.003715,-0.043,-0.003715,1,2
2,21,1,3,276,PART_CHANGE+WIDTH_CHANGE,7040;7068,59.001,2.165,0.397222,0.296691,-0.100531,0.286781,-0.067912,-0.354694,0.010542,0.002282,-0.008259,,,,-0.354694,0.100531,195.323,0.000706,0.323,0.000706,4,4
2,22,1,1,242,START,7094,4.000,1.032,0.000000,-0.139038,-0.139038,11.070020,-0.019000,-11.089020,0.000000,-0.017601,-0.017601,,,,-11.089020,0.139038,195.000,0.000000,0.000,0.000000,2,2
2,22,1,2,402,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7094;7119,20.542,11.638,-1.196825,-1.142765,0.054060,0.716021,0.082192,-0.633830,-0.037153,-0.045490,-0.008338,,,,-0.633830,-0.054060,175.857,-0.576335,-19.143,-0.576335,2,4
2,22,1,3,403,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7119,0.555,1.986,-1.142765,-1.165885,-0.023120,0.082192,0.095733,0.013541,-0.045490,-0.043207,0.002283,,,,0.013541,0.023120,175.567,-0.587890,-19.433,-0.587890,1,2
2,22,1,4,420,PART_CHANGE+WIDTH_CHANGE,7118;7119,2.103,6.394,-1.255576,-1.261151,-0.005575,0.303317,0.233659,-0.069659,-0.039105,-0.040548,-0.001443,,,,-0.069659,0.005575,170.422,-0.760402,-24.578,-0.760402,2,4
2,22,1,5,422,PART_CHANGE+WIDTH_CHANGE,7116;7117;7118;7119,4.946,5.560,-1.236215,-1.269556,-0.033342,0.264119,0.157364,-0.106755,-0.042863,-0.041348,0.001515,,,,-0.106755,0.033342,169.825,-0.780349,-25.175,-0.780349,4,8
2,22,1,6,424,PART_CHANGE+WIDTH_CHANGE,7116;7117,2.132,4.754,-1.214801,-1.241341,-0.026540,0.161460,0.196816,0.035357,-0.046353,-0.043888,0.002465,,,,0.035357,0.026540,169.231,-0.801321,-25.769,-0.801321,2,4
2,22,1,7,428,PART_CHANGE+WIDTH_CHANGE,7116,0.748,5.310,-1.247964,-1.264248,-0.016284,0.226157,0.236018,0.009861,-0.044298,-0.043321,0.000977,,,,0.009861,0.016284,167.956,-0.845149,-27.044,-0.845149,1,2
2,22,1,8,435,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7116;7134,5.795,4.935,-1.295250,-1.288404,0.006846,0.340086,0.127833,-0.212253,-0.043415,-0.045791,-0.002376,,,,-0.212253,-0.006846,165.734,-0.919659,-29.266,-0.919659,2,4
2,22,1,9,437,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7134,0.809,3.062,-1.301606,-1.266836,0.034770,0.143817,0.154364,0.010547,-0.044580,-0.047559,-0.002979,,,,0.010547,-0.034770,165.095,-0.941934,-29.905,-0.941934,1,2
2,22,1,10,450,PART_CHANGE+WIDTH_CHANGE,7134;7141,3.123,6.113,-1.290571,-1.333018,-0.042446,0.341261,0.263274,-0.077987,-0.049127,-0.047430,0.001697,,,,-0.077987,0.042446,160.887,-1.091772,-34.113,-1.091772,2,4
2,22,1,11,454,PART_CHANGE+WIDTH_CHANGE,7141,0.909,6.336,-1.331989,-1.341229,-0.009240,0.312816,0.332851,0.020035,-0.048646,-0.048298,0.000348,,,,0.020035,0.009240,159.540,-1.141037,-35.460,-1.141037,1,2
2,22,1,12,483,PART_CHANGE+WIDTH_CHANGE,7141;7154,3.998,14.795,-1.442689,-1.461532,-0.018843,1.039193,1.025083,-0.014110,-0.063059,-0.064997,-0.001938,,,,-0.014110,0.018843,149.569,-1.537305,-45.431,-1.537305,3,4
2,23,1,1,244,START,7169;7184;7192;7199;7202,57.000,8.598,0.000000,0.199557,0.199557,11.175070,-0.157811,-11.332882,0.000000,0.008142,0.008142,,,,-11.332882,-0.199557,195.000,0.000000,0.000,0.000000,10,10
2,23,1,2,245,PART_CHANGE,7169;7192;7199,56.002,8.148,0.199557,0.186046,-0.013512,0.000000,-0.136097,-0.136097,0.008142,0.007073,-0.001070,,,,-0.136097,0.013512,195.048,0.001947,0.048,0.001947,6,6
2,23,1,3,246,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7192,9.004,14.305,0.186046,0.168075,-0.017971,-0.136097,-0.115601,0.020496,0.007073,0.006283,-0.000790,,,,0.020496,0.017971,195.092,0.003639,0.092,0.003639,2,2
2,23,1,4,274,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7169;7192,55.032,7.989,-0.335342,-0.219618,0.115724,0.130519,-0.040293,-0.170812,-0.010968,-0.001577,0.009391,,,,-0.170812,-0.115724,194.366,-0.023293,-0.634,-0.023293,3,4
2,23,1,5,275,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7169,4.023,33.483,-0.219618,-0.173904,0.045714,-0.040293,-0.020475,0.019819,-0.001577,-0.000434,0.001143,,,,0.019819,-0.045714,194.310,-0.023694,-0.690,-0.023694,1,2
2,23,1,6,280,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7169;7192,55.031,8.009,-0.027092,0.000011,0.027103,0.096369,0.000010,-0.096359,0.002452,0.000001,-0.002451,,,,-0.096359,-0.027103,194.190,-0.022526,-0.810,-0.022526,2,4
2,24,1,1,240,START,7237;7239,6.000,13.557,0.000000,-0.201621,-0.201621,11.083484,3.270492,-7.812993,0.000000,-0.237277,-0.237277,,,,-7.812993,0.201621,195.000,0.000000,0.000,0.000000,4,4
2,24,1,2,241,PART_CHANGE+WIDTH_CHANGE+RESPONSE,7239,2.117,13.541,-0.201621,-0.320880,-0.119259,3.270492,3.009328,-0.261163,0.000000,-0.083680,-0.083680,,,,-0.261163,0.119259,194.949,-0.060274,-0.051,-0.060274,2,2
2,24,1,3,242,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7237;7239,6.143,16.223,-0.320880,-0.649607,-0.328727,3.009328,1.594376,-1.414952,-0.083680,-0.103256,-0.019575,,,,-1.414952,0.328727,194.867,-0.081531,-0.133,-0.081531,4,4
2,24,1,4,243,PART_CHANGE+WIDTH_CHANGE+RESPONSE,7239,2.204,15.070,-0.649607,-0.993762,-0.344155,1.594376,1.262429,-0.331947,-0.103256,-0.086731,0.016525,,,,-0.331947,0.344155,194.702,-0.107761,-0.298,-0.107761,2,2
2,24,1,5,244,RESPONSE,7239,2.242,15.768,-0.993762,-1.260256,-0.266493,1.262429,1.077293,-0.185135,-0.086731,-0.072186,0.014546,,,,-0.185135,0.266493,194.450,-0.129792,-0.550,-0.129792,1,2
2,24,1,6,245,RESPONSE,7239,2.273,16.343,-0.201621,-1.416644,-1.215023,1.077293,0.992492,-0.084802,0.000000,-0.019165,-0.019165,,,,-0.084802,1.215023,194.130,-0.148129,-0.870,-0.148129,1,2
2,24,1,7,249,RESPONSE,7239,2.324,17.299,-0.201621,-1.476150,-1.274529,0.548435,0.613128,0.064692,0.000000,-0.011950,-0.011950,,,,0.064692,1.274529,192.635,-0.179006,-2.365,-0.179006,1,2
2,24,1,8,267,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7239;7295,33.241,7.266,-1.365372,-1.225228,0.140144,1.034226,-0.247002,-1.281228,-0.049608,-0.026148,0.023460,,,,-1.281228,-0.140144,186.747,-0.362019,-8.253,-0.362019,2,4
