run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,26,1,242,243,2,7398;7413,195.000,195.040,0.040,484.057,484.751,0.694,0.000000,0.081108,0.081108,0.166637,0.251507,0.084870,3.783615,3.836660,0.053046,0.339171,0.327199,-0.011972,,,,4.068,11.000,17.950,0.166637,242,11.000,16.504,-7.279690,-0.166637,0.339171,242,0.166637,0.251507,2
2,26,2,247,248,2,7389;7394;7397,195.290,195.480,0.190,487.893,487.525,-0.368,0.406856,0.461005,0.054149,0.748962,1.262342,0.513380,-1.377987,-1.301883,0.076104,0.213164,0.152400,-0.060764,,,,3.577,4.861,4.541,0.513380,248,3.577,2.110,0.076104,-0.513380,0.110368,247,0.513380,1.013654,2
2,26,3,295,488,194,7419;7422;7425;7427;7431;7432;7444;7403;7457;7461,209.046,196.969,-12.077,491.414,501.877,10.463,2.098787,1.674966,-0.423821,0.367577,0.000000,-0.367577,-0.264726,0.000000,0.264726,0.012952,0.000000,-0.012952,,,,0.852,44.181,27.148,0.694572,295,11.013,20.368,-2.106123,0.694572,0.115279,295,0.694572,4.084813,11
2,27,1,239,480,242,7468;7469;7478;7470,195.000,182.713,-12.287,481.478,486.927,5.449,0.000000,-0.356525,-0.356525,-0.409529,0.000001,0.409530,2.213174,-0.000000,-2.213174,-0.163378,0.000000,0.163378,,,,1.041,47.167,23.924,1.443473,245,1.117,15.677,-0.007050,1.443473,0.163378,239,1.443473,6.672563,10
2,28,1,238,240,3,7537,195.000,195.079,0.079,480.961,482.153,1.192,0.000000,0.104853,0.104853,0.104162,0.357474,0.253312,3.463975,2.584716,-0.879259,0.200341,0.205772,0.005432,,,,2.000,2.094,14.357,0.150135,240,2.094,14.357,-0.061666,-0.150135,0.200341,238,0.150135,0.357474,2
2,28,2,242,245,4,7536,195.260,195.728,0.468,482.836,482.254,-0.583,0.209196,0.267540,0.058344,0.475494,0.874513,0.399019,-0.442081,-0.448594,-0.006512,0.101681,0.024663,-0.077018,,,,2.164,2.193,10.163,0.874513,245,2.193,7.959,-0.448594,-0.874513,0.103305,242,0.874513,1.278154,3
2,28,3,252,480,229,7536;7555,197.227,239.672,42.445,481.920,497.780,15.860,0.309819,1.444495,1.134677,0.842014,-0.213428,-1.055443,-0.159566,0.387005,0.546571,0.018767,-0.012795,-0.031562,,,,0.992,62.773,31.611,0.191100,456,62.772,1.228,-0.062030,0.191100,0.064749,454,0.191100,3.812601,6
2,29,1,242,484,243,7634;7636;7631;7670;7699;7701;7637;7647;7654;7704;7709;7662,195.000,129.474,-65.526,482.500,493.223,10.722,0.000000,-2.210533,-2.210533,-0.275644,-0.236395,0.039249,1.647522,-0.101073,-1.748595,-0.137553,-0.004583,0.132970,,,,0.616,33.831,25.178,1.317820,249,2.111,13.713,-0.002072,1.317820,0.137553,242,1.317820,7.921982,23
2,30,1,238,239,2,7721;7739,195.000,194.942,-0.058,478.791,478.685,-0.106,0.000000,-0.057303,-0.057303,-0.241820,-0.370070,-0.128250,0.351211,0.416613,0.065402,-0.239626,-0.221701,0.017925,,,,5.049,11.000,10.293,0.241820,238,11.000,6.887,-10.664910,0.241820,0.239626,238,0.241820,0.370070,2
2,30,2,279,520,242,7740;7724;7731;7737;7741;7746;7750;7770;7769;7768;7758;7766;7767;7763;7765,191.511,204.924,13.413,496.143,502.303,6.159,-2.112844,-1.562429,0.550415,-0.274252,-0.229081,0.045171,0.565303,0.153855,-0.411448,-0.126786,-0.012233,0.114552,,,,0.819,28.000,23.613,0.492038,369,23.998,1.467,-1.092911,0.492038,0.112986,280,0.492038,6.094839,27
