run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,16,1,247,248,2,1171;1176;1183,195.000,194.883,-0.117,500.747,500.020,-0.727,0.000000,-0.027088,-0.027088,-0.462408,-0.754464,-0.292056,0.258120,0.327966,0.069846,-0.106636,-0.100576,0.006060,0.006060,0.000000,0.006060,0.000000,1,0.006060,0.000000,0.000000,1,0.000000,-0.106636,0.000000,-0.106636,-0.100576,0.000000,-0.100576,0.000000,1,6.025,15.000,13.366,0.462408,247,15.000,9.308,-10.974648,0.462408,0.106636,247,0.462408,0.754464,2
1,16,2,257,516,260,1172;1184;1192;1176;1171,193.195,193.879,0.684,501.130,502.284,1.154,-0.252088,-0.217870,0.034218,-0.554744,-0.000000,0.554744,-1.208796,-0.000000,1.208796,-0.027698,-0.000000,0.027698,0.027698,0.000000,0.027698,-0.000000,1,0.027698,-0.000000,0.000000,1,-0.097540,0.069841,0.000000,0.069841,0.097540,0.000000,0.097540,0.000000,1,0.211,46.316,41.935,0.245040,403,46.315,14.065,-0.427793,-0.245040,0.069841,257,0.245040,3.012990,21
1,17,1,244,246,3,1218;1226;1229,195.000,194.402,-0.598,495.079,494.208,-0.871,0.000000,-0.023244,-0.023244,-1.148954,-1.199125,-0.050171,-0.080280,0.061728,0.142009,-0.046651,-0.044746,0.001904,-0.044746,0.000000,-0.044746,-0.046651,0,0.001904,0.000000,0.046651,0,0.000000,-0.046651,0.000000,-0.046651,-0.091397,0.000000,-0.091397,-0.046651,0,5.022,25.000,10.048,1.206335,245,19.011,10.048,-0.009140,1.206335,0.046651,244,1.206335,2.362498,3
1,17,2,252,872,621,1218;1219,192.662,190.961,-1.701,494.644,494.947,0.303,-0.088179,-0.122118,-0.033939,-1.176952,-0.000092,1.176860,0.339050,0.000024,-0.339026,-0.044597,-0.000004,0.044593,0.044593,0.000000,0.044593,0.000000,1,0.044593,0.000000,0.000000,1,-0.043927,-0.000670,0.000000,-0.000670,0.043923,0.000000,0.043923,0.000000,1,0.363,29.274,12.174,0.120503,621,29.273,1.100,-0.425919,-0.120503,0.012340,256,0.120503,6.196916,18
1,18,1,240,240,1,1290;1304,195.000,195.000,0.000,478.436,478.436,0.000,0.000000,0.000000,0.000000,0.245415,0.245415,0.000000,-1.275256,-1.275256,0.000000,0.198130,0.198130,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,0.198130,0.000000,0.198130,0.198130,0.000000,0.198130,0.000000,1,18.000,18.000,2.896,0.245415,240,18.000,2.896,-12.271072,-0.245415,0.198130,240,0.245415,0.245415,1
1,18,2,296,616,321,1286;1305;1317;1320;1324;1285;1288;1313;1281;1314;1306;1283;1312,198.101,164.967,-33.133,487.584,499.890,12.306,2.503142,1.207994,-1.295148,-0.267836,0.000008,0.267844,0.148595,0.000003,-0.148592,-0.016708,-0.000000,0.016708,0.016708,0.000000,0.016708,-0.000000,1,0.016708,-0.000000,0.000000,1,0.161057,-0.177765,0.000000,-0.177765,-0.161057,0.000000,-0.161057,0.000000,1,0.603,31.952,28.590,0.467330,296,8.394,17.602,-2.279850,0.467330,0.177765,296,0.467330,6.681325,31
1,19,1,238,239,2,1379;1386,195.000,194.939,-0.061,479.859,480.048,0.188,0.000000,-0.074839,-0.074839,-0.240705,-0.368447,-0.127742,1.931824,1.995268,0.063444,-0.294613,-0.275621,0.018992,0.021269,-0.002277,0.018992,0.000000,1,0.018992,0.000000,0.000000,1,0.000000,-0.294613,0.000000,-0.294613,-0.273343,-0.002277,-0.275621,0.000000,1,7.055,8.000,13.879,0.240705,238,8.000,10.332,-9.085994,0.240705,0.294613,238,0.240705,0.368447,2
1,19,2,266,618,353,1396;1398;1399;1406;1434;1435;1431;1426,192.553,196.559,4.006,498.346,501.900,3.555,-1.859288,-1.656583,0.202705,0.520372,-0.001645,-0.522017,0.636119,0.001603,-0.634516,0.026119,0.000552,-0.025567,-0.025567,0.000000,-0.025567,0.000000,1,-0.025567,0.000000,0.000000,1,-0.249594,0.275713,0.000000,0.275713,0.250146,0.000000,0.250146,0.000000,1,0.990,29.274,27.315,0.854027,266,11.399,26.772,-2.919424,-0.854027,0.275713,266,0.854027,7.147379,24
1,20,1,238,239,2,1472;1484,195.000,194.782,-0.218,479.465,478.906,-0.559,0.000000,0.020123,0.020123,-0.856655,-1.487168,-0.630513,-0.269349,-0.479504,-0.210155,0.079217,0.183632,0.104415,0.104415,0.000000,0.104415,0.000000,1,0.104415,0.000000,0.000000,1,0.000000,0.079217,0.000000,0.079217,0.183632,0.000000,0.183632,0.000000,1,4.019,5.000,1.859,0.856655,238,5.000,1.859,-11.293936,0.856655,0.104415,239,0.856655,1.487168,2
1,20,2,291,713,423,1501;1506;1511;1514;1519;1530;1555;1558;1559;1556;1544;1536;1495;1547;1524,177.229,161.855,-15.374,493.800,497.587,3.787,2.187553,1.583477,-0.604076,-1.311702,0.145041,1.456743,1.058315,-0.051600,-1.109915,-0.047517,0.009085,0.056602,0.056602,0.000000,0.056602,0.000000,1,0.056602,0.000000,0.000000,1,0.151578,-0.199095,0.000000,-0.199095,-0.142493,0.000000,-0.142493,0.000000,1,0.877,32.646,26.523,0.158201,301,32.646,11.413,-1.652778,-0.158201,0.199095,291,0.158201,7.308038,23
