run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,21,1,240,436,197,1562;1563;1589;1590,195.000,195.335,0.335,483.845,483.336,-0.509,0.000000,0.000304,0.000304,-0.378360,0.000000,0.378360,-0.272806,-0.000000,0.272806,-0.010025,0.000000,0.010025,0.010025,0.000000,0.010025,0.000000,1,0.010025,0.000000,0.000000,1,0.000000,-0.010025,0.000000,-0.010025,0.000000,0.000000,0.000000,-0.000000,1,54.001,59.003,2.286,0.378360,240,59.000,2.192,-11.334445,0.378360,0.010025,240,0.378360,1.977561,4
1,22,1,243,246,4,1616;1618;1620,195.000,194.207,-0.793,486.485,485.343,-1.142,0.000000,0.057479,0.057479,-0.597874,-1.541790,-0.943916,-0.121203,-0.197277,-0.076074,0.028338,0.127452,0.099114,0.175273,0.000000,0.175273,0.076159,0,0.099114,0.000000,-0.076159,0,0.000000,0.028338,0.000000,0.028338,0.203611,0.000000,0.203611,0.076159,0,4.025,6.000,1.032,1.505409,245,4.025,0.116,-0.269140,1.505409,0.123437,245,1.505409,2.595949,3
1,22,2,258,260,3,1617,189.693,189.066,-0.627,485.655,485.229,-0.426,0.430641,0.460957,0.030316,-1.355825,-0.770749,0.585076,-0.843816,-0.695978,0.147839,0.069351,0.022459,-0.046891,-0.061868,0.014976,-0.046891,0.000000,1,-0.046891,0.000000,0.000000,1,0.122301,-0.072199,0.019249,-0.052950,-0.134067,0.034225,-0.099842,0.000000,1,4.923,4.961,11.422,0.340007,260,4.923,10.389,0.073778,-0.340007,0.052950,258,0.340007,0.708733,3
1,22,3,272,696,425,1617;1616,186.809,182.102,-4.707,484.497,486.685,2.188,0.526715,0.358684,-0.168031,-0.596741,-0.006276,0.590465,-0.027610,-0.016220,0.011390,0.004349,-0.000158,-0.004506,-0.004506,0.000000,-0.004506,0.000000,1,-0.004506,0.000000,0.000000,1,0.021552,-0.020708,0.003504,-0.017203,-0.025214,0.003504,-0.021710,-0.000000,1,4.098,29.729,13.719,0.142859,272,4.825,8.117,-0.108148,-0.142859,0.017203,272,0.142859,7.192882,8
1,23,1,245,444,200,1691;1706;1714;1721;1724,195.000,194.414,-0.586,495.155,494.179,-0.976,0.000000,-0.021622,-0.021622,0.199587,0.000000,-0.199587,-0.157834,0.000000,0.157834,0.008144,0.000000,-0.008144,-0.008144,0.000000,-0.008144,0.000000,1,-0.008144,0.000000,0.000000,1,0.000000,0.008144,0.000000,0.008144,-0.000000,0.000000,-0.000000,-0.000000,1,4.022,57.000,33.505,0.199587,245,57.000,8.598,-11.334545,-0.199587,0.010846,274,0.199587,1.143090,6
1,24,1,244,248,5,1759;1761;1762,195.000,194.335,-0.665,487.070,489.574,2.504,0.000000,-0.203306,-0.203306,-0.333618,-1.289994,-0.956376,3.198832,2.580476,-0.618355,-0.260288,-0.162438,0.097850,-0.205517,0.043079,-0.162438,-0.260288,0,0.097850,0.000000,0.260288,0,0.000000,-0.294169,0.033881,-0.260288,-0.499686,0.076959,-0.422727,-0.260288,0,2.213,7.000,18.040,0.333618,244,7.000,14.057,-7.889626,0.333618,0.260288,244,0.333618,1.289994,5
1,24,2,253,255,3,1815;1817;1818;1819,192.728,191.922,-0.806,492.641,492.079,-0.561,-0.405669,-0.441212,-0.035544,-1.646959,-1.901708,-0.254749,-0.864652,-0.725345,0.139308,-0.077764,-0.055657,0.022107,0.022107,0.000000,0.022107,0.000000,1,0.022107,0.000000,0.000000,1,-0.159967,0.084625,-0.002422,0.082203,0.106732,-0.002422,0.104310,0.000000,1,0.427,7.486,8.544,0.376589,253,7.486,8.348,-3.687585,0.376589,0.082203,253,0.376589,0.631338,3
1,24,3,265,484,220,1818;1819;1820;1821;1808;1810;1812;1813;1814;1816;1804;1811;1782;1784;1785;1799,187.229,152.854,-34.375,491.185,500.734,9.549,-0.578584,-1.835386,-1.256802,-1.789417,0.000000,1.789417,-0.266389,0.000000,0.266389,-0.053531,0.000000,0.053531,0.053531,0.000000,0.053531,0.000000,1,0.053531,0.000000,0.000000,1,-0.053782,0.000251,0.000000,0.000251,0.053782,0.000000,0.053782,-0.000000,1,0.547,46.560,27.071,0.331566,348,46.560,9.033,-1.032011,-0.331566,0.080594,348,0.331566,4.079506,18
1,25,1,238,238,1,1825;1829;1832,195.000,195.000,0.000,478.487,478.487,0.000,0.000000,0.000000,0.000000,0.317679,0.317679,0.000000,-1.013886,-1.013886,0.000000,0.264675,0.264675,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,0.264675,0.000000,0.264675,0.264675,0.000000,0.264675,0.000000,1,16.000,16.000,4.436,0.317679,238,16.000,4.436,-12.023234,-0.317679,0.264675,238,0.317679,0.317679,1
1,25,2,285,286,2,1878,198.422,198.530,0.108,486.097,485.977,-0.120,2.850992,2.878593,0.027600,0.424359,0.663819,0.239460,-0.611552,-0.538379,0.073173,0.108652,0.051628,-0.057024,-0.059638,0.002613,-0.057024,0.000000,1,-0.057024,0.000000,0.000000,1,0.222600,-0.129516,0.015569,-0.113948,-0.189154,0.018182,-0.170972,0.000000,1,0.260,0.287,4.496,0.239460,286,0.260,3.544,0.073173,-0.239460,0.113948,285,0.239460,0.396641,2
1,25,3,292,832,541,1830;1878;1863;1869;1906;1908;1902;1829,199.493,152.726,-46.767,485.520,501.338,15.818,2.953516,1.201708,-1.751808,0.685686,-0.024057,-0.709743,-0.250688,-0.007428,0.243260,0.032200,0.001482,-0.030717,-0.030717,0.000000,-0.030717,0.000000,1,-0.030717,0.000000,0.000000,1,0.050683,-0.018483,0.000000,-0.018483,-0.049200,0.000000,-0.049200,0.000000,1,0.224,36.768,36.927,0.245156,560,36.766,18.997,-0.328291,-0.245156,0.071723,560,0.245156,9.238977,30
