run,piece,transition_index,previous_event_index,next_event_index,previous_end_substep,next_start_substep,gap_substeps,previous_duration_substeps,next_duration_substeps,previous_end_x,next_start_x,delta_x_during_gap,previous_end_y,next_start_y,delta_y_during_gap,previous_end_angle,next_start_angle,delta_angle_during_gap,previous_end_vx,next_start_vx,delta_vx_across_gap,previous_end_vy,next_start_vy,delta_vy_across_gap,previous_end_angular_velocity,next_start_angular_velocity,delta_angular_across_gap,next_start_contact_width_px,next_start_contact_offset_px,previous_max_abs_delta_vx,previous_max_abs_delta_angular,previous_max_delta_vt,loop_class,angular_persistence,linear_persistence
1,6,1,1,2,239,270,30,2,407,194.908,190.377,-4.531,478.316,475.945,-2.372,-0.016009,-0.245129,-0.229120,-0.620175,-0.542863,0.077312,-1.103206,-0.059840,1.043366,-0.031359,-0.012390,0.018968,0.243,5.415,0.360422,0.063021,0.360422,ANGULAR_RECONTACT_LOOP,1,0
1,10,1,1,2,243,272,28,3,345,194.842,189.303,-5.539,485.812,480.486,-5.326,-0.069564,-0.488075,-0.418511,-0.805334,-0.748774,0.056560,-1.416429,-0.483808,0.932621,-0.060844,-0.035176,0.025668,4.885,19.312,0.430784,0.200302,0.430784,ANGULAR_RECONTACT_LOOP,1,0
