run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
2,31,1,1,239,START,7783,4.000,7.363,0.000000,0.108274,0.108274,11.029625,1.831934,-9.197691,0.000000,0.300778,0.300778,-9.197691,-0.108274,195.000,0.000000,0.000,0.000000,2,2
2,31,2,1,266,START,7816;7818,0.937,23.321,0.098205,0.017216,-0.080989,3.383716,0.951279,-2.432437,0.272807,0.178690,-0.094116,-2.432437,0.080989,195.694,1.927044,0.000,0.000000,3,4
2,31,2,2,267,PART_CHANGE+WIDTH_CHANGE+RESPONSE,7801;7809;7816;7818,3.543,23.603,0.017216,0.079978,0.062762,0.951279,-0.324890,-1.276169,0.178690,0.101115,-0.077576,-1.276169,-0.062762,195.698,1.972436,0.004,0.045392,7,8
2,31,2,3,268,RESPONSE,7801;7809;7816;7818,3.559,23.013,0.079978,0.469339,0.389360,-0.324890,-0.492781,-0.167891,0.101115,0.065114,-0.036001,-0.167891,-0.389360,195.718,1.998122,0.025,0.071077,6,8
2,31,2,4,269,PART_CHANGE+WIDTH_CHANGE,7809;7816;7818,2.236,21.958,0.469339,0.607646,0.138307,-0.492781,-0.583390,-0.090610,0.065114,0.053241,-0.011873,-0.090610,-0.138307,195.838,2.014662,0.144,0.087618,4,6
2,31,2,5,271,PART_CHANGE+WIDTH_CHANGE,7816,0.892,20.681,0.681816,0.700955,0.019139,-0.631509,-0.659961,-0.028452,0.045458,0.030334,-0.015123,-0.028452,-0.019139,196.165,2.039734,0.471,0.112690,1,2
2,31,2,6,342,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7816;7834,27.608,11.637,-0.957134,-1.107921,-0.150788,1.245430,0.195398,-1.050032,-0.049913,-0.054478,-0.004566,-1.050032,0.150788,192.925,1.849844,-2.769,-0.077200,2,4
2,31,2,7,343,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7834,5.789,0.972,-1.107921,-1.337341,-0.229419,0.195398,0.111177,-0.084222,-0.054478,-0.031082,0.023396,-0.084222,0.229419,192.660,1.836816,-3.034,-0.090228,1,2
2,31,2,8,363,PART_CHANGE+WIDTH_CHANGE,7830;7834,7.000,5.597,-1.193869,-1.228244,-0.034375,0.551560,0.171158,-0.380401,-0.064407,-0.066059,-0.001652,-0.380401,0.034375,186.668,1.570212,-9.026,-0.356832,4,4
2,31,2,9,367,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7830,0.998,3.804,-1.203853,-1.212950,-0.009097,0.197000,0.225113,0.028113,-0.069053,-0.068121,0.000931,0.028113,0.009097,185.481,1.505074,-10.212,-0.421970,1,2
