run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,16,1,1,247,START,12127,6.000,12.808,0.000000,-0.192044,-0.192044,11.209753,1.112208,-10.097544,0.000000,-0.094365,-0.094365,-10.097544,0.192044,195.000,0.000000,0.000,0.000000,2,2
3,16,1,2,248,RESPONSE,12127,6.021,13.274,-0.192044,-0.513708,-0.321664,1.112208,0.930378,-0.181830,-0.094365,-0.090099,0.004265,-0.181830,0.321664,194.954,-0.022566,-0.046,-0.022566,1,2
3,16,1,3,249,RESPONSE,12127,6.039,13.739,0.000000,-0.803505,-0.803505,0.930378,0.914829,-0.015550,0.000000,-0.069823,-0.069823,-0.015550,0.803505,194.824,-0.045453,-0.176,-0.045453,1,2
3,16,1,4,258,PART_CHANGE+WIDTH_CHANGE,12127;12132,11.962,14.485,-1.249645,-1.275092,-0.025447,0.879363,0.585800,-0.293563,-0.065217,-0.067328,-0.002111,-0.293563,0.025447,192.295,-0.197859,-2.705,-0.197859,2,4
3,16,1,5,259,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12132,0.213,8.916,-1.275092,-1.267852,0.007240,0.585800,0.608940,0.023140,-0.067328,-0.067488,-0.000160,0.023140,-0.007240,191.971,-0.214962,-3.029,-0.214962,1,2
3,16,1,6,260,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12128;12132;12140;12148,53.596,17.454,-1.267852,-0.456642,0.811211,0.608940,-1.002946,-1.611886,-0.067488,-0.022778,0.044710,-1.611886,-0.811211,191.649,-0.232106,-3.351,-0.232106,4,8
3,16,1,7,261,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128;12140,11.162,35.422,-0.456642,-0.444533,0.012109,-1.002946,-0.932696,0.070250,-0.022778,-0.022882,-0.000104,0.070250,-0.012109,191.540,-0.237553,-3.460,-0.237553,2,4
3,16,1,8,266,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12140,0.260,40.386,-0.385805,-0.369764,0.016041,-0.769308,-0.727565,0.041744,-0.019058,-0.018074,0.000984,0.041744,-0.016041,191.031,-0.263223,-3.969,-0.263223,1,2
3,16,1,9,283,PART_CHANGE+WIDTH_CHANGE,12140;12148,3.465,41.028,-0.072143,-0.050706,0.021437,-0.127676,-0.094050,0.033626,-0.003248,-0.002202,0.001046,0.033626,-0.021437,190.073,-0.308193,-4.927,-0.308193,2,4
3,16,1,10,297,PART_CHANGE+WIDTH_CHANGE,12140,0.292,39.703,0.197169,0.214063,0.016894,0.356321,0.388817,0.032497,0.009018,0.009829,0.000811,0.032497,-0.016894,190.335,-0.296293,-4.665,-0.296293,1,2
3,16,1,11,309,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128;12140,11.151,35.140,0.385377,0.418468,0.033091,0.768797,0.759686,-0.009112,0.019045,0.020907,0.001863,-0.009112,-0.033091,191.247,-0.252871,-3.753,-0.252871,2,4
3,16,1,12,314,PART_CHANGE+WIDTH_CHANGE,12128,7.047,33.587,0.464373,0.474553,0.010181,0.890639,0.922156,0.031517,0.024210,0.024999,0.000789,0.031517,-0.010181,191.795,-0.224909,-3.205,-0.224909,1,2
3,16,1,13,315,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128;12132,46.315,14.060,0.474553,0.332575,-0.141978,0.922156,-0.161357,-1.083513,0.024999,0.017738,-0.007261,-1.083513,0.141978,191.908,-0.218931,-3.092,-0.218931,2,4
3,16,1,14,316,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12132,0.213,8.911,0.332575,0.324655,-0.007920,-0.161357,-0.155820,0.005537,0.017738,0.017279,-0.000459,0.005537,0.007920,191.988,-0.214689,-3.012,-0.214689,1,2
3,16,1,15,317,WIDTH_CHANGE+OFFSET_CHANGE,12132,11.944,14.699,0.324655,0.316263,-0.008392,-0.155820,-0.150088,0.005732,0.017279,0.016797,-0.000482,0.005732,0.008392,192.070,-0.210300,-2.930,-0.210300,1,2
3,16,1,16,319,PART_CHANGE,12127;12132,11.957,14.554,0.307915,0.282490,-0.025425,-0.144520,-0.207565,-0.063045,0.016321,0.014966,-0.001355,-0.063045,0.025425,192.229,-0.201887,-2.771,-0.201887,2,4
3,16,1,17,325,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12127,6.082,16.352,0.224565,0.213596,-0.010969,-0.159216,-0.150443,0.008773,0.011739,0.011151,-0.000588,0.008773,0.010969,192.612,-0.181724,-2.388,-0.181724,1,2
3,16,1,18,368,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12127;12132,11.973,14.352,-0.232307,-0.244670,-0.012363,0.165490,0.110118,-0.055371,-0.012173,-0.012882,-0.000708,-0.055371,0.012363,192.450,-0.190169,-2.550,-0.190169,2,4
3,16,1,19,374,PART_CHANGE,12132,11.944,14.706,-0.276067,-0.281850,-0.005783,0.129997,0.133899,0.003902,-0.014630,-0.014973,-0.000342,0.003902,0.005783,192.061,-0.210711,-2.939,-0.210711,1,2
3,16,1,20,375,WIDTH_CHANGE+OFFSET_CHANGE,12132,0.213,8.904,-0.281850,-0.287770,-0.005920,0.133899,0.137976,0.004078,-0.014973,-0.015313,-0.000341,0.004078,0.005920,191.993,-0.214292,-3.007,-0.214292,1,2
3,16,1,21,376,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12128;12132,46.314,14.078,-0.287770,-0.096208,0.191562,0.137976,-0.189979,-0.327955,-0.015313,-0.005133,0.010180,-0.327955,-0.191562,191.924,-0.217953,-3.076,-0.217953,2,4
3,16,1,22,377,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128,7.050,33.687,-0.096208,-0.078418,0.017791,-0.189979,-0.154702,0.035277,-0.005133,-0.004181,0.000953,0.035277,-0.017791,191.900,-0.219257,-3.100,-0.219257,1,2
