run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,1,complete,120,59,60,4.348,1775.255,7.415,3,3,11,12,12,12,0.713,20,10,10.92544,0.057619,-0.287136,0.06455,0.351686,179.841,195.209,15.367999999999995,,0,1,88,176,88,91,83
5,2,complete,120,59,60,4.144,971.803,3.723,6,6,6,7,10,8,-1.594,8,4,10.92473,0.043839,-0.199704,0.706811,0.906515,195,210.34,15.340000000000003,,0,1,83,166,83,90,76
5,3,complete,121,60,60,6.218,2680.781,8.535,8,8,60,61,61,61,-10.188,18,9,11.03438,0.018658,-0.037495,0.019809,0.057304,192.739,195.039,2.299999999999983,,0,1,89,178,89,93,68
5,4,complete,120,59,60,2.636,378.793,10.821,9,9,10,11,11,11,-3.944,14,7,10.92446,0.198391,-0.429961,0.199263,0.629224,180.363,212.134,31.770999999999987,,0,1,54,108,54,54,62
5,5,complete,120,59,60,4.202,918.333,0.519,9,9,11,12,16,9,8.374,4,2,10.92448,0.201993,-0.803067,0.25157,1.054637,167.517,195,27.483000000000004,,0,0,84,168,84,91,85
5,6,complete,120,59,60,4.956,1754.612,4.805,35,35,35,37,39,37,1.422,16,8,10.92465,0.057659,-0.085907,0.077256,0.163163,194.602,212.529,17.926999999999992,,0,1,63,126,63,66,67
5,7,complete,119,58,60,4.74,1831.832,2.853,4,4,5,7,12,6,-12.103,8,4,10.91231,0.073979,0,0.432756,0.432756,195,227.684,32.684,,0,1,102,204,102,107,84
5,8,complete,120,59,60,5.508,2566.696,2.475,5,5,6,10,22,6,-24.468,6,3,10.92454,0.112472,0,0.603322,0.603322,195,220.363,25.363,,0,1,68,136,68,69,57
5,9,complete,120,59,60,5.038,2670.843,2.201,5,5,7,9,37,8,-32.675,8,4,10.92462,0.049275,0,0.598462,0.598462,195,229.489,34.489000000000004,,0,1,78,156,78,82,79
5,10,complete,121,60,60,6.51,5147.624,3.157,50,50,52,53,55,54,3.177,22,11,11.03523,0.011292,-0.02253,0.02568,0.04821,194.156,196.732,2.5759999999999934,,0,1,97,194,97,102,84
5,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,44,2.004,20,10,11.02185,0.002521,-0.021305,0,0.021305,194.712,195.354,0.6420000000000243,,0,1,78,156,78,80,67
5,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04066,0.043617,0,0.35499,0.35499,195,207.847,12.847000000000008,,0,1,65,130,65,66,71
5,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,48,12.891,22,11,11.15506,0.029176,-0.188819,0,0.188819,188.086,195,6.913999999999987,,0,1,57,114,57,60,65
5,14,complete,120,59,60,7.566,7101.376,6.276,25,25,30,43,64,48,-3.596,14,7,11.03552,0.002218,0,0.019271,0.019271,193.282,195.227,1.9449999999999932,,0,1,71,142,71,80,78
5,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,25,30,8.756,18,9,11.03417,0.02263,-0.429707,0,0.429707,182.279,195,12.721000000000004,,0,1,55,110,55,55,49
5,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,10,5,11.15507,0.013259,-0.212985,0,0.212985,189.114,195,5.885999999999996,,0,1,49,98,49,49,48
5,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.14833,0.005327,-0.113816,0,0.113816,191.278,195.001,3.723000000000013,,0,1,58,116,58,59,60
5,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,19,-2.396,12,6,10.9253,0.075553,-0.0471,1.456822,1.503922,195,205.346,10.346000000000004,,0,1,86,172,86,97,82
5,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.92462,0.114795,-0.996027,0,0.996027,169.565,195,25.435000000000002,,0,1,72,144,72,73,59
5,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,26,-8.641,10,5,10.96719,0.115614,-0.627595,0.216525,0.84412,192.522,220.31,27.78800000000001,,0,1,122,244,122,127,82
5,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.03438,0,0,0,0,194.997,195,0.002999999999985903,,0,1,50,100,50,50,44
5,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,7,17,15,-2.468,14,7,11.04069,0.03503,-0.606228,0.047281,0.653509,186.119,199.751,13.632000000000005,,0,1,67,134,67,70,54
5,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.14833,0.006798,-0.018847,0.00101,0.019857,194.079,195.073,0.9939999999999998,,0,1,71,142,71,78,70
5,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.033366,-0.362799,0,0.362799,176.102,195,18.897999999999996,,0,1,66,132,66,67,62
5,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,14,7,10.92454,0.060943,-0.028005,1.255592,1.283597,195,243.47,48.47,,0,1,85,170,85,88,80
5,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,41,43,-3.504,24,12,11.03382,0.155865,-0.017282,0.667591,0.6848730000000001,195,205.831,10.830999999999989,,0,1,76,152,76,82,72
5,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,1,10.794,2,1,10.92446,0.026098,-0.349531,0,0.349531,167.322,195,27.677999999999997,,0,1,66,132,66,70,66
5,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,3,-9.773,4,2,10.92562,0.153184,0,1.772837,1.772837,195,213.284,18.283999999999992,,0,1,92,184,92,95,80
5,29,complete,121,60,60,4.632,1624.548,2.816,3,3,12,16,19,23,2.358,28,14,11.03451,0.150568,-1.672279,0.004508,1.676787,173.669,198.229,24.560000000000002,,0,1,83,166,83,91,70
5,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.92446,0.064118,-1.085541,0,1.085541,154.067,195,40.93299999999999,,0,1,61,122,61,63,64
5,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.92446,0.130364,0,1.338089,1.338089,195,225.324,30.324000000000012,,0,1,58,116,58,65,67
5,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04065,0.162915,-1.395116,0.06339,1.458506,195,222.559,27.558999999999997,,0,1,65,130,65,69,61
5,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,20,-12.437,8,4,11.04065,0.022779,0,0.463087,0.463087,195,213.395,18.39500000000001,,0,1,60,120,60,61,58
5,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,35,-5.645,24,12,11.03382,0.032138,0,0.332157,0.332157,195,208.259,13.258999999999986,,0,1,74,148,74,79,73
5,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,5,8.788,2,1,11.14834,0.026989,-0.152191,0,0.152191,190.839,195,4.161000000000001,,0,1,38,76,38,38,48
5,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,3,-19.524,2,1,10.92492,0.062453,0,0.783269,0.783269,195,222.383,27.38300000000001,,0,1,63,126,63,63,48
5,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.92473,0.052741,-1.057218,0.009074,1.066292,137.252,195,57.74799999999999,,0,1,71,142,71,83,62
