run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,6,1,241,242,2,416;428;432,195.000,194.924,-0.076,479.233,478.318,-0.916,0.000000,-0.015825,-0.015825,-0.319267,-0.549397,-0.230130,-1.212929,-1.141896,0.071033,-0.066177,-0.038110,0.028067,0.028067,0.000000,0.028067,0.000000,1,0.028067,0.000000,0.000000,1,0.000000,-0.066177,0.000000,-0.066177,-0.038110,0.000000,-0.038110,0.000000,1,11.014,35.000,9.913,0.319267,241,35.000,0.422,-12.222261,0.319267,0.066177,241,0.319267,0.549397,2
1,6,2,273,624,352,428;432;419;473;448;450,190.910,127.183,-63.727,475.734,498.343,22.609,-0.294270,-2.015248,-1.720977,-0.524529,0.000000,0.524529,-0.049816,-0.000000,0.049816,-0.020073,0.000000,0.020073,0.020073,0.000000,0.020073,-0.000000,1,0.020073,-0.000000,0.000000,1,-0.034048,0.013974,0.000000,0.013974,0.034048,0.000000,0.034048,-0.000000,1,0.290,50.560,27.682,0.191159,510,1.797,23.026,-0.066119,-0.191159,0.069730,508,0.191159,4.867647,12
1,7,1,240,583,344,477;483;480,195.000,206.624,11.624,477.736,482.164,4.427,0.000000,0.273714,0.273714,0.236618,0.014926,-0.221692,2.815343,0.003983,-2.811360,0.143674,-0.001627,-0.145300,0.174021,-0.132878,0.041142,0.186443,0,-0.145300,0.000000,-0.186443,0,0.000000,0.248122,-0.104449,0.143674,0.422143,-0.237327,0.184816,0.186443,0,2.035,42.720,24.322,0.835004,245,2.080,16.865,-0.046963,-0.835004,0.143674,240,0.835004,6.685865,17
1,8,1,238,240,3,581;582;584,195.000,195.150,0.150,480.838,482.612,1.773,0.000000,0.104365,0.104365,0.225666,0.497322,0.271657,5.780082,5.332206,-0.447876,0.197406,0.201710,0.004303,0.004303,0.000000,0.004303,0.000000,1,0.004303,0.000000,0.000000,1,0.000000,0.263209,-0.065802,0.197406,0.267512,-0.065802,0.201710,0.000000,1,2.093,6.000,29.568,0.225666,238,6.000,24.468,-5.251271,-0.225666,0.197406,238,0.225666,0.497322,3
1,8,2,248,250,3,607;617;642;645;646,196.119,196.852,0.733,493.249,492.270,-0.979,0.497135,0.558863,0.061728,1.219650,1.848193,0.628543,-1.692328,-1.538011,0.154317,0.130305,0.100583,-0.029722,-0.040029,0.010307,-0.029722,0.000000,1,-0.029722,0.000000,0.000000,1,0.196548,-0.066243,0.000000,-0.066243,-0.106272,0.010307,-0.095965,0.000000,1,0.530,23.302,10.043,0.735054,248,23.302,1.715,-7.361970,-0.735054,0.066243,248,0.735054,1.363597,3
1,8,3,298,492,195,608;618;647;630;631,217.107,218.559,1.452,494.219,495.006,0.786,1.661207,1.621223,-0.039985,1.428179,0.000008,-1.428170,0.249736,-0.000000,-0.249736,0.037000,0.000000,-0.037000,-0.055527,0.018527,-0.037000,0.000000,1,-0.037000,0.000000,0.000000,1,0.084308,-0.092898,0.045590,-0.047308,-0.148425,0.064117,-0.084308,-0.000000,1,1.967,43.046,28.517,0.145417,299,1.990,27.220,-0.522148,0.145417,0.047308,298,0.145417,3.626721,9
1,9,1,240,247,8,652;654;656;670,195.000,196.451,1.451,479.794,487.136,7.342,0.000000,0.258363,0.258363,0.155988,1.781081,1.625093,6.965701,1.400795,-5.564907,0.204335,0.154582,-0.049753,0.470623,-0.167478,0.303145,0.352898,0,-0.049753,0.000000,-0.352898,0,0.000000,0.233526,-0.029191,0.204335,0.704149,-0.196669,0.507480,0.352898,0,0.255,34.710,39.910,1.060365,245,3.140,39.910,-0.056074,-1.060365,0.204335,240,1.060365,2.637863,8
1,9,2,257,261,5,724,200.796,202.868,2.072,491.534,490.560,-0.974,0.635453,0.738483,0.103031,1.827080,2.310954,0.483875,-0.955608,-0.832290,0.123318,0.120259,0.086278,-0.033981,-0.033981,0.000000,-0.033981,0.000000,1,-0.033981,0.000000,0.000000,1,0.149476,-0.068483,0.039266,-0.029217,-0.102464,0.039266,-0.063198,0.000000,1,1.781,2.020,11.850,0.208706,258,1.854,10.981,-0.096022,-0.208706,0.029217,257,0.208706,0.588702,2
1,9,3,267,720,454,657;680;727;689;692;693;705,206.256,253.251,46.995,489.548,484.972,-4.576,0.864952,2.058284,1.193333,2.197883,-0.009771,-2.207653,-1.223579,-0.006895,1.216684,0.074027,0.000250,-0.073777,-0.073777,0.000000,-0.073777,0.000000,1,-0.073777,0.000000,0.000000,1,0.084698,-0.035571,0.024900,-0.010671,-0.109348,0.024900,-0.084448,0.000000,1,0.761,41.592,25.602,0.380617,391,39.350,2.596,-1.054709,0.380617,0.021849,391,0.380617,8.761095,15
1,10,1,240,242,3,746;742;751,195.000,194.850,-0.150,486.176,485.807,-0.369,0.000000,-0.069817,-0.069817,-0.084642,-0.785569,-0.700927,3.876631,-1.426812,-5.303443,-0.200766,-0.061371,0.139395,-0.061371,0.000000,-0.061371,-0.200766,0,0.139395,0.000000,0.200766,0,0.000000,-0.200766,0.000000,-0.200766,-0.262137,0.000000,-0.262137,-0.200766,0,7.053,49.089,23.177,0.421802,241,49.089,4.374,-5.380027,0.421802,0.200766,240,0.421802,0.785569,3
