piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px,contact_min_y,contact_max_y,contact_mean_y,contact_left_offset_px,contact_right_offset_px,contact_span_from_com_px,contact_normal_angle_rad,contact_torque_proxy,contact_com_distance_px,contact_asymmetry_px
"1","falling","0","1.0","","195.000","96.616","0.00000","0.54390","0.54390","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","0.00000","0.000000","0.00000","0.54390","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","1","6.0","","195.000","96.794","0.00000","0.62465","0.62465","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","0.54390","0.000000","0.00000","0.08075","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","2","16.0","","195.000","97.229","0.00000","0.78516","0.78516","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","0.62465","0.000000","0.00000","0.16050","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","3","32.0","","195.000","98.202","0.00000","1.05492","1.05492","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","0.78516","0.000000","0.00000","0.26977","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","4","49.0","","195.000","99.448","0.00000","1.32059","1.32059","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","1.05492","0.000000","0.00000","0.26566","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","5","66.0","","195.000","100.864","0.00000","1.56690","1.56690","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","1.32059","0.000000","0.00000","0.24632","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","6","82.0","","195.000","102.627","0.00000","1.82478","1.82478","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","1.56690","0.000000","0.00000","0.25788","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","7","99.0","","195.000","104.650","0.00000","2.07873","2.07873","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","1.82478","0.000000","0.00000","0.25395","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","8","116.0","","195.000","106.787","0.00000","2.31419","2.31419","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","2.07873","0.000000","0.00000","0.23546","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","9","133.0","","195.000","109.305","0.00000","2.56070","2.56070","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","2.31419","0.000000","0.00000","0.24651","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","10","149.0","","195.000","112.072","0.00000","2.80345","2.80345","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","2.56070","0.000000","0.00000","0.24276","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","11","166.0","","195.000","114.899","0.00000","3.02853","3.02853","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","2.80345","0.000000","0.00000","0.22508","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"1","falling","12","182.0","","195.000","118.138","0.00000","3.26417","3.26417","0.000000","0.000000","0","0","4.34800","1775.255","7.415","3.000","3.000","11.000","12.000","12.000","0.000","0.000","0","0","1.0110","88","176","88","91","83","0.00000","3.02853","0.000000","0.00000","0.23564","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
