run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,1,complete,120,59,60,4.348,1775.255,7.415,3,1,-0.264,2,1,0,0,0,1.09041,-10.98815,-0.107793,1.21765,2.75662,0.101789,15.009000000000015,19.153999999999996,1.075948,0,,0,1,88,176,88,91,83
3,2,complete,120,59,60,4.144,971.803,3.723,6,3,-1.094,2,1,0.09451,0,0,0.09451,-10.8981,0.031392,2.09554,1.54459,0.085351,45.53899999999999,20.447000000000003,1.315411,0,,0,1,83,166,83,90,76
3,3,complete,121,60,60,6.218,2680.781,8.535,8,0,-37.617,1,1,0.1714,0.19185,0.005105,0.1714,-10.8983,0.005105,0.29446,0.51759,0.013655,0.8340000000000032,0.9759999999999991,0.029150000000000002,0,,0,1,89,178,89,93,68
3,4,complete,120,59,60,2.636,378.793,10.821,9,5,-1.944,2,1,0.23495,0,0,0.23495,-10.92701,0.05208,1.75117,2.49509,0.068364,37.208,23.11099999999999,1.093657,0,,0,1,54,108,54,54,62
3,5,complete,121,60,60,4.202,918.333,0.519,9,0,7.776,1,1,0,0.51627,0,-1.28662,-10.49296,-0.061241,1.72104,1.68001,0.202617,17.99000000000001,18.295000000000016,2.454404,0,,0,1,84,168,84,91,85
3,6,complete,139,78,60,4.956,1754.612,4.805,35,7.065,16.75,4,4,-1.84995,0.47647,-0.040653,0.19808,-2.03116,-0.149131,2.0629,1.79556,0.090493,25.364999999999995,15.185999999999979,0.8124330000000002,0,,0,1,63,126,63,66,67
3,7,complete,122,61,60,4.74,1831.832,2.853,4,0,15.057,1,1,0.89537,-0.64109,0.033324,0.07777,-3.16856,-0.14489,0.9203,0.64109,0.033324,9.38900000000001,2.6920000000000073,0.22958099999999998,1.9379999999999882,,0,1,102,204,102,107,84
3,8,complete,123,62,60,5.508,2566.696,2.475,5,2.228,9.012,2,2,0.84368,-0.52078,0.018923,0.418,-6.42723,-0.216313,0.84368,0.52078,0.026994,9.417999999999978,1.997000000000014,0.34416299999999994,1.4979999999999905,,0,1,68,136,68,69,57
3,9,complete,121,60,60,5.038,2670.843,2.201,5,0,-10.709,1,1,0.31859,3.17356,0.294471,0.23393,-3.98102,0.065536,0.94925,3.39333,0.294471,12.724999999999994,13.09899999999999,1.9877879999999997,9.920000000000016,,0,1,78,156,78,82,79
3,10,complete,127,66,60,6.51,5147.624,3.157,50,0,22.46,1,1,0.56208,-0.07871,0.003415,-0.15522,-0.5375,-0.016453,0.86135,0.64684,0.026985,7.141999999999996,3.9010000000000105,0.20767799999999997,0.19999999999998863,,0,1,97,194,97,102,84
