run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,36,1,239,480,242,2605;2604;2611;2624;2626;2628;2658;2660;2662;2665;2666,195.000,215.595,20.595,481.017,501.944,20.927,0.000000,0.785738,0.785738,0.087756,-0.000000,-0.087756,4.683478,0.000000,-4.683478,0.096576,-0.000000,-0.096576,0.294701,-0.183858,0.110843,0.207419,0,0.467,41.720,34.651,1.029710,249,3.108,24.735,0.026408,-1.029710,0.096576,239,1.029710,8.214915,25
1,37,1,239,240,2,2671;2675;2700;2704,195.000,194.899,-0.101,479.657,480.013,0.356,0.000000,-0.096645,-0.096645,-0.399433,-0.495134,-0.095701,3.253462,3.311850,0.058389,-0.380456,-0.363332,0.017124,0.017124,0.000000,0.017124,0.000000,1,3.082,14.000,15.430,0.399433,239,14.000,15.430,-7.766026,0.399433,0.380456,239,0.399433,0.495134,2
1,37,2,256,256,1,2684;2687;2695;2696;2738,192.971,192.971,0.000,494.697,494.697,0.000,-1.511321,-1.511321,0.000000,-1.270055,-1.270055,0.000000,-1.481934,-1.481934,0.000000,-0.187834,-0.187834,0.000000,0.000000,0.000000,0.000000,0.000000,1,6.988,6.988,4.955,0.802158,256,6.988,4.955,-5.630313,0.802158,0.155511,256,0.802158,0.802158,1
1,37,3,279,285,7,2683;2693,185.993,183.290,-2.703,490.945,487.939,-3.007,-2.543217,-2.695322,-0.152104,-1.275982,-2.191859,-0.915878,-1.209142,-1.243151,-0.034010,-0.134272,-0.061665,0.072607,0.159583,-0.086976,0.072607,0.000000,1,0.432,1.953,20.154,0.283963,281,1.880,18.228,0.041732,0.283963,0.038687,279,0.283963,1.022384,4
1,37,4,296,480,185,2683;2693;2697;2701;2686;2694;2735;2704,177.375,112.277,-65.098,485.700,497.083,11.384,-2.861722,-4.750498,-1.888776,-2.092452,0.001898,2.094350,-0.602499,-0.001095,0.601404,-0.053821,-0.000026,0.053795,0.053795,0.000000,0.053795,0.000000,1,0.366,56.036,38.196,0.257738,442,55.034,11.534,-0.935048,-0.257738,0.074016,442,0.257738,3.965611,21
