run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,11,complete,121,60,60,7.92,8547.864,7.191,25,2,1,-0.000904,0,11.0161,0,-0.12791,0,-0.002421,-0.12791,-11.04049,-0.002421,0.12791,0.017,0.002475,0.2400000000000091,0.04599999999999227,0.007144,0.03899999999998727,,0,1,78,156,78,80,67,-6.963,9.037,1.570796,1.036931,906;906,-6.963:36.378;9.037:36.364,-6.963066;9.036927,1,
1,12,complete,121,60,60,3.718,2601.283,4.837,6,4,2,0,0,11.05657,0,0,2.88661,0,0.37072,-8.16997,0.188652,1.07615,2.88661,0.036783,13.287000000000006,6.65300000000002,0.61408,0,,0,1,65,130,65,66,71,-20.727,-14.727,1.570796,-17.727004,972;972;973;973,-14.727:28.501;-20.727:28.501;-15.727:29.501;-19.727:29.501,-14.727004;-20.727004;-15.727004;-19.727004,1,
1,13,complete,122,61,60,4.536,3981.248,4.575,14,4,2,0,0,11.11675,0,-0.09395,0,-0.008822,-0.09395,-11.11749,-0.008822,0.29257,0.13099,0.012677,4.902999999999992,0.44299999999998363,0.201579,0,121,1,0,57,114,57,60,65,-0.109,6.891,1.570796,3.390653,1031;1031;1032;1032,1.891:23.489;-0.109:23.489;6.891:23.489;4.891:23.489,1.890653;-0.109347;6.890653;4.890653,1,
1,14,complete,121,60,60,7.566,7101.376,6.276,25,3,2,0.002138,0,11.03635,0,0.25669,0,0.007806,0.25669,-11.07631,0.007806,0.25669,0.04001,0.007806,2.2110000000000127,0.6820000000000164,0.060289999999999996,0.6820000000000164,,0,1,71,142,71,80,78,-15.67,6.332,1.570796,-4.669291,1104;1105;1105,6.332:33.944;4.330:34.940;-15.670:34.897,6.331752;4.329619;-15.670335,1,
1,15,complete,121,60,60,5.814,3593.304,4.465,13,1,1,-0.04842,0,11.0161,0,0,2.32447,0,-0.62891,-8.69163,-0.183261,1.9578,2.32447,0.062918,66.79599999999999,10.335000000000036,2.3207999999999998,0,,0,1,55,110,55,55,49,12.579,12.579,1.570796,12.579312,1162,12.579:37.367,12.579312,1,
1,16,complete,124,63,60,3.306,3597.108,6.323,12,1,1,-0.153956,-1.80318,0.74251,-0.060107,-1.50046,0.8551,-0.066007,0.30272,0.11258,-0.0059,1.50046,0.85774,0.066007,3.3160000000000025,3.0950000000000273,0.14408200000000002,2.3240000000000123,,0,1,49,98,49,49,48,12.955,12.955,1.570796,12.95495,1213,12.955:19.523,12.954950,1,
1,17,complete,122,61,60,5.48,5629.969,2.731,19,2,1,-0.011233,0,11.11014,0,0,0.2193,0,-1.42022,-10.89084,-0.041495,1.28736,0.55227,0.046751,15.824999999999989,3.9610000000000127,0.552163,3.3740000000000236,,0,1,58,116,58,59,60,5.549,10.549,1.570796,8.048913,1273;1273,5.549:26.886;10.549:26.830,5.549071;10.548756,1,
1,18,complete,122,61,60,3.562,630.087,1.933,18,1,1,-0.129834,-0.28378,-0.29966,-0.06909,-0.41699,-0.2143,-0.026876,-0.1332,0.08536,0.042214,0.71095,0.2143,0.026876,13.419000000000011,1.434000000000026,0.251791,0.27600000000001046,,0,1,86,172,86,97,82,-6.282,-6.282,1.570796,-6.282479,1361,-6.282:43.769,-6.282479,1,
1,19,complete,129,68,60,4.006,1049.179,2.425,8,1,1,-1.400355,-0.74945,3.2249,-0.150071,-1.66467,1.23112,-0.134425,-0.91522,-1.99379,0.015646,2.16299,1.3607,0.134425,12.186999999999983,6.491000000000042,0.536141,4.086000000000013,,0,1,72,144,72,73,59,9.147,9.147,1.570796,9.146638,1401,9.147:21.532,9.146638,1,
1,20,complete,120,59,60,4.246,1052.603,1.069,5,1,1,-0.011069,0,10.98221,0,0,0,-0.008754,-0.43421,-10.98481,-0.008754,0.80006,0.23848,0.018477,14.049000000000007,1.4139999999999873,0.371966,0,,0,1,122,244,122,127,82,-0.175,-0.175,1.570796,-0.175232,1559,-0.175:42.065,-0.175232,1,
