run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,1,complete,132,71,60,4.348,1775.255,7.415,3,1,1,-1.128879,0.93923,2.62819,-0.093017,1.05432,0.88556,0.032862,0.11509,-1.74263,0.125878,1.23238,1.27691,0.041626,5.572000000000003,3.5230000000000246,0.1352629999999999,0,,0,1,88,176,88,91,83,-27.264,-27.264,1.570796,-27.263606,30,-27.264:32.776,-27.263606,1,
1,2,complete,120,59,60,4.144,971.803,3.723,6,1,1,0.011706,0,10.98221,0,0.20426,0.00037,0.010022,0.20426,-10.98184,0.010022,2.18709,1.58848,0.084713,46.366000000000014,20.456999999999994,1.313858,0,,0,1,83,166,83,90,76,-0.116,-0.116,1.570796,-0.115856,175,-0.116:44.613,-0.115856,1,
1,3,complete,122,61,60,6.218,2680.781,8.535,8,1,1,0.004526,0,11.11021,0,0,0,0.014422,-1.02235,-11.41522,0.014422,0.76985,0.31206,0.023259,3.6810000000000116,0.73599999999999,0.050947,0.13299999999998136,,0,1,89,178,89,93,68,19.161,19.161,1.570796,19.160926,266,19.161:33.390,19.160926,1,
1,4,complete,141,80,60,2.636,378.793,10.821,9,1,1,-3.94907,1.27644,3.18091,-0.155565,1.31733,0.51622,0.053274,0.0409,-2.66469,0.208838,1.52562,0.73364,0.053274,10.609999999999985,2.298000000000002,0.2942149999999999,0,,0,1,54,108,54,54,62,-10.974,-10.974,1.570796,-10.974016,281,-10.974:33.174,-10.974016,1,
1,5,complete,120,59,60,4.202,918.333,0.519,9,2,1,-0.058834,0,10.97541,0,0,1.16322,0,-0.64329,-9.81218,-0.188714,1.43869,2.21948,0.186011,22.841000000000008,18.394000000000005,1.955431,0,,0,1,84,168,84,91,85,7.255,12.247,1.570796,9.750988,408;408,7.255:40.283;12.247:39.989,7.255314;12.246663,1,
1,6,complete,120,59,60,4.956,1754.612,4.805,35,6,3,0,0,10.92763,0,0,0,0,-1.61824,-11.72305,0.077299,2.77418,2.47407,0.151236,78.878,31.084000000000003,2.462899,10.534999999999968,,0,1,63,126,63,66,67,-17.078,17.922,1.570796,0.421711,471;471;472;472;473;473,17.922:41.457;15.922:41.457;-5.078:41.457;-17.078:41.457;-5.078:42.457;-16.078:42.457,17.921711;15.921711;-5.078289;-17.078289;-5.078289;-16.078289,1,
1,7,complete,120,59,60,4.74,1831.832,2.853,4,2,1,0,0,10.90023,0,0.17341,3.07093,0,0.17341,-7.8293,0.247993,1.71889,3.29218,0.244441,22.296999999999997,4.9360000000000355,0.340917,0,,0,1,102,204,102,107,84,-14.103,-12.103,1.570796,-13.102954,577;577,-12.103:43.789;-14.103:43.789,-12.102954;-14.102954,1,
1,8,complete,120,59,60,5.508,2566.696,2.475,5,6,3,0,0,10.94813,0,0,5.59703,0,0.35377,-5.3511,0.248504,1.01332,5.97585,0.236945,12.094999999999999,12.246999999999957,0.828222,0,,0,1,68,136,68,69,57,-27.468,-21.468,1.570796,-24.468046,645;645;646;646;647;647,-21.468:39.187;-27.468:39.187;-22.468:40.187;-27.468:40.187;-24.468:41.187;-26.468:41.187,-21.468046;-27.468046;-22.468046;-27.468046;-24.468046;-26.468046,1,
1,9,complete,120,59,60,5.038,2670.843,2.201,5,2,1,0.055302,0,10.9686,0,0,6.98704,0,0.409,-3.98155,0.217898,1.87693,6.98704,0.277346,47.578,9.896000000000015,2.177613,0,,0,1,78,156,78,82,79,-35.957,-32.962,1.570796,-34.459715,727;727,-32.962:40.470;-35.957:40.304,-32.962009;-35.957422,1,
1,10,complete,121,60,60,6.51,5147.624,3.157,50,1,1,-0.057648,0,11.04983,0,0,0,0,-0.99365,-12.28209,-0.027805,0.97942,0.94938,0.029292,12.53400000000002,4.531000000000006,0.377751,3.9909999999999854,,0,1,97,194,97,102,84,-18.838,-18.838,1.570796,-18.837793,824,-18.838:34.992,-18.837793,1,
