piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,angular_velocity,angle,sleeping,ground_contact,contact_width_px,contact_center_offset_px,contact_points,contact_parts,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count
11,falling,0,5.0,,195.000,96.616,0.00000,0.54390,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.00000,0.000000,0.00000,0.54390,0.000000,,,,,0,0,0,0
11,falling,1,14.0,,195.000,96.958,0.00000,0.68906,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.54390,0.000000,0.00000,0.14515,0.000000,,,,,0,0,0,0
11,falling,2,31.0,,195.000,97.834,0.00000,0.96029,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.68906,0.000000,0.00000,0.27123,0.000000,,,,,0,0,0,0
11,falling,3,48.0,,195.000,98.985,0.00000,1.22739,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.96029,0.000000,0.00000,0.26710,0.000000,,,,,0,0,0,0
11,falling,4,65.0,,195.000,100.312,0.00000,1.47504,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.22739,0.000000,0.00000,0.24765,0.000000,,,,,0,0,0,0
11,falling,5,82.0,,195.000,101.982,0.00000,1.73431,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.47504,0.000000,0.00000,0.25927,0.000000,,,,,0,0,0,0
11,falling,6,98.0,,195.000,103.914,0.00000,1.98964,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.73431,0.000000,0.00000,0.25533,0.000000,,,,,0,0,0,0
11,falling,7,115.0,,195.000,105.966,0.00000,2.22638,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.98964,0.000000,0.00000,0.23673,0.000000,,,,,0,0,0,0
11,falling,8,131.0,,195.000,108.395,0.00000,2.47422,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.22638,0.000000,0.00000,0.24784,0.000000,,,,,0,0,0,0
11,falling,9,148.0,,195.000,111.075,0.00000,2.71829,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.47422,0.000000,0.00000,0.24407,0.000000,,,,,0,0,0,0
11,falling,10,165.0,,195.000,114.001,0.00000,2.95865,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.71829,0.000000,0.00000,0.24036,0.000000,,,,,0,0,0,0
11,falling,20,332.0,,195.000,154.780,0.00000,5.12173,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,4.92707,0.000000,0.00000,0.19466,0.000000,,,,,0,0,0,0
11,falling,30,499.0,,195.000,215.952,0.00000,6.99452,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,6.82707,0.000000,0.00000,0.16745,0.000000,,,,,0,0,0,0
