run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
4,11,complete,121,60,60,7.92,8547.864,7.191,25,0,-6.923,1,1,-0.10022,0,-0.002145,-0.10022,-11.05544,-0.002145,0.10022,0.01039,0.002145,0.27899999999999636,0.03000000000002956,0.004736,0.016000000000019554,120,1,0,78,156,78,80,67
4,12,complete,121,60,60,3.718,2601.283,4.837,6,0,-17.165,1,1,0,3.14237,0,0.46606,-7.93436,0.182036,1.06777,3.14237,0.038322,13.579999999999984,6.340000000000032,0.5725659999999999,0,,0,1,65,130,65,66,71
4,13,complete,122,61,60,4.536,3981.248,4.575,14,7,3.391,4,2,-0.09395,0,-0.008822,-0.09395,-11.11751,-0.008822,0.29257,0.12877,0.012677,4.908999999999992,0.44999999999998863,0.201867,0,121,1,0,57,114,57,60,65
4,14,complete,121,60,60,7.566,7101.376,6.276,25,22.002,-4.669,3,2,0.25684,0,0.007811,0.25684,-11.08309,0.007811,0.25684,0.07397,0.007811,2.4020000000000152,0.6940000000000168,0.066469,0.6940000000000168,,0,1,71,142,71,80,78
4,15,complete,121,60,60,5.814,3593.304,4.465,13,0,12.671,1,1,0,2.29056,0,-0.70922,-8.71876,-0.179054,2.04192,2.29056,0.062726,67.37199999999999,10.364000000000033,2.305694,0,,0,1,55,110,55,55,49
4,16,complete,125,64,60,3.306,3597.108,6.323,12,0,13.28,1,1,-1.44766,0.88946,-0.066979,0.34833,0.07901,-0.007112,1.44766,0.8917,0.066979,2.9470000000000027,3.105000000000018,0.129648,2.552000000000021,,0,1,49,98,49,49,48
4,17,complete,122,61,60,5.48,5629.969,2.731,19,5,8.049,2,1,0,0.21929,0,-1.42019,-10.89066,-0.041494,1.28734,0.55227,0.04675,15.823999999999984,3.9610000000000127,0.552124,3.3740000000000236,,0,1,58,116,58,59,60
4,18,complete,120,59,60,3.562,630.087,1.933,18,12,-5.753,3,2,0,0,-0.004733,-0.35736,-11.0205,-0.004733,0.29935,0.09563,0.013241,2.3089999999999975,0.1490000000000009,0.031004999999999998,0.12999999999999545,,0,1,86,172,86,97,82
4,19,complete,128,67,60,4.006,1049.179,2.425,8,0,10.156,1,1,-1.31546,1.70933,-0.166238,-0.62875,-1.49196,-0.006279,2.33239,1.70933,0.166238,12.568999999999988,7.8069999999999595,0.5886490000000002,5.928999999999974,,0,1,72,144,72,73,59
4,20,complete,120,59,60,4.246,1052.603,1.069,5,3.999,0.208,2,1,0,0,0,-2.1195,-11.57594,0.267975,2.08726,2.06047,0.263899,67.64999999999999,21.21999999999997,2.552076,2.2369999999999663,,0,1,122,244,122,127,82
