run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,26,1,243,244,2,14725;14726;14727;14728,195.000,195.063,0.063,484.057,485.232,1.174,0.000000,0.110759,0.110759,0.262784,0.325986,0.063202,5.265732,5.313442,0.047710,0.463163,0.449556,-0.013607,4.086,11.000,18.998,0.262784,243,11.000,16.504,-5.797556,-0.262784,0.463163,243,0.262784,0.325986,2
3,26,2,246,246,1,14712,195.228,195.228,0.000,487.922,487.922,0.000,0.338719,0.338719,0.000000,0.482398,0.482398,0.000000,-1.372932,-1.372932,0.000000,0.231901,0.231901,0.000000,1.275,1.275,4.990,0.157659,246,1.275,4.990,-6.736883,-0.157659,0.215935,246,0.157659,0.157659,1
3,26,3,282,285,4,14583;14584;14585;14586;14587;14588,199.281,199.818,0.537,487.081,485.472,-1.609,2.287171,2.344461,0.057290,0.432965,0.898425,0.465460,-0.456398,-0.870080,-0.413682,0.120702,0.040587,-0.080116,0.715,3.576,20.053,0.362773,283,3.560,19.021,-0.562861,-0.362773,0.082640,282,0.362773,0.475435,3
3,26,4,291,484,194,14585;14586;14593;14594;14597;14598;14649;14650;14653;14654;14655;14656,201.135,177.804,-23.331,484.507,500.986,16.479,2.403953,1.566650,-0.837303,0.932003,-0.226510,-1.158513,-0.462418,-0.140561,0.321857,0.027908,-0.011274,-0.039182,0.542,43.186,27.006,0.495816,465,43.186,8.277,-2.350328,-0.495816,0.071743,465,0.495816,4.251287,7
3,27,1,242,243,2,14855;14856;14859;14860;14861;14862,195.000,194.807,-0.193,481.478,481.213,-0.265,0.000000,-0.036451,-0.036451,-0.759343,-1.229391,-0.470048,1.828686,1.328366,-0.500321,-0.143493,-0.127776,0.015717,1.036,6.000,13.294,0.759343,242,6.000,13.294,-9.202419,0.759343,0.143493,242,0.759343,1.229391,2
3,27,2,255,258,4,14823;14824;14829;14830,191.208,190.758,-0.450,486.057,485.079,-0.978,-0.410563,-0.444864,-0.034301,-0.701609,-0.636236,0.065373,-0.449389,-0.792915,-0.343526,-0.059371,-0.033070,0.026301,2.235,4.984,19.547,0.478099,255,4.984,19.547,-2.472461,-0.478099,0.063241,255,0.478099,0.686166,2
3,27,3,263,496,234,14829;14830;14861;14862,189.975,195.082,5.108,484.344,486.928,2.583,-0.485577,-0.357192,0.128385,-0.696815,-0.004983,0.691831,-0.434957,-0.003857,0.431100,-0.025377,0.000552,0.025929,1.270,47.167,23.879,0.251365,362,47.167,1.045,-0.731395,0.251365,0.028161,362,0.251365,5.070798,7
3,28,1,238,239,2,15045;15046;15047;15048,195.000,195.099,0.099,481.461,482.000,0.539,0.000000,0.086606,0.086606,0.391037,0.534360,0.143323,3.980887,3.960984,-0.019902,0.340936,0.323827,-0.017109,2.079,3.000,13.656,0.391037,238,3.000,9.773,-7.050466,-0.391037,0.340936,238,0.391037,0.534360,2
3,28,2,241,244,4,15038;15041;15042,195.362,195.752,0.390,482.940,482.263,-0.677,0.246008,0.265095,0.019087,0.675308,0.540353,-0.134954,-0.103276,-0.331580,-0.228304,0.011868,0.014688,0.002820,2.185,4.123,8.669,0.223931,242,2.185,8.669,-0.364761,0.223931,0.310720,241,0.223931,0.455899,3
3,28,3,249,484,236,15042;15048,196.433,193.407,-3.026,482.121,483.192,1.071,0.283609,0.178600,-0.105009,0.524058,-0.007679,-0.531737,-0.103276,0.000966,0.104242,0.008198,-0.003141,-0.011339,2.113,30.589,17.001,0.152751,361,30.586,2.775,-0.210528,-0.152751,0.015541,407,0.152751,4.250437,10
3,29,1,241,242,2,15215;15216,195.000,194.933,-0.067,482.000,482.441,0.440,0.000000,-0.049857,-0.049857,-0.262353,-0.512108,-0.249756,2.066456,1.716605,-0.349852,-0.196269,-0.180325,0.015944,2.000,2.047,10.767,0.262353,241,2.000,8.858,-8.969913,0.262353,0.196269,241,0.262353,0.512108,2
3,29,2,259,500,242,15175;15176;15177;15178;15155;15156;15141;15142;15135;15136;15105;15099;15059,192.838,152.850,-39.989,491.934,493.913,1.979,-0.787511,-2.183396,-1.395885,-1.047980,0.003977,1.051957,0.728438,-0.003823,-0.732261,-0.141248,0.000257,0.141505,0.819,33.834,25.247,0.565676,259,2.831,4.927,-1.966038,0.565676,0.051229,260,0.565676,5.903717,19
3,30,1,238,240,3,15337;15338;15339;15340,195.000,194.568,-0.432,478.793,477.961,-0.832,0.000000,0.031451,0.031451,-0.657558,-1.142216,-0.484658,-0.482440,-1.060447,-0.578007,0.034122,0.112203,0.078081,5.008,11.000,7.521,0.657558,238,11.000,6.887,-11.493480,0.657558,0.055567,239,0.657558,1.142216,3
3,30,2,301,480,180,15243;15244;15247;15248;15251;15252;15336;15337;15338,179.026,169.974,-9.052,493.915,499.173,5.259,1.558209,1.333384,-0.224825,-1.168294,-0.000016,1.168278,1.512979,-0.000001,-1.512980,0.029471,-0.000000,-0.029472,0.973,64.761,36.153,0.256602,301,3.000,22.110,-1.378034,0.256602,0.060087,301,0.256602,2.057641,7
