run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,21,1,1,240,START,1562;1563;1589;1590,59.000,2.192,0.000000,-0.378360,-0.378360,11.061633,-0.272806,-11.334439,0.000000,-0.010025,-0.010025,-11.334439,0.378360,195.000,0.000000,0.000,0.000000,8,8
1,21,1,2,241,PART_CHANGE+RESPONSE,1562;1590,59.002,2.286,0.000000,-0.352467,-0.352467,0.000000,-0.257528,-0.257528,-0.010025,-0.009382,0.000643,-0.257528,0.352467,194.904,-0.002547,-0.096,-0.002547,4,4
1,21,1,3,242,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1590,54.004,0.125,-0.352467,-0.323318,0.029149,-0.257528,-0.232100,0.025428,-0.009382,-0.009138,0.000245,0.025428,-0.029149,194.814,-0.004930,-0.186,-0.004930,1,2
1,21,1,4,275,PART_CHANGE+WIDTH_CHANGE,1562;1590,59.001,2.133,0.378273,0.301724,-0.076550,0.273668,-0.049327,-0.322995,0.010044,0.001636,-0.008408,-0.322995,0.076550,195.067,0.001570,0.067,0.001570,4,4
1,22,1,1,241,START,1616;1618;1620,6.000,1.032,0.000000,0.931706,0.931706,11.090156,0.011292,-11.078864,0.000000,-0.130133,-0.130133,-11.078864,-0.931706,195.000,0.000000,0.000,0.000000,6,6
1,22,1,2,242,PART_CHANGE+RESPONSE,1616;1618,5.063,1.673,0.931706,1.367946,0.436240,0.011292,-0.147323,-0.158615,-0.130133,-0.176042,-0.045909,-0.158615,-0.436240,195.237,-0.033057,0.237,-0.033057,3,4
1,22,1,3,243,PART_CHANGE+OFFSET_CHANGE+RESPONSE,1616,4.066,3.751,1.367946,1.766286,0.398340,-0.147323,-0.075927,0.071397,-0.176042,-0.217970,-0.041928,0.071397,-0.398340,195.584,-0.077776,0.584,-0.077776,2,2
1,22,2,1,283,START,1643,0.862,23.531,1.525204,1.452300,-0.072904,2.462048,-0.061197,-2.523245,-0.188219,-0.131120,0.057100,-2.523245,0.072904,211.983,-2.101533,0.000,0.000000,1,2
1,22,2,2,284,PART_CHANGE+WIDTH_CHANGE+RESPONSE,1635;1642;1643;1650,6.140,22.862,1.452300,1.109423,-0.342877,-0.061197,-1.118119,-1.056922,-0.131120,-0.053571,0.077548,-1.056922,0.342877,212.352,-2.134840,0.369,-0.033308,5,8
1,22,2,3,285,PART_CHANGE+WIDTH_CHANGE+RESPONSE,1642;1643,2.222,23.116,1.109423,0.800807,-0.308616,-1.118119,-1.043009,0.075110,-0.053571,-0.046890,0.006681,0.075110,0.308616,212.634,-2.148449,0.651,-0.046916,2,4
1,22,2,4,286,PART_CHANGE+WIDTH_CHANGE+RESPONSE,1643,0.831,22.135,0.800807,0.552245,-0.248562,-1.043009,-0.968186,0.074823,-0.046890,-0.028624,0.018266,0.074823,0.248562,212.838,-2.160360,0.854,-0.058827,1,2
1,22,3,1,301,START,1643,0.769,19.478,0.523870,0.447939,-0.075931,0.033084,-0.145407,-0.178491,-0.027153,-0.020981,0.006173,-0.178491,0.075931,214.847,-2.264536,0.000,0.000000,1,2
1,22,3,2,347,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1643;1664;1665,28.634,11.602,0.958114,0.921914,-0.036200,1.149630,-0.077681,-1.227311,0.044773,0.042925,-0.001848,-1.227311,0.036200,221.373,-2.013457,6.525,0.251079,3,6
