run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,31,1,1,241,START,2305;2316;2322,9.000,5.863,0.000000,0.364949,0.364949,11.049843,0.442359,-10.607484,0.000000,0.273524,0.273524,-10.607484,-0.364949,195.000,0.000000,0.000,0.000000,6,6
1,31,1,2,242,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2305,4.057,9.924,0.364949,0.468216,0.103267,0.442359,0.507433,0.065074,0.273524,0.254482,-0.019042,0.065074,-0.103267,195.087,0.065409,0.087,0.065409,2,2
1,31,2,1,276,START,2331;2338;2340,2.232,19.928,0.413527,0.251572,-0.161954,2.611208,0.382346,-2.228862,0.224758,0.151559,-0.073198,-2.228862,0.161954,198.825,2.096696,0.000,0.000000,4,6
1,31,2,2,277,PART_CHANGE+WIDTH_CHANGE+RESPONSE,2323;2331;2338;2340,3.605,19.618,0.251572,0.373284,0.121712,0.382346,-0.635110,-1.017456,0.151559,0.089769,-0.061791,-1.017456,-0.121712,198.888,2.135196,0.064,0.038500,7,8
1,31,2,3,278,RESPONSE,2323;2331;2338;2340,3.606,19.015,0.373284,0.761501,0.388217,-0.635110,-0.590736,0.044374,0.089769,0.061862,-0.027907,0.044374,-0.388217,198.983,2.157999,0.159,0.061303,5,8
1,31,2,4,279,PART_CHANGE,2323;2331;2338,3.605,18.594,0.761501,0.836843,0.075343,-0.590736,-0.673158,-0.082422,0.061862,0.048393,-0.013469,-0.082422,-0.075343,199.177,2.173714,0.352,0.077018,3,6
1,31,2,5,280,PART_CHANGE+WIDTH_CHANGE,2331;2338,2.210,17.565,0.836843,0.918375,0.081532,-0.673158,-0.627234,0.045924,0.048393,0.032322,-0.016071,0.045924,-0.081532,199.389,2.186007,0.565,0.089311,2,4
1,31,2,6,281,PART_CHANGE+WIDTH_CHANGE,2338,0.812,16.656,0.918375,0.939420,0.021045,-0.627234,-0.558310,0.068925,0.032322,0.028440,-0.003881,0.068925,-0.021045,199.609,2.193736,0.784,0.097040,1,2
1,31,2,7,304,PART_CHANGE+WIDTH_CHANGE,2331;2338,2.144,13.706,0.359358,0.334334,-0.025024,-0.170382,-0.179473,-0.009091,0.014526,0.011769,-0.002758,-0.009091,0.025024,203.308,2.321965,4.484,0.225269,2,4
1,31,2,8,312,PART_CHANGE+WIDTH_CHANGE,2323;2331;2338,3.547,13.913,0.169231,0.139715,-0.029517,-0.098723,-0.081166,0.017556,0.005557,0.005879,0.000321,0.017556,0.029517,203.813,2.338915,4.988,0.242219,3,6
