run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,36,1,1,239,START,13561;13564,5.000,19.524,0.000000,0.188422,0.188422,11.033007,4.442064,-6.590943,0.000000,0.160993,0.160993,0.257589,-0.096596,0.160993,-6.590943,-0.188422,195.000,0.000000,0.000,0.000000,4,4
3,36,1,2,240,PART_CHANGE+WIDTH_CHANGE,13561,3.038,21.123,0.188422,0.280776,0.092354,4.442064,3.708096,-0.733968,0.160993,0.170415,0.009422,0.024808,-0.015386,0.009422,-0.733968,-0.092354,195.048,0.040896,0.048,0.040896,2,2
3,36,1,3,241,RESPONSE,13561,3.072,22.682,0.280776,0.414573,0.133797,3.708096,3.570788,-0.137308,0.000000,0.064261,0.064261,0.167371,-0.103110,0.064261,-0.137308,-0.133797,195.115,0.081648,0.115,0.081648,1,2
3,36,1,4,242,RESPONSE,13561,3.083,23.260,0.414573,0.668505,0.253932,3.570788,2.394741,-1.176047,0.064261,0.078885,0.014623,0.037948,-0.023325,0.014623,-1.176047,-0.253932,195.214,0.097016,0.214,0.097016,2,2
3,36,1,5,243,RESPONSE,13561,3.096,23.961,0.668505,0.917910,0.249405,2.394741,1.915438,-0.479303,0.078885,0.084240,0.005355,0.005355,0.000000,0.005355,-0.479303,-0.249405,195.374,0.115880,0.374,0.115880,1,2
3,36,1,6,244,RESPONSE,13561,3.108,24.702,0.917910,1.226004,0.308094,1.915438,1.698007,-0.217431,0.084240,0.072915,-0.011324,-0.011324,0.000000,-0.011324,-0.217431,-0.308094,195.594,0.136025,0.594,0.136025,1,2
3,36,1,7,245,RESPONSE,13561,3.118,25.373,0.280776,1.425156,1.144380,1.698007,1.573785,-0.124222,0.000000,0.025821,0.025821,0.066247,-0.040426,0.025821,-0.124222,-1.144380,195.905,0.154547,0.905,0.154547,1,2
3,36,1,8,249,RESPONSE,13561,3.135,26.674,0.280776,1.517622,1.236846,1.034658,1.065621,0.030964,0.000000,0.017118,0.017118,0.043677,-0.026559,0.017118,0.030964,-1.236846,197.408,0.191127,2.408,0.191127,1,2
3,36,1,9,253,RESPONSE,13561,3.147,27.775,0.280776,1.393983,1.113207,1.012686,1.053943,0.041257,0.000000,0.015565,0.015565,0.039570,-0.024005,0.015565,0.041257,-1.113207,198.861,0.222908,3.861,0.222908,1,2
3,36,1,10,257,RESPONSE,13561,3.155,28.754,0.280776,1.285127,1.004351,0.977141,1.028896,0.051755,0.000000,0.014955,0.014955,0.037925,-0.022970,0.014955,0.051755,-1.004351,200.164,0.251860,5.164,0.251860,1,2
3,36,1,11,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,13560;13561;13567,12.072,30.798,1.358065,1.523374,0.165310,1.644412,1.393340,-0.251072,0.048602,0.055245,0.006643,0.006643,0.000000,0.006643,-0.251072,-0.165310,207.201,0.468872,12.201,0.468872,3,6
3,36,1,12,280,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,13560;13567,3.585,26.905,1.523374,1.524759,0.001385,1.393340,1.431705,0.038364,0.055245,0.055924,0.000679,0.000679,0.000000,0.000679,0.038364,-0.001385,207.565,0.482083,12.565,0.482083,2,4
3,36,1,13,281,PART_CHANGE+WIDTH_CHANGE,13567,0.476,25.723,1.524759,1.525179,0.000420,1.431705,1.472509,0.040804,0.055924,0.056718,0.000795,0.000795,0.000000,0.000795,0.040804,-0.000420,207.953,0.496289,12.953,0.496289,1,2
3,36,1,14,295,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,13567;13580,9.874,26.220,1.430183,1.623018,0.192835,2.084121,1.722234,-0.361887,0.067624,0.078442,0.010818,0.010818,0.000000,0.010818,-0.361887,-0.192835,213.198,0.714057,18.198,0.714057,2,4
3,36,1,15,296,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,13580,0.669,21.988,1.623018,1.608941,-0.014077,1.722234,1.767381,0.045147,0.078442,0.079254,0.000811,0.000811,0.000000,0.000811,0.045147,0.014077,213.586,0.732816,18.586,0.732816,1,2
